geocode,area_ha,mrnf_biomass,mrnf_carbon,esa_biomass,scanfi_biomass,mrnf_class
"-808752,25+548028,48",3.150717981190967,87.8,43.6,169.65789473684208,59.8133599644918,75-100
"-809107,67+549352,48",11.79340068691466,104.2,51.6,174.1170539237177,40.259035966545504,100-125
"-809610,93+548494,97",2.2673298422682016,93.7,46.5,194.45600000000005,40.63846153846156,75-100
"-808947,89+547948,40",7.08314859157817,98.0,48.8,191.2575923893157,85.91545965119721,75-100
"-810354,36+543470,91",7.592104470090187,121.4,60.2,205.960871044573,93.41298558177978,100-125
"-807381,11+551012,13",5.530813644866186,114.3,56.6,203.65603003284843,46.79829867674857,100-125
"-806651,95+547633,00",0.3447881105521085,119.6,59.2,173.83703703703705,91.31983805668017,100-125
"-808121,95+547716,47",2.1411670707363757,107.9,53.5,199.86077481840192,57.74776095098518,100-125
"-807184,20+547627,83",4.215073534481549,124.3,61.6,194.26461538461535,81.93763440860211,100-125
"-807803,63+548240,05",9.421637361887104,120.4,59.6,183.06959403479703,89.62203063716422,100-125
"-808473,80+547978,69",5.700693164220405,89.4,44.4,179.9221772379667,49.99296765119548,75-100
"-808465,22+547679,74",3.6292002561698085,60.5,30.1,165.92862241256248,60.563269230769244,50-75
"-807932,85+543861,40",3.537913505849047,120.1,59.4,124.62957540263544,78.27586206896547,100-125
"-809332,83+547975,81",8.246050480535356,90.5,44.9,187.25219573400256,61.59522198731499,75-100
"-807165,49+551743,50",2.968604380059158,104.6,51.9,111.79304347826086,50.930888575458376,100-125
"-807154,50+551002,58",10.553970350710763,128.7,63.7,202.50232558139533,70.17487440507671,>=125
"-808055,31+550864,40",20.717130533381038,114.3,56.6,203.28560710266345,63.00425782564791,100-125
"-807929,75+551122,21",13.781224888069994,131.2,64.9,196.98346175530918,77.32588732323106,>=125
"-808926,02+550844,64",7.070568446161733,120.7,59.9,205.760790051207,97.02347718865596,100-125
"-807822,47+551284,91",10.040012090517756,118.5,58.8,199.36831275720164,90.10387220003481,100-125
"-806762,58+552839,39",0.2251426887957259,69.4,34.2,73.8974358974359,19.93468118195957,50-75
"-808970,80+548131,61",10.833543581282665,91.8,45.6,167.43285371702638,49.484780230388054,75-100
"-809369,07+548202,06",13.946974582939324,96.5,48.1,199.7256538675571,89.3517982017982,75-100
"-806878,33+552870,25",0.5397982004825823,18.7,9.4,62.03482587064677,29.538561244329227,<50
"-807391,44+545518,26",2.2249457195538573,53.7,26.8,118.33023255813954,56.856314634910696,50-75
"-807201,73+550539,78",5.013760464995738,125.6,62.1,202.1569948186529,83.65792585379425,>=125
"-808644,80+550694,47",5.056755108723035,126.5,62.6,185.64699846074913,71.75032769920662,>=125
"-807409,48+549114,32",6.4182347122562025,137.8,68.4,199.5526950925181,87.58789327826983,>=125
"-807213,45+548422,93",8.768405612060807,107.5,53.2,179.86735598227474,76.62103214016132,100-125
"-808353,43+546747,94",0.8484972022802602,83.3,41.5,163.62500000000003,77.7753593429158,75-100
"-808321,24+549715,21",4.957079604307971,118.2,58.5,190.6194458964976,89.56893640967921,100-125
"-808293,52+549577,73",4.86641247465455,115.0,57.0,181.6487935656836,87.20480114654247,100-125
"-806742,76+550924,54",12.553901335998704,121.6,60.4,201.47131400370145,74.1701714475947,100-125
"-808717,66+549565,82",6.115895243919416,115.6,57.3,190.5357899195256,92.20956888686133,100-125
"-809277,94+548649,79",3.4808910926268664,77.6,38.7,108.23699851411591,71.80462647706788,75-100
"-806991,25+551781,07",1.7128780010196512,13.0,6.6,56.692189892802446,31.714693295292438,<50
"-806799,28+552713,20",5.231656114577745,49.6,24.5,100.9360041623309,43.87304127492166,<50
"-806746,20+550338,80",6.3150291909139655,96.9,48.3,199.87985288107882,43.00872253505576,75-100
"-806549,30+550528,63",2.9795245386041307,95.1,47.4,172.98263888888889,33.48200846660396,75-100
"-807583,54+549430,20",13.856605757700603,96.7,48.2,197.33202687569994,51.804925910085764,75-100
"-806634,22+551652,74",6.153247401070036,12.6,6.4,115.02956081081084,37.55367359655581,<50
"-805634,36+552159,66",0.021516552793465024,11.9,6.1,32.0,32.90163934426229,<50
"-806669,58+551150,15",6.663394639480765,94.6,47.0,180.108287724785,74.97383842611974,75-100
"-808661,29+549669,88",6.354284217382398,122.5,60.8,200.17096114519427,74.8541781047546,100-125
"-807077,05+546782,30",1.021607651389081,90.1,44.9,160.9020618556701,61.159028727770185,75-100
"-808639,60+544807,91",7.060610452184748,116.4,57.8,178.49889786921386,83.71566062879425,100-125
"-807616,53+545763,20",2.8690478108605895,87.9,43.8,122.79693140794225,62.302761221262614,75-100
"-808919,90+546274,04",6.539448529187158,103.8,51.4,182.4242664551943,73.17999147212453,100-125
"-809106,75+546006,15",5.782744390237675,104.1,51.6,204.04082548227908,63.11525934861281,100-125
"-806774,15+551970,21",3.5840557270686957,77.7,38.7,107.60875912408756,45.71838800739804,75-100
"-806619,42+550269,09",3.4713472183260783,97.3,48.5,174.98042168674698,55.28142570281123,75-100
"-808409,80+549299,99",5.5977403420121705,78.9,39.3,134.68171242438345,63.944998131306846,75-100
"-809649,94+547894,75",4.268135486412698,97.3,48.5,196.7255139056832,64.21234164282797,75-100
"-807112,21+548923,73",7.222248268774066,134.4,66.3,208.3589375448672,90.48238416988413,>=125
"-807283,60+549749,17",9.558868269689466,93.4,46.6,170.86735525958147,45.561896784062355,75-100
"-808632,71+550816,99",7.889810804494757,129.4,64.0,200.0415293342122,79.74034344236964,>=125
"-807315,30+552947,19",0.33823314829008116,100.2,49.5,115.58928571428572,58.25643666323378,100-125
"-809681,77+547741,53",5.5685846183331575,95.7,47.7,207.66166822867854,44.01834690043834,75-100
"-808436,70+548837,36",8.273730320690097,96.8,48.3,202.92165465371357,40.117352520407294,75-100
"-809179,23+548549,25",12.422783977885066,93.5,46.6,179.94685285535644,63.734567901234534,75-100
"-807358,62+548033,77",8.436310399288931,119.1,58.9,200.27345432174715,76.54475142691706,100-125
"-807569,62+546401,80",3.443692152659563,108.2,53.6,191.6453089244851,53.281762917933115,100-125
"-809177,49+551399,04",9.522413971916226,114.0,56.4,180.32880065270598,55.26479956068092,100-125
"-806713,26+549938,98",5.019733495775751,95.9,47.8,174.53493222106363,58.88915110710071,75-100
"-809227,04+547839,48",10.3645751697164,96.8,48.3,207.3461634591352,86.98713674781966,75-100
"-809352,88+548420,74",5.57412067520853,92.1,45.9,181.54790697674423,54.286054230070754,75-100
"-807005,63+548438,31",4.627956340400182,66.2,32.6,155.17131696428567,48.03257427235712,50-75
"-809667,30+548384,26",3.9688839206850126,89.1,44.4,190.63230466185155,70.01415509055738,75-100
"-809519,74+549098,74",5.370880142562633,106.1,52.6,197.86472019464722,41.866402803010644,100-125
"-808615,74+548243,04",4.643750545421348,105.5,52.2,183.80833333333334,41.21963494328849,100-125
"-809483,40+548751,70",6.286854425848736,93.8,46.8,184.79621243310007,51.56831781914895,75-100
"-808770,39+548425,95",8.689206060027868,95.4,47.6,183.78276374442797,53.644571061712504,75-100
"-808772,05+548966,38",11.282526185399423,96.3,48.0,198.929651695692,58.49658602898015,75-100
"-806319,84+551791,02",1.6100840717561913,69.4,34.4,139.69391025641025,41.7263660017346,50-75
"-809023,92+551861,10",12.18130241312227,114.9,57.2,199.4859318806854,64.5795695231553,100-125
"-808896,03+552512,86",9.738704211799204,68.4,34.1,152.648177920686,81.24632445000896,50-75
"-807502,78+550415,61",7.26882481352333,120.3,59.3,189.16,77.64533627766306,100-125
"-808164,20+550135,26",12.178210105630956,102.8,50.7,162.55541374175712,50.56371861310733,100-125
"-806298,35+549904,46",1.5245516936470962,107.1,52.9,143.80607082630692,43.23517288756584,100-125
"-807454,14+550034,22",5.498520494191742,111.0,55.1,192.14071996259938,30.724078888959347,100-125
"-806879,26+552226,03",7.806364141578048,59.2,29.2,110.69993390614673,62.017067286212125,50-75
"-807379,60+552049,16",10.908552879153078,72.5,35.7,89.81660323501428,55.754785721133864,50-75
"-807970,95+552477,18",21.630197524665196,60.3,29.8,134.26690604428487,46.80363560182425,50-75
"-806686,38+551811,26",9.706464149702168,66.3,32.9,95.0464,40.70062526951273,50-75
"-808945,89+549763,00",5.484564473637746,119.6,59.0,209.3000940733772,67.29103860586402,100-125
"-807815,81+549977,12",5.5008967934276605,125.7,62.0,186.0418429713211,60.2950123581976,>=125
"-809110,33+550314,58",15.843786880805284,114.1,56.3,185.9565004088308,75.58438215102971,100-125
"-808513,88+550359,66",7.80057356310016,121.8,60.0,182.85076108537396,102.60853423983541,100-125
"-809140,62+549215,20",6.531893457444195,102.5,50.7,156.28503184713375,31.992626629621714,100-125
"-806819,20+549755,55",8.748235324287807,111.1,54.8,175.29340788699238,59.578311330913756,100-125
"-807207,92+545993,61",4.171895038069436,89.3,44.5,148.1529411764706,42.352169188330706,75-100
"-806415,28+550213,81",0.010846160675772876,113.3,56.2,176.0,41.0,100-125
"-807343,56+549298,76",7.669892794381435,114.1,56.4,193.95552560646902,63.060180131004365,100-125
"-807838,98+547004,51",3.0818923583417583,65.3,32.5,142.93372483221472,67.85375226039781,50-75
"-808048,21+552027,18",9.327492466447412,46.8,23.1,103.43587617468214,51.884672841350465,<50
"-808046,91+546802,90",1.6627353072678817,21.3,10.7,37.02523659305994,37.20939006497589,<50
"-807586,81+548856,23",4.10670362618733,129.7,64.1,199.85308953341735,87.03788777758942,>=125
"-807494,88+546931,81",1.3011820147181765,69.7,34.7,144.3041749502982,53.28686111854428,50-75
"-809120,45+550466,28",7.624476135143984,88.1,43.8,193.51355013550133,71.4866989669988,75-100
"-808112,17+550548,56",11.562705673675952,101.0,50.1,186.31398476019726,92.86749276410994,100-125
"-807588,85+549910,02",9.164826978577485,103.4,51.2,186.9013924410344,69.01232454638824,100-125
"-807974,34+549714,80",3.3465914649135184,98.7,49.0,185.34648105181753,84.79106343089255,75-100
"-808602,30+550216,76",7.423217758882713,101.9,50.7,202.32343695424382,92.82965922444188,100-125
"-808604,75+548389,78",2.6749639899238393,74.6,37.1,167.71802325581393,73.41446852964219,50-75
"-807682,82+549173,19",4.112100409480753,102.4,50.9,144.73178391959797,73.49919347992191,100-125
"-807630,41+552210,85",12.029571461301424,49.8,24.6,114.44112591319298,55.164754620777586,<50
"-807686,60+551875,40",12.022865187080045,88.4,43.8,77.36315904616058,50.527530928733206,75-100
"-806124,10+552677,25",0.14377189983876965,112.9,56.0,78.83636363636363,76.48668280871671,100-125
"-808141,40+550641,57",13.814987159067904,138.6,68.5,187.13753742514973,97.40305439858632,>=125
"-807195,26+550182,71",4.5627805185368375,120.6,59.5,185.28742857142868,45.06050882420354,100-125
"-807113,84+550366,79",11.33370749266896,106.9,53.1,198.6016389710904,85.16468235656053,100-125
"-808633,60+551799,49",10.696028716711744,123.2,61.1,149.51147460937503,82.77469930571402,100-125
"-808756,88+553095,16",1.2288542018271325,123.0,60.9,205.95739910313904,73.53293583191368,100-125
"-809280,98+550606,93",6.9233179722803335,124.7,61.7,208.72617246596062,93.06434870244397,100-125
"-808926,73+551033,43",5.52932177683108,140.6,69.7,202.54934210526318,89.91711905062493,>=125
"-808596,95+549875,79",10.634950974661614,124.6,61.4,196.38504491381406,48.34916887970886,100-125
"-808475,66+550122,29",8.67191367185243,95.4,47.1,194.58410794602696,77.25760681699427,75-100
"-807530,63+550232,02",9.3014420068398,118.6,58.8,185.2274749721913,84.75962691039857,100-125
"-809356,99+550141,50",3.964807684952264,74.0,36.8,167.24689745264533,55.59069317382122,50-75
"-810349,74+544079,40",4.278446039951027,108.7,54.1,208.624847001224,91.72646507457824,100-125
"-806497,98+552539,77",2.4157338171165734,96.5,47.8,100.74945770065074,58.024033589112506,75-100
"-805149,31+552294,50",1.038129898097947,97.6,48.6,57.44897959183671,52.4459005376344,75-100
"-809095,67+550129,50",7.123349090811167,86.8,43.1,196.68229734641943,72.8913064736945,75-100
"-806342,15+550774,94",0.4622686666099302,98.7,49.1,199.9717514124294,52.15197568389059,75-100
"-809292,29+547593,51",5.676105814973211,106.7,53.0,174.7355221158231,50.755163326591926,100-125
"-806964,85+552396,38",10.376224611532386,48.8,24.1,98.70937813440322,61.681450122635475,<50
"-807616,00+552760,09",9.962682057640237,58.9,29.1,122.25026511134674,28.705845314303705,50-75
"-807346,05+549509,09",4.1973914231995915,106.1,52.5,188.57573891625614,59.99742375135044,100-125
"-807372,33+548915,33",8.989589984096718,114.5,56.8,193.81686886192946,71.5663524574266,100-125
"-809900,78+543446,74",6.889889770314249,103.1,51.2,191.8597813795703,84.9370509057788,100-125
"-807356,78+552518,95",4.002098682705101,89.9,44.7,167.05878552971572,71.07709059233447,75-100
"-807372,53+547833,54",9.103498483779946,115.8,57.2,198.88980169971668,51.85310344827587,100-125
"-806360,44+549525,33",1.5103125470734677,111.8,55.2,197.4390243902439,108.63684697179842,100-125
"-809266,57+547070,00",6.066230065822401,107.4,53.4,189.61498708010336,53.56479035037335,100-125
"-807625,96+546896,61",5.904453970708724,76.6,38.2,134.44712593242653,69.55798687089718,75-100
"-807805,54+549729,17",5.8879239714396965,96.8,48.1,183.55094838994273,37.22835112692765,75-100
"-807770,73+551552,44",13.79525838312228,116.9,57.8,179.33865514650637,67.8305556258061,100-125
"-807757,92+547633,15",7.203989873008152,135.1,66.7,199.05344889851932,91.87111433405849,>=125
"-808151,79+549269,58",6.057950013722935,93.5,46.4,177.84582256675282,46.04229485556454,75-100
"-806687,40+549264,26",5.6968779922786545,114.8,56.6,205.0853381752156,80.7721984078383,100-125
"-807957,89+550473,06",4.707507285227219,120.9,60.1,196.42001099505217,96.9426114035738,100-125
"-808694,09+550446,79",6.976061079966994,93.7,46.6,162.63159851301117,88.35749588138383,75-100
"-809091,06+549943,42",8.270603107417227,113.7,56.2,193.65297805642632,65.65486837664527,100-125
"-806609,96+550118,66",4.311691319601347,85.7,42.7,145.12409638554215,48.57723708673509,75-100
"-807887,24+548870,17",5.765002635322103,135.7,67.0,187.1783154121864,88.89085295720076,>=125
"-807097,07+552232,10",3.273749710978599,137.6,68.0,132.52111553784857,86.89026209247818,>=125
"-807822,21+552284,01",6.034207767659009,75.7,37.6,147.0999142367067,71.47880400208196,75-100
