target_year,years_since_disturbance,n_matched_pairs,mean_pair_distance_km,median_pair_distance_km,max_pair_distance_km,distinct_5km_blocks,distinct_10km_blocks,fire_extent_x_km,fire_extent_y_km,harvest_extent_x_km,harvest_extent_y_km,minimum_fire_duplicate_distance_m,minimum_harvest_duplicate_distance_m,median_fire_distance_to_aoi_boundary_m,median_harvest_distance_to_aoi_boundary_m,median_fire_distance_to_nbac_edge_m,share_fire_samples_within_60m_of_nbac_edge,mask_overlap_pixels,fire_cluster_warning,fire_1km_blocks,fire_largest_1km_block_sample_count,harvest_cluster_warning,harvest_1km_blocks,harvest_largest_1km_block_sample_count,fire_boundary_sampling_warning,mask_overlap_warning,linear_clearing_warning,water_proximity_warning,overall_pass
2005,19,115,0.204757,0.178988,0.643587,4,3,6.923765,8.497788,6.900424,8.614731,19.656913,19.651082,2063.550429,2250.290204,58.758271,0.504348,0,no,29,21,no,25,35,yes,no,not assessed without road vectors; no new external road data acquired,not assessed with external water vectors; no new water data acquired,review
