sample_id,disturbance_type,disturbance_year,years_since_disturbance,lon,lat,NBR_2024,embedding_A00,embedding_A01,embedding_A02,embedding_A03,embedding_A04,embedding_A05,embedding_A06,embedding_A07,embedding_A08,embedding_A09,embedding_A10,embedding_A11,embedding_A12,embedding_A13,embedding_A14,embedding_A15,embedding_A16,embedding_A17,embedding_A18,embedding_A19,embedding_A20,embedding_A21,embedding_A22,embedding_A23,embedding_A24,embedding_A25,embedding_A26,embedding_A27,embedding_A28,embedding_A29,embedding_A30,embedding_A31,embedding_A32,embedding_A33,embedding_A34,embedding_A35,embedding_A36,embedding_A37,embedding_A38,embedding_A39,embedding_A40,embedding_A41,embedding_A42,embedding_A43,embedding_A44,embedding_A45,embedding_A46,embedding_A47,embedding_A48,embedding_A49,embedding_A50,embedding_A51,embedding_A52,embedding_A53,embedding_A54,embedding_A55,embedding_A56,embedding_A57,embedding_A58,embedding_A59,embedding_A60,embedding_A61,embedding_A62,embedding_A63,spatial_fold,std_A00,std_A01,std_A02,std_A03,std_A04,std_A05,std_A06,std_A07,std_A08,std_A09,std_A10,std_A11,std_A12,std_A13,std_A14,std_A15,std_A16,std_A17,std_A18,std_A19,std_A20,std_A21,std_A22,std_A23,std_A24,std_A25,std_A26,std_A27,std_A28,std_A29,std_A30,std_A31,std_A32,std_A33,std_A34,std_A35,std_A36,std_A37,std_A38,std_A39,std_A40,std_A41,std_A42,std_A43,std_A44,std_A45,std_A46,std_A47,std_A48,std_A49,std_A50,std_A51,std_A52,std_A53,std_A54,std_A55,std_A56,std_A57,std_A58,std_A59,std_A60,std_A61,std_A62,std_A63,PC1,PC2,PC3,x_m,y_m,B2,B3,B4,B8,B11,B12
wildfire_2005_1203,wildfire,2005,19,-77.017914,48.799675,0.555141,0.088827,-0.119093,0.044844,-0.130165,-0.075356,-0.160000,-0.071111,0.199862,0.055363,0.007443,0.098424,-0.010396,-0.119093,-0.048228,-0.179377,-0.071111,-0.035433,-0.013841,0.098424,-0.084214,0.071111,-0.147697,0.029773,-0.130165,0.017778,0.236463,-0.147697,-0.006151,0.346021,-0.038447,0.130165,0.022207,0.119093,0.051734,-0.160000,0.160000,0.214133,0.006151,-0.003014,0.093564,-0.172795,-0.041584,-0.166336,0.236463,0.002215,0.071111,0.041584,-0.192910,0.199862,-0.192910,0.093564,-0.079723,0.006151,0.059116,0.044844,0.192910,0.199862,0.075356,-0.093564,-0.055363,-0.179377,0.130165,0.098424,0.075356,0,1.051310,-0.385195,0.503217,0.256655,-0.982650,0.906055,-0.156504,0.739391,0.355953,-0.785722,0.608927,0.693067,0.002912,1.205573,1.165999,-1.147158,-0.449002,-0.014213,1.491966,-0.985799,0.568727,-1.609997,1.219113,-1.070470,0.508261,1.983133,-0.521156,-0.620207,0.381858,0.854608,0.509288,-0.444910,0.656927,0.036560,-1.968154,0.311295,0.774466,-0.455899,0.450775,0.599709,-0.369112,-0.804296,0.514011,1.275828,-1.387205,-1.074228,-1.092208,0.899486,0.860817,-0.174721,-0.537633,-0.134548,1.173575,0.036324,-0.024277,0.392551,0.320813,1.082093,-1.216213,0.278610,0.288133,1.139933,-0.107056,0.111241,4.723728,0.959361,2.228438,-621398.081504,570270.204210,0.032400,0.048800,0.036050,0.226200,0.132450,0.065550
wildfire_2005_1204,wildfire,2005,19,-77.037587,48.804796,0.505429,0.035433,-0.059116,0.022207,-0.192910,-0.066990,-0.214133,-0.027128,0.048228,-0.024606,0.019931,-0.041584,-0.079723,-0.166336,-0.079723,-0.276140,0.186082,-0.002215,-0.130165,-0.027128,0.008858,0.035433,-0.006151,-0.051734,-0.113741,-0.075356,0.108512,-0.041584,-0.041584,0.336855,-0.098424,0.062991,0.006151,0.008858,-0.013841,-0.088827,0.214133,0.192910,0.079723,-0.141730,0.012057,-0.098424,0.084214,-0.259900,0.166336,0.135886,0.172795,0.130165,-0.228897,0.160000,-0.221453,0.141730,-0.119093,-0.038447,0.055363,-0.017778,0.141730,0.147697,-0.038447,0.002215,-0.038447,-0.206936,0.051734,0.066990,0.059116,0,-0.514991,1.231539,0.146019,-0.646282,-0.725229,-0.298442,1.340343,-1.049677,-1.522121,-0.355032,-1.235456,-0.554285,-1.038974,0.209246,-0.769530,1.439217,0.635870,-1.679471,-0.433618,0.709921,-0.366739,1.338416,-0.636712,-0.380840,-0.986450,-0.647359,1.173401,-1.356394,0.140058,-0.525876,-1.075660,-0.893450,-0.953482,-1.341751,0.354181,1.176493,0.475085,0.683167,-1.451932,-1.421838,0.997670,1.210552,-1.600714,-0.673442,0.984017,0.938484,0.700237,0.143824,0.149696,-0.839511,0.881685,-1.053415,-0.174004,-0.084646,-1.514516,-0.977213,-0.609930,-1.615376,0.246719,0.777953,-0.916311,-1.044177,-0.790335,-0.282334,-5.717757,3.850264,-0.784328,-622758.988246,571004.048766,0.040150,0.066550,0.050750,0.313600,0.201300,0.100200
wildfire_2005_1205,wildfire,2005,19,-77.045942,48.781080,0.547633,-0.000984,-0.124567,-0.022207,-0.075356,-0.113741,-0.192910,-0.051734,0.166336,0.012057,-0.029773,0.119093,-0.075356,-0.059116,-0.079723,-0.192910,-0.071111,-0.059116,-0.035433,0.066990,-0.075356,0.088827,-0.124567,-0.003014,-0.108512,0.044844,0.214133,-0.079723,0.035433,0.301423,-0.075356,0.172795,0.012057,0.153787,0.075356,-0.135886,0.071111,0.166336,0.019931,0.035433,0.055363,-0.244152,-0.093564,-0.135886,0.228897,0.035433,0.108512,0.066990,-0.135886,0.236463,-0.088827,0.038447,-0.153787,-0.059116,0.075356,0.124567,0.236463,0.251965,0.051734,-0.108512,-0.051734,-0.179377,0.108512,0.135886,0.153787,2,-1.583253,-0.532774,-0.554789,1.045398,-2.163758,0.173776,0.502946,0.343836,-0.661096,-2.069304,0.881208,-0.475703,1.325619,0.209246,0.895296,-1.147158,-1.222475,-0.323311,1.009862,-0.824408,1.033235,-1.128205,0.472581,-0.161295,0.942655,1.524061,0.564343,0.243791,-0.794687,0.005079,1.515119,-0.728470,1.163775,0.533062,-1.181330,-1.109399,0.100207,-0.242562,0.978133,-0.347748,-1.680499,-1.636838,1.202236,1.065512,-0.797946,-0.333920,-0.578125,2.096920,1.513775,2.249470,-2.161782,-1.863166,-0.798538,0.559867,1.872923,1.558167,1.250459,0.522186,-1.444532,0.385742,0.288133,0.536947,0.707264,2.012029,6.091105,-0.556137,-0.850762,-623678.290937,568470.332270,0.027600,0.040750,0.025050,0.183000,0.121050,0.056150
wildfire_2005_1206,wildfire,2005,19,-77.025191,48.795633,0.610231,0.103406,-0.066990,0.051734,-0.186082,-0.093564,-0.160000,-0.017778,0.113741,-0.027128,0.010396,0.024606,-0.044844,-0.166336,-0.044844,-0.251965,0.084214,0.008858,-0.141730,0.006151,0.024606,0.062991,-0.084214,-0.003014,-0.135886,-0.066990,0.113741,-0.079723,-0.041584,0.327812,-0.059116,0.075356,0.007443,0.066990,0.022207,-0.130165,0.228897,0.251965,0.044844,-0.130165,0.062991,-0.186082,0.066990,-0.236463,0.179377,0.084214,0.124567,0.108512,-0.244152,0.153787,-0.228897,0.130165,-0.103406,-0.035433,0.035433,0.022207,0.160000,0.199862,0.029773,-0.019931,-0.013841,-0.206936,0.055363,0.051734,0.075356,2,1.478975,1.019291,0.611930,-0.548021,-1.542919,0.906055,1.658554,-0.276712,-1.581352,-0.683884,-0.363507,0.073265,-1.038974,1.312600,-0.285955,0.414812,0.997494,-1.845028,0.076789,0.996837,0.355828,-0.287632,0.472581,-1.310679,-0.852183,-0.539863,0.564343,-1.356394,-0.098497,0.378872,-0.783925,-0.857361,-0.104243,-0.584068,-0.994660,1.412456,1.308146,0.143158,-1.293303,-0.158562,-0.613301,0.934680,-1.070990,-0.310946,0.067392,-0.016123,0.262084,-0.176525,0.038858,-1.012872,0.540904,-0.687304,-0.082927,-0.727177,-0.562988,-0.488247,0.320813,0.001647,-0.091531,1.504271,-0.916311,-0.943108,-1.121947,0.111241,-1.720215,4.222250,-0.287267,-621979.615539,569889.180054,0.037350,0.066800,0.046750,0.343200,0.167600,0.081150
wildfire_2005_1207,wildfire,2005,19,-77.023035,48.798058,0.568034,0.059116,-0.071111,0.008858,-0.199862,-0.093564,-0.214133,-0.019931,0.093564,-0.027128,-0.006151,0.017778,-0.084214,-0.153787,-0.079723,-0.259900,0.160000,0.003014,-0.153787,-0.022207,-0.007443,0.038447,-0.048228,-0.044844,-0.130165,-0.066990,0.135886,-0.035433,-0.038447,0.318893,-0.108512,0.071111,-0.003014,0.041584,-0.002215,-0.093564,0.228897,0.206936,0.079723,-0.135886,-0.006151,-0.119093,0.059116,-0.244152,0.179377,0.113741,0.147697,0.119093,-0.199862,0.141730,-0.214133,0.135886,-0.119093,-0.059116,0.075356,0.004983,0.172795,0.186082,-0.041584,-0.017778,-0.024606,-0.214133,0.059116,0.066990,0.088827,0,0.179739,0.908193,-0.064612,-0.746313,-1.542919,-0.298442,1.585282,-0.514771,-1.581352,-1.254601,-0.453457,-0.635081,-0.762223,0.209246,-0.444686,1.176930,0.806637,-2.017630,-0.358142,0.412918,-0.287708,0.461965,-0.479842,-1.070470,-0.852183,-0.084586,1.271636,-1.291211,-0.333806,-0.758081,-0.884073,-1.149514,-0.475392,-1.097379,0.199627,1.412456,0.672937,0.683167,-1.371774,-1.873444,0.617820,0.808568,-1.244784,-0.310946,0.591178,0.441699,0.476181,0.753521,-0.176234,-0.669015,0.709482,-1.053415,-0.798538,0.559867,-0.972877,-0.145806,0.074957,-1.689739,-0.058645,1.186507,-1.230864,-0.838614,-0.790335,0.437729,-3.915434,4.361796,-0.859679,-621791.168144,570136.967191,0.039300,0.068200,0.043500,0.320300,0.166350,0.081350
wildfire_2005_1208,wildfire,2005,19,-77.047559,48.782697,0.547794,0.059116,-0.059116,0.017778,-0.192910,-0.093564,-0.228897,-0.032541,0.055363,-0.035433,0.017778,-0.032541,-0.084214,-0.160000,-0.088827,-0.251965,0.153787,-0.024606,-0.113741,-0.003937,0.022207,0.066990,-0.038447,-0.048228,-0.108512,-0.066990,0.153787,-0.044844,-0.051734,0.346021,-0.098424,0.071111,-0.007443,0.022207,-0.004983,-0.119093,0.206936,0.228897,0.059116,-0.088827,0.013841,-0.141730,0.071111,-0.276140,0.166336,0.113741,0.153787,0.130165,-0.221453,0.153787,-0.192910,0.130165,-0.119093,-0.048228,0.032541,-0.003937,0.172795,0.186082,-0.007443,-0.012057,-0.055363,-0.179377,0.075356,0.048228,0.066990,2,0.179739,1.231539,0.076132,-0.646282,-1.542919,-0.626941,1.156116,-0.965485,-1.776383,-0.429289,-1.116333,-0.635081,-0.899242,-0.078755,-0.285955,1.114451,-0.095414,-1.444345,-0.077937,0.953127,0.460665,0.665701,-0.556877,-0.161295,-0.852183,0.283430,1.121336,-1.567281,0.381858,-0.525876,-0.884073,-1.273249,-0.758472,-1.155563,-0.633363,1.061461,0.982731,0.364114,-0.726288,-1.377593,0.201794,1.000693,-1.967767,-0.673442,0.591178,0.562242,0.700237,0.300123,0.038858,-0.174721,0.540904,-1.053415,-0.469543,-0.820383,-1.185141,-0.145806,0.074957,-0.880498,0.028736,0.278610,0.288133,-0.386374,-1.198164,-0.091510,-4.153735,3.531168,-1.014022,-623774.408160,568662.141502,0.035400,0.059600,0.044300,0.305000,0.179100,0.086100
wildfire_2005_1209,wildfire,2005,19,-76.992582,48.825008,0.535891,0.035433,-0.079723,0.051734,-0.166336,-0.006151,-0.267958,-0.051734,0.141730,0.041584,0.071111,0.003014,-0.055363,-0.147697,-0.035433,-0.292872,0.166336,-0.004983,-0.103406,-0.029773,-0.075356,0.032541,-0.024606,-0.048228,-0.135886,-0.044844,0.108512,-0.088827,0.038447,0.310096,-0.119093,0.079723,0.012057,0.002215,0.006151,-0.079723,0.192910,0.199862,0.079723,-0.113741,0.084214,-0.071111,0.055363,-0.192910,0.172795,0.098424,0.130165,0.088827,-0.251965,0.130165,-0.244152,0.098424,-0.044844,-0.004983,0.084214,-0.008858,0.236463,0.172795,-0.013841,-0.003014,-0.066990,-0.199862,0.119093,0.062991,0.098424,4,-0.514991,0.676046,0.611930,-0.263862,1.146752,-1.496096,0.502946,0.053521,0.032347,1.410159,-0.647944,-0.115996,-0.627917,1.610330,-1.104218,1.240646,0.545464,-1.296400,-0.474187,-0.824408,-0.442544,0.954008,-0.556877,-1.310679,-0.496769,-0.647359,0.418955,0.306418,-0.565869,-1.001612,-0.680874,-0.728470,-1.050538,-0.921535,0.651248,0.837296,0.573143,0.683167,-1.068015,0.367803,1.499615,0.748467,-0.086621,-0.493904,0.319464,0.094679,-0.136237,-0.340575,-0.382546,-1.368191,-0.394432,0.679510,0.837145,0.845436,-1.302252,1.558167,-0.162120,-1.032140,0.166855,-0.064575,-0.607134,0.831588,-0.877250,0.670296,-3.138189,2.091254,-0.024623,-619226.758892,572834.921518,0.036000,0.059100,0.040950,0.287900,0.183700,0.086800
wildfire_2005_1210,wildfire,2005,19,-77.053757,48.800753,0.251900,0.019931,-0.093564,-0.066990,-0.259900,-0.000984,-0.244152,-0.075356,0.032541,0.041584,0.010396,-0.051734,-0.130165,-0.124567,-0.079723,-0.292872,0.135886,-0.048228,0.071111,-0.071111,-0.012057,0.013841,0.003014,-0.084214,-0.113741,-0.098424,0.124567,-0.038447,0.024606,0.374256,-0.141730,0.153787,0.004983,-0.029773,0.024606,-0.093564,0.135886,0.071111,0.186082,0.004983,0.019931,-0.098424,0.027128,-0.221453,0.172795,0.166336,0.192910,0.119093,-0.214133,0.088827,-0.206936,0.130165,-0.015748,-0.032541,0.055363,0.006151,0.172795,0.124567,-0.044844,0.108512,-0.088827,-0.179377,0.048228,0.059116,0.035433,2,-0.969724,0.302954,-1.261421,-1.610301,1.305747,-0.966391,-0.300955,-1.234752,0.032347,-0.683884,-1.369166,-1.461853,-0.117827,0.209246,-1.104218,0.934438,-0.866878,1.201928,-1.108186,0.328860,-0.932857,1.529339,-1.376241,-0.380840,-1.356672,-0.317283,1.223501,0.018845,1.126733,-1.522657,1.066632,-0.926103,-1.517845,-0.533642,0.199627,-0.074111,-1.243104,2.329860,0.560466,-1.226549,0.997670,0.296234,-0.731744,-0.493904,1.524171,1.336643,0.476181,0.453839,-1.120005,-0.501385,0.540904,1.358610,0.004434,-0.084646,-0.945063,-0.145806,-1.022618,-1.767018,1.870321,-0.709182,0.288133,-1.141819,-0.961490,-0.856298,-6.458386,-2.607969,0.824543,-623986.228416,570700.574918,0.031200,0.050900,0.038350,0.219900,0.200750,0.130450
wildfire_2005_1211,wildfire,2005,19,-77.040282,48.816653,0.332765,0.013841,-0.062991,0.017778,-0.135886,-0.035433,-0.267958,-0.075356,0.108512,0.103406,-0.003937,0.059116,-0.071111,-0.141730,-0.093564,-0.301423,0.093564,-0.007443,0.029773,-0.103406,-0.071111,0.038447,-0.032541,-0.022207,-0.079723,-0.051734,0.141730,-0.093564,0.062991,0.355309,-0.108512,0.147697,0.071111,0.032541,0.075356,-0.075356,0.088827,0.098424,0.147697,-0.029773,0.003937,-0.093564,0.015748,-0.199862,0.186082,0.124567,0.147697,0.130165,-0.301423,0.135886,-0.206936,0.108512,0.022207,-0.035433,0.084214,0.044844,0.172795,0.199862,-0.051734,0.075356,-0.103406,-0.192910,0.075356,0.113741,0.044844,0,-1.148369,1.127074,0.076132,0.174329,0.245778,-1.496096,-0.300955,-0.338404,1.484243,-1.178222,0.091106,-0.399334,-0.496325,-0.228593,-1.275253,0.508840,0.465103,0.610149,-1.603498,-0.747075,-0.287708,0.788712,0.035587,1.047496,-0.607342,0.035557,0.343313,0.816381,0.626904,-0.758081,0.922941,0.921334,-0.607496,0.533062,0.793759,-0.826243,-0.857813,1.735565,0.083734,-1.623230,1.086980,0.113962,-0.243730,-0.124568,0.783232,0.441699,0.700237,-1.379126,-0.280487,-0.501385,-0.097155,2.244455,-0.082927,0.845436,-0.024277,-0.145806,0.320813,-1.930324,1.363885,-1.139525,-0.303335,-0.386374,0.225893,-0.628203,-2.473251,-1.082449,0.509553,-622798.375068,572330.614033,0.040950,0.058150,0.042500,0.272550,0.218300,0.136950
wildfire_2005_1212,wildfire,2005,19,-77.037048,48.806682,0.398686,0.035433,-0.075356,-0.024606,-0.236463,-0.032541,-0.244152,-0.051734,0.017778,-0.003937,0.015748,-0.084214,-0.093564,-0.153787,-0.093564,-0.259900,0.206936,-0.019931,-0.051734,-0.019931,-0.024606,0.000246,0.003937,-0.075356,-0.075356,-0.079723,0.124567,-0.022207,0.003937,0.364721,-0.124567,0.088827,0.010396,-0.019931,-0.022207,-0.084214,0.192910,0.153787,0.098424,-0.093564,0.048228,-0.032541,0.084214,-0.228897,0.160000,0.166336,0.206936,0.108512,-0.244152,0.119093,-0.236463,0.119093,-0.098424,0.008858,0.048228,-0.029773,0.179377,0.103406,-0.044844,0.027128,-0.062991,-0.179377,0.088827,0.071111,0.051734,0,-0.514991,0.793777,-0.592644,-1.273027,0.334740,-0.966391,0.502946,-1.408942,-1.036711,-0.499302,-1.797037,-0.803313,-0.762223,-0.228593,-0.444686,1.648923,0.057272,-0.556677,-0.323234,0.100224,-1.289302,1.548559,-1.174551,1.230881,-1.056545,-0.317283,1.482842,-0.410598,0.875196,-1.127626,-0.466065,-0.774871,-1.374058,-1.517596,0.504722,0.837296,-0.076818,0.972695,-0.791258,-0.524729,2.208443,1.210552,-0.899977,-0.849560,1.524171,1.614259,0.262084,-0.176525,-0.580080,-1.189099,0.214624,-0.571010,1.255359,-0.314688,-1.799974,0.030354,-1.400184,-1.767018,0.627251,0.053452,0.288133,-0.011221,-0.700747,-0.461232,-6.854735,1.264983,0.228270,-622695.012568,571206.635644,0.044300,0.064650,0.052850,0.266100,0.217700,0.114400
wildfire_2005_1213,wildfire,2005,19,-76.972100,48.840099,0.577826,0.093564,-0.093564,0.113741,-0.124567,-0.062991,-0.153787,-0.084214,0.214133,0.084214,-0.012057,0.055363,0.024606,-0.084214,-0.035433,-0.160000,-0.051734,-0.012057,0.029773,0.141730,-0.147697,0.075356,-0.098424,0.032541,-0.079723,0.029773,0.192910,-0.214133,0.055363,0.318893,-0.066990,0.166336,0.038447,0.166336,0.088827,-0.119093,0.075356,0.172795,0.017778,-0.006151,0.141730,-0.186082,-0.029773,-0.141730,0.221453,0.017778,0.062991,-0.051734,-0.166336,0.236463,-0.141730,0.108512,-0.088827,-0.010396,0.059116,0.059116,0.199862,0.206936,0.084214,-0.108512,-0.051734,-0.192910,0.147697,0.108512,0.103406,2,1.190256,0.302954,1.590342,0.337212,-0.602197,1.044299,-0.602419,0.907773,1.033505,-1.458277,0.041674,1.322831,0.772117,1.610330,1.553597,-0.952298,0.314426,0.610149,2.156156,-2.142430,0.680016,-0.583626,1.282141,1.047496,0.700777,1.087754,-1.582096,0.657897,-0.333806,0.197639,1.362721,0.008786,1.347103,0.816223,-0.633363,-1.041559,0.191323,-0.275896,0.407743,1.794329,-0.613301,-0.615127,1.070152,0.858616,-1.111126,-1.234953,-2.980499,1.457514,1.513775,1.017316,-0.097155,-0.347036,0.673577,0.036324,0.315345,0.578588,0.447035,1.292058,-1.444532,0.385742,-0.303335,1.628146,0.112236,0.791052,6.929473,0.512297,3.203102,-617543.033912,574316.578681,0.031000,0.044800,0.030200,0.243400,0.136900,0.067400
wildfire_2005_1214,wildfire,2005,19,-77.044055,48.773265,0.575382,0.041584,-0.108512,0.044844,-0.088827,-0.093564,-0.160000,-0.048228,0.206936,0.059116,-0.015748,0.130165,-0.038447,-0.055363,-0.062991,-0.135886,-0.075356,-0.029773,-0.004983,0.098424,-0.135886,0.079723,-0.141730,0.001538,-0.088827,0.084214,0.214133,-0.160000,0.055363,0.292872,-0.048228,0.172795,0.062991,0.179377,0.098424,-0.119093,0.048228,0.160000,0.007443,0.035433,0.062991,-0.214133,-0.088827,-0.141730,0.228897,0.029773,0.051734,0.032541,-0.141730,0.259900,-0.098424,0.066990,-0.135886,-0.055363,0.079723,0.103406,0.221453,0.244152,0.048228,-0.103406,-0.044844,-0.192910,0.124567,0.172795,0.135886,4,-0.334542,-0.099986,0.503217,0.851532,-1.542919,0.906055,0.622275,0.822856,0.444078,-1.585574,1.027074,0.188371,1.408373,0.738544,2.035941,-1.189841,-0.264172,0.112597,1.491966,-1.927242,0.794530,-1.485705,0.576227,0.665229,1.574502,1.524061,-0.717627,0.657897,-1.020259,0.629483,1.515119,0.694486,1.537620,1.017927,-0.633363,-1.475141,0.010827,-0.435899,0.978133,-0.158562,-1.128812,-1.560973,1.070152,1.065512,-0.898338,-1.457776,-1.275187,1.974206,1.931887,2.025963,-1.320705,-1.445369,-0.685155,0.700669,1.369345,1.156458,1.111067,0.439075,-1.366547,0.589111,-0.303335,0.984047,1.509549,1.578202,8.034026,-0.063801,0.287667,-623644.275217,567594.977530,0.029850,0.046950,0.032400,0.260000,0.131900,0.063300
wildfire_2005_1215,wildfire,2005,19,-77.037587,48.791860,0.529964,0.066990,-0.113741,-0.012057,-0.119093,-0.027128,-0.267958,-0.084214,0.124567,0.041584,0.044844,0.013841,-0.000554,-0.160000,-0.088827,-0.259900,0.059116,-0.051734,-0.007443,0.006151,-0.032541,0.066990,-0.062991,-0.012057,-0.084214,-0.041584,0.179377,-0.113741,-0.012057,0.383914,-0.062991,0.098424,-0.003014,0.062991,0.044844,-0.124567,0.166336,0.251965,0.027128,-0.013841,0.088827,-0.108512,0.032541,-0.192910,0.221453,0.071111,0.124567,0.113741,-0.259900,0.153787,-0.228897,0.098424,-0.079723,0.022207,0.035433,0.008858,0.172795,0.186082,0.029773,-0.029773,-0.088827,-0.172795,0.135886,0.071111,0.048228,2,0.410714,-0.240933,-0.394632,0.415997,0.501306,-1.496096,-0.602419,-0.148974,0.032347,0.504226,-0.505320,0.870154,-0.899242,-0.078755,-0.444686,0.162423,-0.981392,0.077372,0.076789,-0.044355,0.460665,0.154438,0.266690,0.858945,-0.444444,0.809529,0.021102,-0.742904,1.381516,0.289672,-0.239644,-1.149514,-0.162656,-0.108254,-0.812004,0.412562,1.308146,-0.131132,0.302271,0.482230,0.812267,0.382937,-0.086621,0.858616,-0.165038,-0.016123,0.367888,-0.507208,0.038858,-1.012872,-0.394432,-0.134548,1.658704,-0.727177,-0.880652,-0.145806,0.074957,0.001647,-0.241864,-0.709182,0.575801,1.299244,-0.700747,-0.546209,-0.944290,0.927839,0.879314,-622929.418032,569582.330656,0.028900,0.044900,0.030700,0.225800,0.151350,0.072550
wildfire_2005_1216,wildfire,2005,19,-77.028964,48.804257,0.485818,0.059116,-0.084214,0.019931,-0.172795,-0.027128,-0.236463,-0.071111,0.130165,0.032541,0.035433,-0.006151,-0.038447,-0.166336,-0.075356,-0.251965,0.113741,-0.035433,-0.022207,-0.010396,-0.035433,0.029773,-0.059116,-0.024606,-0.119093,-0.059116,0.141730,-0.098424,-0.010396,0.364721,-0.084214,0.088827,0.008858,0.004983,0.032541,-0.113741,0.206936,0.221453,0.079723,-0.079723,0.084214,-0.093564,0.066990,-0.228897,0.206936,0.113741,0.135886,0.088827,-0.267958,0.147697,-0.236463,0.124567,-0.044844,0.010396,0.051734,-0.019931,0.186082,0.166336,0.027128,-0.003014,-0.066990,-0.199862,0.103406,0.041584,0.055363,0,0.179739,0.554998,0.110105,-0.356811,0.501306,-0.795297,-0.156504,-0.082927,-0.180020,0.179617,-0.768688,0.188371,-1.038974,0.347408,-0.285955,0.711741,-0.449002,-0.133978,-0.177000,-0.097031,-0.515123,0.235164,-0.019037,-0.605551,-0.725813,0.035557,0.265708,-0.708396,0.875196,-0.198808,-0.466065,-0.817834,-1.010098,-0.366848,-0.458736,1.061461,0.877731,0.683167,-0.601409,0.367803,1.086980,0.934680,-0.899977,0.455083,0.591178,0.207917,-0.136237,-0.676425,-0.069785,-1.189099,0.375951,0.679510,1.301828,-0.201650,-1.565752,0.209806,-0.277365,-0.061051,0.166855,-0.064575,-0.607134,0.394766,-1.342575,-0.373274,-2.913716,1.894982,1.025034,-622140.075689,570869.805191,0.036800,0.058200,0.041100,0.266350,0.186550,0.092000
wildfire_2005_1217,wildfire,2005,19,-77.035701,48.827972,0.654511,0.088827,-0.066990,0.130165,-0.055363,-0.015748,-0.244152,-0.103406,0.267958,0.066990,0.071111,0.041584,0.044844,-0.130165,-0.062991,-0.236463,0.059116,-0.024606,0.001538,-0.010396,-0.055363,0.088827,-0.055363,0.044844,-0.084214,0.008858,0.071111,-0.172795,0.066990,0.301423,-0.013841,0.071111,0.022207,0.055363,0.075356,-0.098424,0.141730,0.236463,-0.038447,-0.079723,0.084214,-0.166336,0.079723,-0.214133,0.199862,0.059116,0.141730,0.075356,-0.301423,0.166336,-0.179377,0.098424,-0.006151,-0.051734,0.032541,0.035433,0.160000,0.236463,0.066990,-0.062991,-0.079723,-0.192910,0.055363,0.038447,0.059116,3,1.051310,1.019291,1.849505,1.333099,0.851475,-0.966391,-1.255588,1.542838,0.628996,1.410159,-0.139847,1.686965,-0.241280,0.738544,0.024123,0.162423,-0.095414,0.205943,-0.177000,-0.460159,1.033235,0.313327,1.562266,0.858945,0.365109,-1.416272,-0.921956,0.899458,-0.794687,1.420961,-0.884073,-0.444910,-0.274091,0.533062,0.041057,0.019291,1.089467,-1.146386,-0.601409,0.367803,-0.250409,1.138628,-0.566292,0.258446,-0.377826,0.323590,-0.408838,-1.379126,0.262730,0.140481,-0.394432,1.582583,-0.575490,-0.820383,-0.248252,-0.488247,0.973871,0.883793,-0.749240,-0.440444,-0.303335,-0.943108,-1.410769,-0.282334,1.593670,1.944065,-1.201537,-622316.803483,573534.730035,0.026850,0.046700,0.025850,0.331400,0.153950,0.068450
wildfire_2005_1218,wildfire,2005,19,-76.978299,48.834710,0.496756,0.038447,-0.051734,-0.001538,-0.199862,-0.024606,-0.221453,-0.062991,0.071111,0.029773,0.019931,-0.035433,-0.038447,-0.192910,-0.062991,-0.267958,0.192910,0.006151,-0.088827,-0.038447,-0.035433,0.044844,-0.059116,-0.017778,-0.113741,-0.062991,0.141730,-0.071111,-0.048228,0.355309,-0.079723,0.079723,0.029773,0.075356,-0.000062,-0.098424,0.199862,0.192910,0.093564,-0.079723,0.075356,-0.051734,0.093564,-0.228897,0.172795,0.141730,0.113741,0.103406,-0.259900,0.147697,-0.228897,0.153787,-0.079723,-0.015748,0.098424,-0.013841,0.172795,0.147697,-0.041584,0.035433,-0.062991,-0.192910,0.093564,0.066990,0.051734,4,-0.426571,1.430522,-0.228651,-0.746313,0.578911,-0.461323,0.119837,-0.779683,-0.245030,-0.355032,-1.154420,0.188371,-1.625035,0.738544,-0.605877,1.507882,0.909097,-1.087692,-0.607213,-0.097031,-0.119969,0.235164,0.136432,-0.380840,-0.788011,0.035557,0.701872,-1.494429,0.626904,-0.095448,-0.680874,-0.233529,0.017976,-1.052125,0.041057,0.948395,0.475085,0.897456,-0.601409,0.148103,1.855725,1.360311,-0.899977,-0.493904,1.087683,-0.230423,0.158769,-0.507208,-0.069785,-1.012872,1.236968,-0.134548,0.511867,1.303537,-1.420827,-0.145806,-0.609930,-1.689739,0.754095,0.053452,-0.303335,0.120682,-0.790335,-0.461232,-4.344797,3.107299,2.267527,-618063.277613,573777.787879,0.040950,0.068100,0.047600,0.310400,0.208400,0.104700
