sample_id,disturbance_type,disturbance_year,years_since_disturbance,lon,lat,NBR_2024,embedding_A00,embedding_A01,embedding_A02,embedding_A03,embedding_A04,embedding_A05,embedding_A06,embedding_A07,embedding_A08,embedding_A09,embedding_A10,embedding_A11,embedding_A12,embedding_A13,embedding_A14,embedding_A15,embedding_A16,embedding_A17,embedding_A18,embedding_A19,embedding_A20,embedding_A21,embedding_A22,embedding_A23,embedding_A24,embedding_A25,embedding_A26,embedding_A27,embedding_A28,embedding_A29,embedding_A30,embedding_A31,embedding_A32,embedding_A33,embedding_A34,embedding_A35,embedding_A36,embedding_A37,embedding_A38,embedding_A39,embedding_A40,embedding_A41,embedding_A42,embedding_A43,embedding_A44,embedding_A45,embedding_A46,embedding_A47,embedding_A48,embedding_A49,embedding_A50,embedding_A51,embedding_A52,embedding_A53,embedding_A54,embedding_A55,embedding_A56,embedding_A57,embedding_A58,embedding_A59,embedding_A60,embedding_A61,embedding_A62,embedding_A63,spatial_fold,std_A00,std_A01,std_A02,std_A03,std_A04,std_A05,std_A06,std_A07,std_A08,std_A09,std_A10,std_A11,std_A12,std_A13,std_A14,std_A15,std_A16,std_A17,std_A18,std_A19,std_A20,std_A21,std_A22,std_A23,std_A24,std_A25,std_A26,std_A27,std_A28,std_A29,std_A30,std_A31,std_A32,std_A33,std_A34,std_A35,std_A36,std_A37,std_A38,std_A39,std_A40,std_A41,std_A42,std_A43,std_A44,std_A45,std_A46,std_A47,std_A48,std_A49,std_A50,std_A51,std_A52,std_A53,std_A54,std_A55,std_A56,std_A57,std_A58,std_A59,std_A60,std_A61,std_A62,std_A63,PC1,PC2,PC3,x_m,y_m,B2,B3,B4,B8,B11,B12
wildfire_2023_0358,wildfire,2023,1,-77.044055,48.820426,-0.287518,0.000246,-0.141730,-0.130165,-0.236463,-0.032541,-0.214133,-0.093564,0.027128,0.098424,0.079723,0.066990,-0.079723,-0.007443,-0.113741,-0.276140,-0.038447,-0.015748,0.141730,-0.130165,0.001538,0.000554,-0.044844,-0.062991,-0.079723,-0.098424,0.124567,-0.172795,0.103406,0.374256,-0.147697,0.186082,0.066990,0.108512,-0.019931,-0.130165,-0.015748,-0.075356,0.153787,0.172795,0.103406,-0.119093,-0.066990,-0.124567,0.124567,0.093564,0.172795,0.108512,-0.199862,0.071111,-0.124567,0.119093,0.048228,0.007443,0.075356,0.066990,0.147697,0.088827,-0.004983,0.113741,-0.166336,-0.166336,0.048228,0.141730,0.093564,0,-1.547163,-0.995409,-2.258276,-1.273027,0.334740,-0.298442,-0.920629,-1.298622,1.367224,1.707187,0.194832,-0.554285,2.465183,-0.866865,-0.769530,-0.818680,0.193885,2.212883,-2.013899,0.576550,-1.281238,0.532440,-0.893026,1.047496,-1.356672,-0.317283,-0.921956,1.656095,1.126733,-1.659997,1.828625,0.806192,0.502357,-1.469756,-0.994660,-2.497648,-3.309269,1.829852,2.862278,0.843820,0.617820,-1.211207,1.458060,-1.834455,0.233257,0.938484,0.262084,0.753521,-1.436058,1.417050,0.214624,2.851768,1.212608,0.559867,0.502723,-0.817517,-1.660309,-0.822174,1.950186,-2.997081,0.858092,-1.141819,0.834292,0.552522,-2.643469,-9.502093,1.839435,-623022.466873,572778.112350,0.038000,0.040800,0.042250,0.094250,0.174900,0.160650
wildfire_2023_0359,wildfire,2023,1,-76.834388,48.858964,-0.222789,0.004983,-0.166336,-0.103406,-0.221453,-0.024606,-0.199862,-0.066990,0.055363,0.103406,0.066990,0.006151,-0.084214,-0.048228,-0.108512,-0.259900,-0.024606,-0.003937,0.084214,-0.098424,-0.019931,-0.000984,-0.059116,-0.066990,-0.098424,-0.062991,0.130165,-0.153787,0.119093,0.364721,-0.186082,0.135886,0.093564,0.088827,-0.010396,-0.153787,-0.000984,-0.051734,0.141730,0.153787,0.130165,-0.147697,-0.051734,-0.153787,0.141730,0.088827,0.172795,0.062991,-0.251965,0.048228,-0.186082,0.119093,0.048228,0.038447,0.088827,0.088827,0.192910,0.084214,0.048228,0.098424,-0.113741,-0.153787,0.075356,0.160000,0.084214,0,-1.408217,-1.658684,-1.836044,-1.057030,0.578911,0.019107,-0.016240,-0.965485,1.484243,1.268010,-0.606615,-0.635081,1.565742,-0.701459,-0.444686,-0.679495,0.579617,1.389501,-1.527078,0.185402,-1.321559,0.235164,-0.984067,0.262299,-0.788011,-0.202199,-0.618409,1.982011,0.875196,-2.543508,0.644269,1.548604,0.214784,-1.269345,-1.765427,-2.261685,-2.976044,1.643182,2.601552,1.507498,0.092135,-0.966864,0.797643,-1.357397,0.149233,0.938484,-0.659034,-0.340575,-1.844294,-0.015687,0.214624,2.851768,2.149409,0.994170,1.022403,0.392551,-1.742628,0.439075,1.716229,-1.444578,1.406544,-0.386374,1.231424,0.325918,-2.113397,-8.665887,2.123055,-607308.181114,575211.697326,0.030000,0.036650,0.036950,0.097900,0.160800,0.149700
wildfire_2023_0360,wildfire,2023,1,-77.018184,48.740117,0.128132,0.079723,-0.166336,-0.022207,-0.251965,-0.066990,-0.172795,-0.055363,0.048228,0.003937,0.055363,0.103406,-0.130165,-0.035433,-0.124567,-0.276140,-0.066990,-0.088827,-0.008858,-0.044844,0.029773,-0.003937,-0.062991,-0.108512,-0.141730,-0.048228,0.113741,-0.044844,0.130165,0.355309,-0.103406,0.088827,0.062991,-0.022207,0.048228,-0.119093,0.113741,0.079723,0.055363,0.022207,0.093564,-0.228897,-0.044844,-0.199862,0.172795,0.079723,0.172795,0.113741,-0.292872,0.141730,-0.192910,0.098424,-0.044844,-0.032541,-0.019931,0.032541,0.172795,0.166336,0.035433,0.032541,-0.062991,-0.172795,0.051734,0.124567,0.119093,4,0.784245,-1.658684,-0.554789,-1.496106,-0.725229,0.621356,0.379430,-1.049677,-0.851793,0.867023,0.674566,-1.461853,1.847919,-1.209352,-0.769530,-1.105711,-2.192832,0.057118,-0.705332,1.090982,-1.398977,0.154438,-1.929487,-1.556053,-0.551068,-0.539863,1.121336,2.212070,0.626904,-0.640563,-0.466065,0.694486,-1.407309,-0.037140,-0.633363,-0.428056,-1.121615,0.306018,0.796722,0.599709,-1.400133,-0.856515,-0.243730,-0.493904,-0.012267,0.938484,0.367888,-1.199576,-0.176234,-0.174721,-0.394432,0.679510,0.004434,-2.511983,-0.317055,-0.145806,-0.277365,0.135792,0.709934,0.053452,0.575801,-1.044177,0.461230,1.171210,-1.866753,-4.566016,-3.732851,-622200.602561,563726.468143,0.037150,0.047200,0.044700,0.140900,0.171100,0.122650
wildfire_2023_0361,wildfire,2023,1,-76.990695,48.782697,0.221800,0.059116,-0.166336,-0.075356,-0.192910,-0.108512,-0.135886,-0.041584,0.124567,0.055363,-0.008858,0.153787,-0.084214,-0.041584,-0.135886,-0.172795,-0.093564,-0.048228,0.000554,-0.062991,0.044844,0.006151,-0.141730,-0.041584,-0.141730,-0.008858,0.172795,-0.088827,0.048228,0.355309,-0.066990,0.124567,0.079723,0.124567,0.044844,-0.147697,0.088827,0.071111,0.079723,0.041584,0.055363,-0.221453,-0.066990,-0.192910,0.206936,0.079723,0.093564,0.166336,-0.251965,0.130165,-0.153787,0.103406,-0.103406,-0.084214,0.038447,0.103406,0.186082,0.172795,0.000984,0.027128,-0.084214,-0.186082,0.062991,0.199862,0.103406,3,0.179739,-1.658684,-1.393429,-0.646282,-2.002870,1.442604,0.848372,-0.148974,0.355953,-1.347952,1.338252,-0.635081,1.712257,-1.567407,1.297659,-1.372947,-0.866878,0.191853,-0.983650,1.365569,-1.134466,-1.485705,-0.405609,-1.556053,0.080778,0.674210,0.418955,0.509637,0.626904,0.197639,0.377209,1.161931,0.736909,-0.108254,-1.566713,-0.826243,-1.243104,0.683167,1.062510,-0.347748,-1.263342,-1.211207,-0.086621,0.455083,-0.012267,-0.629800,1.432152,-0.340575,-0.382546,0.736500,-0.247606,-0.687304,-1.556900,-0.630004,1.369345,0.209806,-0.162120,-0.680739,0.627251,-0.572997,-0.004913,-0.730693,2.097892,0.791052,1.695241,-3.546075,-1.501356,-619644.207020,568168.110510,0.034550,0.047650,0.039050,0.172200,0.155800,0.102450
wildfire_2023_0362,wildfire,2023,1,-77.054835,48.823930,0.061634,0.041584,-0.166336,-0.093564,-0.166336,-0.044844,-0.179377,-0.071111,0.093564,0.075356,0.041584,0.130165,-0.088827,-0.015748,-0.124567,-0.228897,-0.186082,-0.055363,0.119093,-0.027128,-0.035433,0.048228,-0.098424,-0.012057,-0.075356,-0.017778,0.186082,-0.160000,0.098424,0.336855,-0.098424,0.186082,0.066990,0.135886,0.041584,-0.147697,-0.048228,0.007443,0.084214,0.186082,0.079723,-0.172795,-0.130165,-0.130165,0.199862,0.084214,0.108512,0.079723,-0.221453,0.113741,-0.103406,0.041584,-0.022207,-0.006151,0.071111,0.124567,0.172795,0.147697,0.066990,0.038447,-0.119093,-0.141730,0.124567,0.166336,0.160000,2,-0.334542,-1.658684,-1.680740,-0.263862,-0.043820,0.474900,-0.156504,-0.514771,0.825472,0.391780,1.027074,-0.718090,2.282039,-1.209352,0.175471,-2.303325,-1.099925,1.888814,-0.433618,-0.097031,-0.031261,-0.583626,0.266690,1.230881,-0.062375,0.947376,-0.717627,1.552569,0.140058,-0.525876,1.828625,0.806192,0.902263,-0.176781,-1.566713,-3.016766,-2.141248,0.752692,3.044532,0.256427,-0.369112,-2.223065,1.331538,0.258446,0.067392,-0.333920,-0.320461,0.300123,-0.675554,1.909911,-2.069336,1.207858,0.801829,0.423032,1.872923,-0.145806,-0.609930,0.883793,0.800135,-1.602552,1.933488,0.984047,1.369149,2.162601,3.446074,-8.052277,0.542628,-623758.529648,573257.107464,0.028750,0.035100,0.032800,0.113400,0.145450,0.098200
wildfire_2023_0363,wildfire,2023,1,-76.972370,48.807491,0.198584,0.066990,-0.153787,-0.012057,-0.259900,-0.029773,-0.160000,-0.059116,0.119093,0.055363,0.051734,0.098424,-0.098424,-0.044844,-0.079723,-0.267958,-0.093564,-0.015748,0.071111,-0.006151,0.003014,0.017778,-0.055363,-0.044844,-0.093564,-0.044844,0.098424,-0.147697,0.108512,0.364721,-0.113741,0.135886,0.035433,0.066990,0.075356,-0.135886,0.048228,0.038447,0.113741,0.059116,0.108512,-0.206936,-0.093564,-0.153787,0.199862,0.071111,0.130165,0.066990,-0.276140,0.113741,-0.199862,0.093564,-0.013841,0.017778,0.032541,0.059116,0.236463,0.141730,0.029773,0.022207,-0.079723,-0.199862,0.098424,0.166336,0.113741,4,0.410714,-1.320414,-0.394632,-1.610301,0.419916,0.906055,0.251727,-0.213569,0.355953,0.741848,0.608927,-0.890749,1.640356,0.209246,-0.605877,-1.372947,0.193885,1.201928,-0.111901,0.603448,-0.829633,0.313327,-0.479842,0.466347,-0.496769,-0.854763,-0.521156,1.762178,0.875196,-0.878431,0.644269,-0.075422,-0.104243,0.533062,-1.181330,-1.475141,-1.703890,1.209842,1.302986,0.970453,-0.996543,-1.636838,0.797643,0.258446,-0.165038,0.094679,-0.578125,-0.848225,-0.675554,-0.336620,-0.537633,1.403117,1.524875,-0.820383,0.315345,1.558167,-0.716395,0.001647,0.552084,-0.440444,-0.607134,0.256011,1.369149,1.041509,0.632723,-5.505071,-0.107332,-617988.949688,570734.869286,0.031800,0.044600,0.035900,0.177600,0.163800,0.113200
wildfire_2023_0364,wildfire,2023,1,-76.840587,48.840099,0.216396,0.051734,-0.153787,-0.027128,-0.236463,-0.051734,-0.160000,-0.041584,0.098424,0.029773,0.041584,0.071111,-0.088827,-0.103406,-0.062991,-0.292872,0.017778,-0.017778,-0.015748,-0.032541,0.003937,0.035433,-0.079723,-0.041584,-0.153787,-0.075356,0.124567,-0.093564,0.051734,0.355309,-0.135886,0.135886,0.027128,0.024606,0.044844,-0.113741,0.147697,0.084214,0.084214,-0.017778,0.075356,-0.186082,-0.071111,-0.192910,0.206936,0.079723,0.153787,0.113741,-0.267958,0.071111,-0.251965,0.141730,-0.029773,-0.019931,0.055363,0.044844,0.192910,0.147697,0.051734,0.041584,-0.066990,-0.192910,0.124567,0.124567,0.066990,2,-0.036800,-1.320414,-0.632441,-1.273027,-0.255814,0.906055,0.848372,-0.457434,-0.245030,0.391780,0.249126,-0.718090,0.348851,0.738544,-1.104218,-0.253278,0.127587,-0.041512,-0.516642,0.620260,-0.366739,-0.194092,-0.405609,-2.062298,-0.986450,-0.317283,0.343313,0.582488,0.626904,-1.388148,0.644269,-0.307426,-0.723424,-0.108254,-0.458736,0.114659,-1.058268,0.752692,0.248270,0.148103,-0.613301,-1.277219,-0.086621,0.455083,-0.012267,0.562242,0.367888,-0.676425,-1.436058,-1.550149,0.881685,1.031264,0.385473,-0.084646,-0.024277,0.392551,-0.609930,0.522186,0.848053,-0.064575,-0.303335,0.984047,0.461230,-0.091510,-1.713336,-2.700025,0.584057,-608000.662962,573190.426691,0.033300,0.051650,0.042250,0.175850,0.165200,0.118050
wildfire_2023_0365,wildfire,2023,1,-77.040821,48.738230,-0.125029,0.075356,-0.192910,-0.019931,-0.221453,-0.079723,-0.088827,-0.032541,0.147697,0.035433,0.071111,0.153787,-0.108512,-0.022207,-0.093564,-0.221453,-0.221453,-0.071111,0.108512,0.029773,0.035433,0.051734,-0.071111,-0.044844,-0.119093,0.048228,0.130165,-0.147697,0.147697,0.301423,-0.071111,0.147697,0.084214,0.048228,0.062991,-0.141730,0.003937,0.022207,0.008858,0.075356,0.084214,-0.276140,-0.153787,-0.113741,0.186082,0.055363,0.141730,0.103406,-0.251965,0.160000,-0.130165,0.059116,-0.038447,-0.019931,-0.012057,0.124567,0.179377,0.153787,0.103406,-0.000246,-0.075356,-0.160000,0.088827,0.166336,0.098424,1,0.656126,-2.375022,-0.518875,-1.057030,-1.117039,2.489696,1.156116,0.123922,-0.112120,1.410159,1.338252,-1.072263,2.139593,-0.228593,0.324358,-2.659021,-1.614234,1.737347,0.439074,1.194092,0.060673,-0.014702,-0.479842,-0.605551,0.996955,-0.202199,-0.521156,2.576329,-0.794687,0.102775,0.922941,1.287385,-0.378336,0.273174,-1.372015,-2.183030,-1.932982,-0.413993,1.525742,0.367803,-2.268362,-2.601403,1.702762,-0.124568,-0.444391,0.323590,0.158769,-0.340575,0.149696,1.286671,-1.552726,0.828826,0.385473,-2.258144,1.872923,0.030354,-0.501270,1.746983,0.209136,-0.311523,1.135007,-0.011221,1.369149,0.670296,4.087856,-7.422883,-2.950366,-623871.118957,563716.151398,0.034350,0.038550,0.039900,0.102400,0.154800,0.119900
probable_harvest_2023_0000,probable_harvest,2023,1,-77.038665,48.834440,0.125042,0.032541,-0.124567,-0.019931,-0.206936,-0.029773,-0.206936,-0.075356,0.113741,0.088827,0.019931,0.075356,-0.051734,-0.084214,-0.093564,-0.276140,-0.003937,-0.048228,0.103406,-0.051734,-0.041584,0.051734,-0.041584,-0.041584,-0.079723,-0.035433,0.084214,-0.166336,0.108512,0.374256,-0.130165,0.147697,0.066990,0.044844,0.098424,-0.135886,0.071111,0.041584,0.093564,0.041584,0.071111,-0.172795,-0.044844,-0.160000,0.199862,0.079723,0.166336,0.124567,-0.276140,0.098424,-0.214133,0.135886,0.022207,-0.007443,0.032541,0.041584,0.179377,0.153787,0.013841,0.071111,-0.108512,-0.214133,0.048228,0.192910,0.032541,3,-0.599803,-0.532774,-0.518875,-0.848115,0.419916,-0.138299,-0.300955,-0.276712,1.141855,-0.355032,0.305041,-0.050696,0.772117,-0.228593,-0.769530,-0.471644,-0.866878,1.664255,-0.810999,-0.209107,0.060673,0.600352,-0.405609,1.047496,-0.345718,-1.146900,-0.818809,1.762178,1.126733,-1.256471,0.922941,0.806192,-0.427763,1.017927,-1.181330,-1.109399,-1.659634,0.897456,1.062510,0.042830,-0.369112,-0.856515,0.657218,0.258446,-0.012267,0.810635,0.586964,-0.848225,-0.948809,-0.669015,0.709482,2.244455,0.762796,-0.820383,-0.101863,0.030354,-0.501270,-0.375998,1.299054,-1.290236,-1.230864,-1.141819,1.946795,-0.926366,-0.773542,-5.136200,-0.149225,-622446.652475,574271.342850,0.034200,0.045900,0.037700,0.175400,0.178200,0.129100
probable_harvest_2023_0001,probable_harvest,2023,1,-77.044055,48.822313,0.263236,0.075356,-0.135886,-0.017778,-0.172795,-0.062991,-0.228897,-0.055363,0.108512,0.051734,0.035433,0.041584,-0.059116,-0.124567,-0.093564,-0.292872,0.012057,-0.048228,0.032541,-0.048228,0.017778,0.015748,-0.017778,-0.062991,-0.119093,-0.044844,0.062991,-0.119093,0.088827,0.364721,-0.075356,0.093564,0.071111,-0.038447,0.075356,-0.124567,0.108512,0.119093,0.079723,-0.024606,0.066990,-0.179377,0.044844,-0.236463,0.172795,0.113741,0.147697,0.147697,-0.336855,0.130165,-0.214133,0.098424,-0.041584,-0.024606,0.001538,0.027128,0.172795,0.160000,0.038447,0.048228,-0.055363,-0.199862,0.029773,0.124567,0.059116,0,0.656126,-0.837881,-0.484902,-0.356811,-0.602197,-0.626941,0.379430,-0.338404,0.270718,0.179617,-0.139847,-0.183510,-0.117827,-0.228593,-1.104218,-0.310808,-0.866878,0.649777,-0.757222,0.872432,-0.882858,1.096239,-0.893026,-0.605551,-0.496769,-1.583207,-0.064363,1.353185,0.875196,0.005079,-0.354306,0.921334,-1.644556,0.533062,-0.812004,-0.511626,-0.566241,0.683167,0.154611,-0.059392,-0.490076,0.579988,-1.070990,-0.493904,0.591178,0.441699,1.054991,-2.123163,-0.382546,-0.669015,-0.394432,0.755604,0.244210,-1.819875,-0.445877,-0.145806,-0.390415,0.207238,0.949528,0.278610,-0.607134,-1.655728,0.461230,-0.282334,-2.527767,-2.077920,-2.681430,-622997.587826,572985.493700,0.034250,0.046500,0.038500,0.184800,0.190150,0.124200
probable_harvest_2023_0002,probable_harvest,2023,1,-76.851097,48.852496,0.593681,-0.013841,-0.084214,0.124567,-0.059116,-0.062991,-0.214133,-0.098424,0.267958,0.119093,-0.027128,0.119093,-0.051734,-0.113741,-0.071111,-0.251965,-0.015748,-0.000062,0.055363,-0.008858,-0.119093,0.098424,-0.075356,0.006151,-0.124567,0.071111,0.192910,-0.206936,0.062991,0.284444,-0.044844,0.147697,0.066990,0.071111,0.135886,-0.088827,0.075356,0.166336,0.071111,-0.059116,0.038447,-0.179377,-0.041584,-0.172795,0.214133,0.006151,0.098424,0.048228,-0.206936,0.206936,-0.160000,0.093564,-0.027128,-0.055363,0.059116,0.093564,0.199862,0.236463,0.055363,-0.055363,-0.010396,-0.172795,0.051734,0.124567,0.062991,2,-1.960392,0.554998,1.761176,1.279099,-0.602197,-0.298442,-1.086015,1.542838,1.852634,-1.978074,0.881208,-0.050696,0.120938,0.481679,-0.285955,-0.590416,0.706186,0.976488,-0.153413,-1.621273,1.284843,-0.103116,0.681274,-0.835428,1.364215,1.087754,-1.467161,0.816381,-1.242585,0.707357,0.922941,0.806192,-0.044032,1.805349,0.354181,-1.041559,0.100207,0.549832,-0.318745,-0.767314,-0.490076,-0.804296,0.368024,0.655140,-1.317367,-0.533608,-0.957775,0.604972,0.987019,0.591793,-0.537633,1.093000,-0.685155,0.036324,1.135123,0.578588,0.973871,0.608213,-0.632731,1.605955,0.575801,-1.044177,0.461230,-0.188413,4.843134,0.185618,0.496795,-608603.558619,574642.608888,0.025000,0.042300,0.023800,0.386400,0.194900,0.101600
probable_harvest_2023_0003,probable_harvest,2023,1,-77.009021,48.816384,0.331677,0.071111,-0.135886,0.035433,-0.214133,-0.071111,-0.214133,-0.062991,0.088827,0.010396,0.048228,0.048228,-0.088827,-0.103406,-0.088827,-0.301423,0.022207,-0.062991,-0.012057,-0.024606,0.006151,0.055363,-0.029773,-0.055363,-0.113741,-0.051734,0.098424,-0.088827,0.032541,0.355309,-0.088827,0.103406,0.001538,-0.006151,0.041584,-0.119093,0.192910,0.186082,0.066990,-0.071111,0.027128,-0.166336,-0.012057,-0.214133,0.192910,0.062991,0.147697,0.153787,-0.259900,0.130165,-0.244152,0.135886,-0.051734,-0.017778,0.003937,0.012057,0.206936,0.179377,0.024606,-0.041584,-0.048228,-0.186082,0.066990,0.084214,0.075356,3,0.531616,-0.837881,0.354708,-0.951688,-0.852047,-0.298442,0.119837,-0.570657,-0.700102,0.620915,-0.052328,-0.718090,0.348851,-0.078755,-1.275253,-0.208738,-1.349043,0.011325,-0.394937,0.660607,0.155832,0.846373,-0.719349,-0.380840,-0.607342,-0.854763,0.418955,0.183720,0.626904,-0.304999,-0.122079,-1.022341,-1.172757,-0.176781,-0.633363,0.837296,0.378762,0.486021,-0.483281,-1.048042,-0.250409,-0.331374,-0.566292,0.065229,-0.309079,0.441699,1.178222,-0.507208,-0.382546,-1.368191,0.709482,0.518708,0.450529,-1.742533,-0.804530,0.767919,-0.044679,-0.120832,-0.422265,0.489242,-0.004913,-0.619346,-0.415936,0.111241,-2.438560,-0.290392,-2.061464,-620532.979236,572029.475200,0.037100,0.058600,0.042900,0.215600,0.178800,0.107600
probable_harvest_2023_0004,probable_harvest,2023,1,-77.009290,48.816653,0.252349,0.075356,-0.141730,0.017778,-0.206936,-0.062991,-0.192910,-0.051734,0.124567,0.022207,0.038447,0.113741,-0.108512,-0.075356,-0.093564,-0.292872,-0.051734,-0.066990,0.029773,-0.013841,-0.012057,0.055363,-0.055363,-0.044844,-0.119093,-0.027128,0.124567,-0.103406,0.075356,0.336855,-0.079723,0.130165,0.015748,0.013841,0.071111,-0.130165,0.153787,0.166336,0.055363,-0.022207,0.048228,-0.186082,-0.071111,-0.172795,0.206936,0.024606,0.147697,0.141730,-0.276140,0.113741,-0.236463,0.113741,-0.038447,-0.000984,-0.000984,0.038447,0.228897,0.186082,0.048228,-0.019931,-0.055363,-0.172795,0.103406,0.108512,0.084214,3,0.656126,-0.995409,0.076132,-0.848115,-0.602197,0.173776,0.502946,-0.148974,-0.422725,0.283577,0.810707,-1.072263,0.967471,-0.228593,-1.104218,-0.952298,-1.479630,0.610149,-0.229833,0.328860,0.155832,0.313327,-0.479842,-0.605551,-0.212438,-0.317283,0.186137,1.073280,0.140058,-0.095448,0.509288,-0.625357,-0.880690,0.443847,-0.994660,0.211994,0.100207,0.306018,0.187518,-0.524729,-0.613301,-1.277219,0.368024,0.455083,-0.990001,0.441699,0.934250,-0.848225,-0.675554,-1.189099,0.056922,0.828826,0.957962,-1.901183,-0.176522,1.355666,0.074957,0.439075,-0.091531,0.278610,0.575801,0.394766,0.112236,0.325918,0.018274,-2.387421,-2.064579,-620548.971640,572061.372854,0.034900,0.054550,0.042200,0.186100,0.182800,0.111400
probable_harvest_2023_0005,probable_harvest,2023,1,-76.987192,48.808838,-0.005632,0.044844,-0.135886,-0.093564,-0.267958,-0.008858,-0.179377,-0.071111,0.059116,0.062991,0.055363,0.027128,-0.103406,-0.098424,-0.103406,-0.276140,0.044844,-0.007443,-0.003937,-0.059116,0.048228,-0.003937,-0.038447,-0.066990,-0.153787,-0.071111,0.079723,-0.055363,0.079723,0.374256,-0.135886,0.113741,0.066990,0.024606,0.024606,-0.108512,0.108512,0.013841,0.119093,0.048228,0.088827,-0.153787,-0.000554,-0.206936,0.147697,0.147697,0.153787,0.113741,-0.301423,0.066990,-0.192910,0.153787,-0.035433,-0.066990,0.059116,0.032541,0.186082,0.119093,-0.013841,0.103406,-0.113741,-0.192910,0.059116,0.153787,0.071111,1,-0.238904,-0.837881,-1.680740,-1.726266,1.063468,0.474900,-0.156504,-0.921212,0.535093,0.867023,-0.330282,-0.980399,0.458737,-0.539945,-0.769530,0.018907,0.465103,0.127568,-0.924213,1.427212,-1.398977,0.665701,-0.984067,-2.062298,-0.918329,-1.239220,0.953354,1.164025,1.126733,-1.388148,0.121759,0.806192,-0.723424,-0.533642,-0.288124,-0.511626,-2.050999,1.292701,1.153638,0.482230,-0.019785,-0.147131,-0.403621,-1.191538,1.193531,0.562242,0.367888,-1.379126,-1.509584,-0.174721,1.236968,0.899176,-1.036455,0.036324,-0.317055,0.209806,-1.120303,-1.032140,1.792336,-1.444578,-0.303335,-0.838614,1.096372,0.008374,-4.401540,-4.508451,-0.127134,-619047.379686,571011.034319,0.033800,0.042750,0.038800,0.150900,0.194500,0.156250
probable_harvest_2023_0006,probable_harvest,2023,1,-77.043247,48.823660,-0.239057,0.059116,-0.141730,-0.130165,-0.236463,0.004983,-0.221453,-0.066990,0.024606,0.071111,0.066990,0.029773,-0.066990,-0.071111,-0.098424,-0.310096,0.008858,-0.012057,0.029773,-0.088827,0.035433,-0.003014,-0.062991,-0.071111,-0.135886,-0.108512,0.084214,-0.084214,0.124567,0.346021,-0.166336,0.147697,0.079723,0.027128,-0.007443,-0.135886,0.059116,-0.022207,0.130165,0.135886,0.172795,-0.147697,-0.035433,-0.166336,0.147697,0.135886,0.186082,0.103406,-0.259900,0.041584,-0.214133,0.124567,0.003014,-0.002215,0.079723,0.038447,0.147697,0.084214,0.032541,0.108512,-0.135886,-0.147697,0.066990,0.119093,0.113741,0,0.179739,-0.995409,-2.258276,-1.273027,1.489349,-0.461323,-0.016240,-1.328379,0.725790,1.268010,-0.295437,-0.325179,1.061078,-0.382323,-1.448749,-0.342975,0.314426,0.610149,-1.379900,1.194092,-1.374784,0.154438,-1.077908,-1.310679,-1.518583,-1.146900,0.492631,2.095763,0.381858,-2.089010,0.922941,1.161931,-0.686578,-1.207282,-1.181330,-1.301119,-2.559514,1.464132,2.356014,2.564805,0.092135,-0.705771,0.514011,-1.191538,0.984017,1.201489,0.158769,-0.507208,-1.962814,-0.669015,0.375951,1.796507,0.920788,0.700669,-0.176522,-0.817517,-1.742628,0.067261,1.870321,-2.098264,1.672705,-0.619346,0.342224,1.041509,-4.134835,-7.579106,1.286125,-622921.194212,573126.494903,0.034600,0.039700,0.041600,0.098350,0.181300,0.165600
probable_harvest_2023_0007,probable_harvest,2023,1,-77.008482,48.817731,0.225656,0.071111,-0.141730,-0.048228,-0.221453,-0.066990,-0.153787,-0.075356,0.084214,0.013841,0.013841,0.098424,-0.071111,-0.066990,-0.113741,-0.236463,-0.032541,-0.071111,0.035433,-0.019931,0.029773,0.051734,-0.103406,-0.038447,-0.124567,-0.029773,0.124567,-0.071111,0.038447,0.364721,-0.062991,0.135886,0.006151,0.066990,0.048228,-0.147697,0.172795,0.124567,0.041584,0.029773,0.048228,-0.221453,-0.055363,-0.199862,0.199862,0.051734,0.172795,0.179377,-0.244152,0.093564,-0.199862,0.147697,-0.079723,-0.079723,-0.006151,0.059116,0.192910,0.172795,0.006151,0.003937,-0.113741,-0.179377,0.084214,0.186082,0.051734,3,0.531616,-0.995409,-0.965373,-1.057030,-0.725229,1.044299,-0.300955,-0.625091,-0.619200,-0.565073,0.608927,-0.399334,1.151972,-0.866865,0.024123,-0.759294,-1.614234,0.691166,-0.323234,1.090982,0.060673,-0.687417,-0.334178,-0.835428,-0.254890,-0.317283,0.701872,0.306418,0.875196,0.289672,0.644269,-0.893450,-0.104243,-0.037140,-1.566713,0.515796,-0.489010,0.092681,0.900506,-0.524729,-1.263342,-1.024994,-0.243730,0.258446,-0.508773,0.938484,1.696039,-0.176525,-1.035504,-0.336620,1.057514,-0.134548,-1.421213,-2.067765,0.315345,0.392551,-0.162120,-0.558260,0.273028,-1.444578,0.288133,-0.139698,1.798372,-0.461232,-0.449644,-3.061685,-1.417742,-620476.171335,572172.846253,0.035800,0.049300,0.041600,0.164200,0.182700,0.116500
