sample_id,disturbance_type,disturbance_year,years_since_disturbance,lon,lat,NBR_2024,embedding_A00,embedding_A01,embedding_A02,embedding_A03,embedding_A04,embedding_A05,embedding_A06,embedding_A07,embedding_A08,embedding_A09,embedding_A10,embedding_A11,embedding_A12,embedding_A13,embedding_A14,embedding_A15,embedding_A16,embedding_A17,embedding_A18,embedding_A19,embedding_A20,embedding_A21,embedding_A22,embedding_A23,embedding_A24,embedding_A25,embedding_A26,embedding_A27,embedding_A28,embedding_A29,embedding_A30,embedding_A31,embedding_A32,embedding_A33,embedding_A34,embedding_A35,embedding_A36,embedding_A37,embedding_A38,embedding_A39,embedding_A40,embedding_A41,embedding_A42,embedding_A43,embedding_A44,embedding_A45,embedding_A46,embedding_A47,embedding_A48,embedding_A49,embedding_A50,embedding_A51,embedding_A52,embedding_A53,embedding_A54,embedding_A55,embedding_A56,embedding_A57,embedding_A58,embedding_A59,embedding_A60,embedding_A61,embedding_A62,embedding_A63,spatial_fold,std_A00,std_A01,std_A02,std_A03,std_A04,std_A05,std_A06,std_A07,std_A08,std_A09,std_A10,std_A11,std_A12,std_A13,std_A14,std_A15,std_A16,std_A17,std_A18,std_A19,std_A20,std_A21,std_A22,std_A23,std_A24,std_A25,std_A26,std_A27,std_A28,std_A29,std_A30,std_A31,std_A32,std_A33,std_A34,std_A35,std_A36,std_A37,std_A38,std_A39,std_A40,std_A41,std_A42,std_A43,std_A44,std_A45,std_A46,std_A47,std_A48,std_A49,std_A50,std_A51,std_A52,std_A53,std_A54,std_A55,std_A56,std_A57,std_A58,std_A59,std_A60,std_A61,std_A62,std_A63,PC1,PC2,PC3,x_m,y_m,B2,B3,B4,B8,B11,B12,pair_id,pair_distance_km,pair_midpoint_x_m,pair_midpoint_y_m,fold_5km,fold_10km
wildfire_2023_0101,wildfire,2023,1,-77.037048,48.841986,0.040230,0.035433,-0.135886,-0.007443,-0.172795,-0.010396,-0.130165,-0.048228,0.186082,0.088827,0.038447,0.179377,-0.113741,-0.051734,-0.088827,-0.214133,-0.153787,-0.066990,0.141730,0.008858,-0.035433,0.059116,-0.088827,-0.013841,-0.108512,0.055363,0.166336,-0.199862,0.098424,0.336855,-0.098424,0.199862,0.098424,0.088827,0.108512,-0.135886,0.013841,0.017778,0.024606,0.108512,0.062991,-0.186082,-0.130165,-0.113741,0.214133,0.055363,0.088827,0.093564,-0.244152,0.141730,-0.147697,0.075356,-0.007443,-0.003937,0.075356,0.098424,0.166336,0.166336,0.088827,0.027128,-0.075356,-0.186082,0.113741,0.172795,0.066990,3,-0.514991,-0.837881,-0.321834,-0.356811,1.016148,1.569898,0.622275,0.576814,1.141855,0.283577,1.675363,-1.166340,1.488414,-0.078755,0.470784,-1.978559,-1.479630,2.212883,0.118301,-0.097031,0.254217,-0.383734,0.226072,-0.161295,1.111477,0.541421,-1.354191,1.552569,0.140058,-0.525876,2.153743,1.684369,0.214784,1.229975,-1.181330,-2.024738,-1.995462,-0.170180,1.980535,-0.158562,-0.613301,-2.223065,1.702762,0.655140,-0.444391,-0.723556,-0.040391,-0.176525,-0.176234,0.878341,-1.074182,1.552433,0.868743,0.559867,1.250770,-0.318673,-0.277365,1.401415,0.627251,-0.311523,-0.004913,0.682555,1.509549,-0.091510,4.425376,-6.457183,0.077912,-622229.930356,575086.579197,0.035800,0.045350,0.047600,0.133000,0.188750,0.125250,pair_00073,0.582697,-621980.218070,574936.486888,2,2
probable_harvest_2023_0116,probable_harvest,2023,1,-77.029772,48.839830,0.103588,0.032541,-0.124567,-0.071111,-0.199862,-0.000984,-0.228897,-0.071111,0.088827,0.084214,0.032541,0.071111,-0.059116,-0.130165,-0.147697,-0.259900,0.071111,-0.024606,0.051734,-0.103406,0.032541,0.048228,-0.051734,-0.041584,-0.103406,-0.027128,0.108512,-0.103406,0.051734,0.374256,-0.119093,0.108512,0.079723,0.066990,0.051734,-0.079723,0.124567,0.032541,0.062991,0.017778,0.017778,-0.135886,0.000984,-0.206936,0.186082,0.124567,0.147697,0.179377,-0.292872,0.084214,-0.199862,0.160000,-0.015748,-0.071111,0.079723,0.032541,0.147697,0.141730,-0.027128,0.098424,-0.103406,-0.206936,0.048228,0.153787,0.000984,3,-0.599803,-0.532774,-1.326454,-0.746313,1.305747,-0.626941,-0.156504,-0.570657,1.033505,0.079901,0.249126,-0.183510,-0.241280,-1.941030,-0.444686,0.283050,-0.095414,0.924532,-1.603498,1.141416,-0.031261,0.388927,-0.405609,0.053085,-0.212438,-0.647359,0.186137,0.582488,1.126733,-1.001612,-0.001611,1.161931,-0.104243,0.036560,0.651248,-0.255016,-1.787197,0.424115,0.735970,-1.279948,0.309192,-0.122499,-0.403621,-0.124568,0.783232,0.441699,1.696039,-1.199576,-1.202310,-0.336620,1.420047,1.358610,-1.160990,0.700669,-0.317055,-0.817517,-0.716395,-1.347087,1.716229,-1.139525,-0.916311,-1.141819,1.096372,-1.691154,-3.533924,-3.025870,-0.616165,-621730.505783,574786.394579,0.034700,0.048750,0.039700,0.167400,0.197900,0.143650,pair_00073,0.582697,-621980.218070,574936.486888,2,2
wildfire_2023_0106,wildfire,2023,1,-77.051871,48.825816,-0.307418,0.051734,-0.135886,-0.153787,-0.244152,-0.012057,-0.192910,-0.062991,0.012057,0.093564,0.079723,0.044844,-0.098424,-0.055363,-0.119093,-0.251965,-0.024606,-0.027128,0.088827,-0.108512,0.051734,0.000246,-0.055363,-0.071111,-0.103406,-0.079723,0.113741,-0.124567,0.130165,0.364721,-0.153787,0.160000,0.103406,0.062991,-0.013841,-0.119093,0.007443,-0.075356,0.135886,0.147697,0.113741,-0.153787,-0.044844,-0.153787,0.130165,0.124567,0.192910,0.108512,-0.301423,0.035433,-0.160000,0.113741,0.029773,0.019931,0.075356,0.059116,0.141730,0.071111,0.038447,0.130165,-0.153787,-0.147697,0.055363,0.119093,0.079723,0,-0.036800,-0.837881,-2.631005,-1.383681,0.965043,0.173776,0.119837,-1.476440,1.253095,1.707187,-0.096898,-0.890749,1.408373,-1.036163,-0.285955,-0.679495,-0.177784,1.455547,-1.681804,1.491095,-1.289302,0.313327,-1.077908,0.053085,-1.056545,-0.539863,-0.151792,2.212070,0.875196,-1.800170,1.213225,1.823571,-0.162656,-1.341751,-0.633363,-2.126989,-3.309269,1.552705,2.518018,1.100137,-0.019785,-0.856515,0.797643,-1.678855,0.783232,1.336643,0.262084,-1.379126,-2.072555,0.591793,0.056922,2.421049,1.589931,0.559867,0.315345,-0.977213,-1.976411,0.207238,2.201055,-2.626660,1.672705,-0.943108,0.342224,0.217088,-3.604083,-9.149215,0.801115,-623518.557153,573438.543926,0.032500,0.035000,0.039250,0.076500,0.174950,0.155550,pair_00074,0.619082,-623249.192782,573286.036349,2,2
probable_harvest_2023_0351,probable_harvest,2023,1,-77.044055,48.823660,-0.384735,0.044844,-0.147697,-0.179377,-0.267958,0.012057,-0.172795,-0.084214,-0.010396,0.041584,0.108512,-0.044844,-0.059116,-0.059116,-0.103406,-0.259900,0.038447,-0.013841,0.108512,-0.084214,0.098424,-0.008858,0.000246,-0.108512,-0.108512,-0.098424,0.007443,-0.093564,0.130165,0.346021,-0.153787,0.153787,0.071111,0.027128,-0.022207,-0.147697,0.051734,-0.062991,0.075356,0.135886,0.199862,-0.153787,0.027128,-0.160000,0.108512,0.147697,0.251965,0.119093,-0.259900,-0.022207,-0.186082,0.153787,-0.012057,0.017778,0.022207,0.019931,0.103406,0.024606,0.048228,0.124567,-0.147697,-0.160000,0.035433,0.084214,0.041584,0,-0.238904,-1.156253,-3.034794,-1.726266,1.707021,0.621356,-0.602419,-1.741352,0.032347,2.700107,-1.278405,-0.183510,1.325619,-0.539945,-0.444686,-0.045428,0.256165,1.737347,-1.309141,2.341757,-1.528007,1.471678,-1.929487,-0.161295,-1.356672,-2.725195,0.343313,2.212070,0.381858,-1.800170,1.066632,0.921334,-0.686578,-1.517596,-1.566713,-1.419100,-3.134846,0.615547,2.356014,3.236111,-0.019785,0.296234,0.657218,-2.280735,1.193531,2.505551,0.476181,-0.507208,-3.100826,-0.015687,1.236968,1.444753,1.524875,-1.153547,-0.617152,-2.002890,-2.806178,0.439075,2.115552,-2.446896,1.135007,-1.498129,-0.415936,-0.707217,-6.437938,-9.430566,0.677908,-622979.828411,573133.528773,0.035450,0.038950,0.043400,0.078150,0.182550,0.178700,pair_00074,0.619082,-623249.192782,573286.036349,2,2
wildfire_2023_0250,wildfire,2023,1,-77.045133,48.842255,0.094727,0.038447,-0.160000,-0.051734,-0.160000,-0.017778,-0.160000,-0.051734,0.179377,0.038447,0.024606,0.147697,-0.079723,-0.022207,-0.130165,-0.192910,-0.199862,-0.093564,0.160000,0.032541,-0.062991,0.062991,-0.098424,-0.041584,-0.066990,0.059116,0.147697,-0.192910,0.088827,0.327812,-0.079723,0.199862,0.048228,0.098424,0.103406,-0.135886,-0.003014,0.044844,0.048228,0.153787,0.079723,-0.199862,-0.130165,-0.108512,0.228897,0.051734,0.135886,0.071111,-0.199862,0.153787,-0.108512,0.051734,-0.022207,-0.022207,0.035433,0.098424,0.166336,0.160000,0.071111,-0.035433,-0.075356,-0.179377,0.108512,0.199862,0.108512,3,-0.426571,-1.487891,-1.020700,-0.172683,0.789012,0.906055,0.502946,0.497703,-0.041332,-0.193789,1.258027,-0.554285,2.139593,-1.386434,0.895296,-2.441891,-2.347527,2.474428,0.481530,-0.599134,0.355828,-0.583626,-0.405609,1.582153,1.171700,0.158229,-1.243185,1.353185,-0.098497,-0.095448,2.153743,0.282035,0.354975,1.122658,-1.181330,-2.294130,-1.613642,0.195540,2.601552,0.256427,-0.866535,-2.223065,1.820942,1.065512,-0.508773,0.207917,-0.494726,0.753521,0.038858,1.790994,-1.770246,1.207858,0.316700,-0.727177,1.250770,-0.318673,-0.390415,0.981485,-0.328306,-0.311523,0.288133,0.536947,2.097892,0.914790,4.990741,-6.961739,-1.157502,-622812.863171,575186.475520,0.031650,0.037800,0.040100,0.112550,0.160750,0.101300,pair_00075,1.263209,-622181.996816,575155.952204,0,2
probable_harvest_2023_0188,probable_harvest,2023,1,-77.027886,48.843064,0.226492,0.038447,-0.153787,-0.044844,-0.214133,-0.029773,-0.206936,-0.048228,0.066990,0.024606,0.041584,0.038447,-0.066990,-0.135886,-0.108512,-0.284444,0.084214,-0.032541,-0.022207,-0.075356,0.015748,0.024606,-0.059116,-0.075356,-0.141730,-0.059116,0.119093,-0.079723,0.032541,0.374256,-0.153787,0.088827,0.066990,0.024606,0.015748,-0.062991,0.160000,0.088827,0.051734,-0.035433,0.041584,-0.141730,0.004983,-0.236463,0.199862,0.119093,0.141730,0.160000,-0.267958,0.093564,-0.236463,0.141730,-0.044844,-0.051734,0.093564,0.027128,0.166336,0.153787,0.006151,0.062991,-0.048228,-0.206936,0.051734,0.130165,0.059116,3,-0.426571,-1.320414,-0.911987,-0.951688,0.419916,-0.138299,0.622275,-0.828311,-0.366383,0.391780,-0.181176,-0.325179,-0.367446,-0.701459,-0.935643,0.414812,-0.354578,-0.133978,-1.173284,0.835447,-0.650604,0.235164,-1.174551,-1.556053,-0.725813,-0.429838,0.564343,0.183720,1.126733,-1.800170,-0.466065,0.806192,-0.723424,-0.719831,1.197207,0.311295,-0.993185,0.249827,0.006107,-0.689504,0.201794,-0.058458,-1.070990,0.258446,0.686114,0.323590,1.303942,-0.676425,-1.035504,-1.189099,0.881685,0.679510,-0.575490,1.146870,-0.445877,-0.318673,-0.501270,-0.558260,1.175029,0.489242,-0.916311,-1.044177,0.582910,-0.282334,-4.089842,-1.156719,-0.788078,-621551.130460,575125.428889,0.034550,0.049800,0.040200,0.209800,0.194300,0.138400,pair_00075,1.263209,-622181.996816,575155.952204,0,2
wildfire_2023_0321,wildfire,2023,1,-76.991773,48.801023,0.054351,0.055363,-0.147697,-0.079723,-0.267958,-0.032541,-0.179377,-0.051734,0.029773,0.041584,0.038447,0.022207,-0.135886,-0.103406,-0.124567,-0.259900,0.059116,-0.075356,0.044844,-0.066990,0.010396,0.006151,-0.038447,-0.093564,-0.113741,-0.044844,0.113741,-0.044844,0.027128,0.393695,-0.113741,0.103406,0.041584,-0.027128,-0.004983,-0.119093,0.135886,0.059116,0.098424,0.044844,0.079723,-0.153787,-0.022207,-0.214133,0.192910,0.088827,0.186082,0.124567,-0.267958,0.093564,-0.244152,0.166336,-0.029773,-0.022207,0.027128,0.013841,0.179377,0.141730,0.007443,0.038447,-0.075356,-0.153787,0.084214,0.108512,0.055363,1,0.069665,-1.156253,-1.462345,-1.726266,0.334740,0.474900,0.502946,-1.267413,0.032347,0.283577,-0.395111,-1.564784,0.348851,-1.209352,-0.444686,0.162423,-1.752857,0.825902,-1.044975,0.737940,-1.134466,0.665701,-1.589136,-0.380840,-0.496769,-0.539863,1.121336,0.071247,1.639544,-0.878431,-0.122079,0.096432,-1.479202,-1.155563,-0.633363,-0.074111,-1.412319,0.972695,1.107230,0.256427,-0.019785,-0.493941,-0.566292,0.065229,0.149233,1.201489,0.586964,-0.676425,-1.035504,-1.368191,1.606752,1.031264,0.316700,-0.994898,-0.762077,0.030354,-0.716395,-0.527640,0.800135,-0.311523,1.406544,-0.139698,0.112236,-0.373274,-4.421209,-3.899378,-0.587338,-619482.354610,570191.714765,0.035000,0.045200,0.043100,0.149800,0.193750,0.141800,pair_00076,0.748026,-619332.384197,570534.343756,0,0
probable_harvest_2023_0055,probable_harvest,2023,1,-76.988809,48.807491,0.055332,0.029773,-0.147697,-0.055363,-0.276140,0.004983,-0.221453,-0.079723,0.075356,0.075356,0.062991,0.044844,-0.103406,-0.119093,-0.103406,-0.301423,0.015748,-0.019931,0.066990,-0.051734,0.006151,0.019931,-0.008858,-0.066990,-0.135886,-0.066990,0.093564,-0.088827,0.071111,0.364721,-0.153787,0.135886,0.044844,0.012057,0.051734,-0.119093,0.119093,0.055363,0.113741,0.066990,0.103406,-0.130165,-0.022207,-0.179377,0.192910,0.103406,0.141730,0.119093,-0.267958,0.071111,-0.236463,0.135886,0.008858,-0.008858,0.075356,-0.000554,0.192910,0.124567,0.012057,0.062991,-0.075356,-0.186082,0.088827,0.103406,0.062991,1,-0.681005,-1.156253,-1.077968,-1.844002,1.489349,-0.461323,-0.449594,-0.729604,0.825472,1.130105,-0.096898,-0.980399,0.002912,-0.539945,-1.275253,-0.273692,0.057272,1.142926,-0.810999,0.660607,-0.773183,1.282036,-0.984067,-1.310679,-0.852183,-0.954672,0.418955,0.985091,0.875196,-1.800170,0.644269,0.187515,-0.906752,0.036560,-0.633363,-0.342519,-1.465253,1.209842,1.410989,0.843820,0.414329,-0.493941,0.219257,0.065229,0.407853,0.323590,0.476181,-0.676425,-1.436058,-1.189099,0.709482,1.932901,0.720045,0.559867,-1.104627,0.392551,-1.022618,-0.418283,1.175029,-0.311523,-0.004913,-0.011221,0.001253,-0.188413,-3.723684,-4.607959,0.713491,-619182.413784,570876.972747,0.029000,0.040400,0.034000,0.148400,0.180300,0.128900,pair_00076,0.748026,-619332.384197,570534.343756,0,0
wildfire_2023_0076,wildfire,2023,1,-77.046750,48.839291,-0.091059,0.044844,-0.130165,-0.103406,-0.186082,-0.000984,-0.141730,-0.084214,0.147697,0.093564,0.051734,0.192910,-0.055363,-0.044844,-0.153787,-0.186082,-0.166336,-0.051734,0.166336,-0.062991,0.048228,0.059116,-0.108512,0.015748,-0.055363,0.029773,0.113741,-0.179377,0.093564,0.318893,-0.066990,0.192910,0.119093,0.166336,0.051734,-0.172795,-0.003937,-0.041584,0.013841,0.192910,0.093564,-0.179377,-0.103406,-0.098424,0.166336,0.084214,0.147697,0.135886,-0.284444,0.084214,-0.103406,0.098424,-0.003014,-0.019931,0.055363,0.108512,0.108512,0.084214,0.051734,0.071111,-0.147697,-0.160000,0.108512,0.179377,0.013841,3,-0.238904,-0.683669,-1.836044,-0.548021,1.305747,1.312573,-0.602419,0.123922,1.253095,0.741848,1.853642,-0.115996,1.640356,-2.133679,1.031878,-2.104753,-0.981392,2.565133,-0.983650,1.427212,0.254217,-0.793770,0.899771,2.070318,0.700777,-0.539863,-1.027068,1.451599,-0.333806,0.197639,1.989733,2.261800,1.347103,0.036560,-2.385653,-2.308877,-2.832862,-0.336849,3.138191,0.599709,-0.490076,-1.794479,2.048960,-0.673442,0.067392,0.441699,0.815999,-1.022609,-1.202310,1.909911,-0.394432,1.655806,0.385473,-0.084646,1.490848,-1.866243,-1.742628,0.522186,1.299054,-2.446896,1.135007,0.536947,1.652624,-1.379574,2.549028,-9.215064,0.323308,-622969.247641,574874.814874,0.033100,0.039600,0.043200,0.104600,0.185150,0.132700,pair_00077,1.393943,-622327.615091,574602.643880,2,2
probable_harvest_2023_0077,probable_harvest,2023,1,-77.028425,48.835788,0.061023,0.035433,-0.051734,0.006151,-0.199862,0.013841,-0.153787,-0.093564,0.153787,0.066990,0.088827,0.113741,-0.098424,-0.084214,-0.079723,-0.318893,-0.088827,-0.012057,0.141730,-0.035433,-0.029773,0.062991,-0.035433,-0.022207,-0.079723,0.008858,0.103406,-0.199862,0.113741,0.355309,-0.093564,0.192910,0.075356,0.098424,0.098424,-0.130165,0.059116,0.038447,0.051734,0.079723,0.093564,-0.166336,-0.075356,-0.130165,0.192910,0.103406,0.153787,0.088827,-0.267958,0.113741,-0.192910,0.108512,0.012057,0.051734,0.062991,0.059116,0.141730,0.160000,0.093564,0.055363,-0.098424,-0.221453,0.059116,0.141730,0.027128,3,-0.514991,1.430522,-0.107320,-0.746313,1.761912,1.044299,-0.920629,0.195775,0.628996,2.021187,0.810707,-0.890749,0.772117,0.209246,-1.624706,-1.325315,0.314426,2.212883,-0.560984,0.006080,0.355828,0.728488,0.035587,1.047496,0.365109,-0.752326,-1.354191,1.870816,0.626904,-0.414022,1.989733,1.039914,0.354975,1.017927,-0.994660,-1.301119,-1.703890,0.249827,1.585650,0.599709,-0.250409,-1.345202,1.331538,0.065229,0.407853,0.562242,-0.136237,-0.676425,-0.675554,-0.174721,-0.097155,2.007559,2.550894,0.161260,0.315345,-0.977213,-0.390415,1.513688,1.058520,-0.992445,-1.550794,-0.838614,0.834292,-1.057558,0.548856,-5.800476,1.200544,-621685.982541,574330.472887,0.043700,0.051300,0.055050,0.142600,0.202850,0.138100,pair_00077,1.393943,-622327.615091,574602.643880,2,2
wildfire_2023_0329,wildfire,2023,1,-76.973987,48.802101,-0.410881,0.032541,-0.172795,-0.192910,-0.284444,0.010396,-0.172795,-0.048228,0.008858,0.059116,0.130165,0.024606,-0.141730,-0.029773,-0.153787,-0.251965,0.015748,-0.041584,0.055363,-0.088827,0.048228,-0.027128,-0.055363,-0.108512,-0.113741,-0.066990,0.062991,-0.103406,0.124567,0.346021,-0.179377,0.113741,0.071111,0.027128,-0.001538,-0.113741,0.029773,-0.079723,0.108512,0.160000,0.166336,-0.135886,-0.051734,-0.135886,0.135886,0.108512,0.214133,0.071111,-0.251965,0.002215,-0.160000,0.135886,0.019931,0.007443,0.075356,0.022207,0.130165,0.066990,0.027128,0.108512,-0.160000,-0.153787,0.038447,0.119093,0.124567,4,-0.599803,-1.832794,-3.248337,-1.963509,1.655915,0.621356,0.622275,-1.514181,0.444078,3.446918,-0.363507,-1.669929,1.972729,-2.133679,-0.285955,-0.273692,-0.649904,0.976488,-1.379900,1.427212,-2.007030,0.313327,-1.929487,-0.380840,-0.852183,-1.583207,0.186137,2.095763,0.381858,-2.389176,0.121759,0.921334,-0.686578,-1.083156,-0.458736,-1.770095,-3.370880,1.128888,2.686773,2.404607,0.309192,-0.966864,1.202236,-1.519836,0.498424,1.756720,-0.494726,-0.340575,-2.665155,0.591793,0.709482,2.191333,1.212608,0.559867,-0.562988,-1.286727,-2.049949,-0.061051,1.870321,-2.810055,1.406544,-1.414191,0.342224,1.303892,-4.919426,-9.985927,-0.404844,-618176.830010,570156.393734,0.029600,0.030150,0.033700,0.062200,0.151000,0.154950,pair_00078,1.402045,-618673.502421,570651.114912,0,0
probable_harvest_2023_0053,probable_harvest,2023,1,-76.989078,48.809916,-0.057954,0.051734,-0.206936,0.022207,-0.228897,-0.024606,-0.130165,-0.093564,0.119093,0.012057,0.079723,0.062991,-0.108512,-0.071111,-0.048228,-0.284444,-0.113741,-0.000246,0.113741,0.024606,0.022207,0.066990,-0.048228,-0.027128,-0.141730,-0.032541,0.124567,-0.147697,0.103406,0.336855,-0.098424,0.153787,0.022207,0.051734,0.075356,-0.135886,0.079723,0.093564,0.038447,0.041584,0.141730,-0.221453,-0.098424,-0.141730,0.221453,0.059116,0.130165,0.084214,-0.236463,0.135886,-0.236463,0.113741,-0.015748,0.048228,0.022207,0.079723,0.179377,0.153787,0.124567,0.017778,-0.013841,-0.172795,0.103406,0.124567,0.071111,1,-0.036800,-2.753089,0.146019,-1.164143,0.578911,1.569898,-0.920629,-0.213569,-0.661096,1.707187,0.142159,-1.072263,1.061078,1.205573,-0.935643,-1.575849,0.700159,1.812200,0.359824,0.953127,0.460665,0.461965,-0.076463,-1.556053,-0.299317,-0.317283,-0.521156,1.656095,0.140058,-0.525876,1.066632,-0.444910,-0.327112,0.533062,-1.181330,-0.971754,-0.926367,0.044109,1.062510,1.794329,-1.263342,-1.714673,1.070152,0.858616,-0.377826,0.094679,-0.229594,-0.015059,-0.280487,-1.189099,0.056922,1.358610,2.444947,-1.153547,0.805748,0.030354,-0.501270,2.248566,0.484434,1.504271,0.575801,0.394766,0.461230,0.008374,1.252820,-5.279805,1.296092,-619170.174832,571145.836090,0.035400,0.043900,0.043900,0.125200,0.179700,0.136000,pair_00078,1.402045,-618673.502421,570651.114912,0,0
wildfire_2023_0173,wildfire,2023,1,-77.050523,48.810725,0.033399,0.032541,-0.147697,-0.084214,-0.214133,-0.032541,-0.244152,-0.059116,0.084214,0.062991,0.075356,0.062991,-0.130165,-0.048228,-0.141730,-0.284444,0.007443,-0.098424,0.038447,-0.084214,0.015748,-0.010396,-0.032541,-0.103406,-0.119093,-0.029773,0.098424,-0.071111,0.119093,0.355309,-0.119093,0.098424,0.055363,-0.029773,0.038447,-0.075356,0.088827,0.038447,0.093564,0.066990,0.041584,-0.166336,-0.032541,-0.186082,0.160000,0.093564,0.199862,0.147697,-0.310096,0.088827,-0.192910,0.103406,0.004983,-0.051734,0.017778,0.044844,0.199862,0.179377,0.006151,0.055363,-0.108512,-0.166336,0.044844,0.124567,0.071111,2,-0.599803,-1.156253,-1.533202,-0.951688,0.334740,-0.966391,0.251727,-0.625091,0.535093,1.556551,0.142159,-1.461853,1.565742,-1.752272,-0.935643,-0.357203,-2.506240,0.734317,-1.309141,0.835447,-1.568329,0.788712,-1.813235,-0.605551,-0.254890,-0.854763,0.701872,1.982011,0.626904,-1.001612,-0.239644,0.481386,-1.517845,-0.242723,0.793759,-0.826243,-1.703890,0.897456,1.410989,-0.689504,-0.250409,-0.659464,0.067708,-0.849560,0.233257,1.474234,1.054991,-1.561260,-1.120005,-0.174721,-0.247606,1.842450,-0.575490,-1.296332,-0.024277,0.578588,-0.044679,-0.558260,1.058520,-1.290236,0.858092,-1.236036,0.461230,0.008374,-3.516478,-5.535433,-3.804669,-623619.859465,571768.310488,0.032000,0.042400,0.040500,0.142300,0.191350,0.147600,pair_00079,0.282526,-623485.615577,571812.286388,2,2
probable_harvest_2023_0086,probable_harvest,2023,1,-77.047020,48.811803,0.023117,0.035433,-0.124567,-0.088827,-0.244152,-0.017778,-0.244152,-0.088827,0.044844,0.062991,0.062991,0.019931,-0.103406,-0.079723,-0.124567,-0.301423,0.051734,-0.041584,0.041584,-0.062991,0.000984,-0.012057,-0.012057,-0.088827,-0.108512,-0.088827,0.098424,-0.075356,0.084214,0.374256,-0.135886,0.119093,0.048228,-0.003014,0.017778,-0.098424,0.098424,0.038447,0.130165,0.066990,0.075356,-0.135886,-0.003937,-0.206936,0.153787,0.130165,0.199862,0.135886,-0.276140,0.079723,-0.206936,0.130165,-0.013841,-0.029773,0.038447,0.024606,0.179377,0.113741,0.007443,0.093564,-0.113741,-0.172795,0.066990,0.124567,0.059116,0,-0.514991,-0.532774,-1.606001,-1.383681,0.789012,-0.966391,-0.759431,-1.089595,0.535093,1.130105,-0.425094,-0.980399,0.871151,-1.209352,-1.275253,0.088190,-0.649904,0.779229,-0.983650,0.566463,-1.611876,1.215405,-1.481288,-0.161295,-1.202660,-0.854763,0.634090,1.257327,1.126733,-1.388148,0.248032,0.282035,-1.126925,-0.677162,0.041057,-0.672867,-1.703890,1.464132,1.410989,0.148103,0.309192,-0.201320,-0.403621,-1.022259,0.882533,1.474234,0.815999,-0.848225,-1.282421,-0.501385,0.540904,1.403117,0.088077,-0.630004,-0.505897,0.030354,-1.215792,-0.527640,1.642002,-1.444578,0.575801,-0.619346,0.461230,-0.282334,-5.039970,-5.048594,-0.561961,-623351.371689,571856.262287,0.033950,0.044600,0.039800,0.146200,0.188850,0.146850,pair_00079,0.282526,-623485.615577,571812.286388,2,2
wildfire_2023_0045,wildfire,2023,1,-77.052410,48.816923,-0.034031,0.041584,-0.135886,-0.108512,-0.244152,0.003937,-0.221453,-0.066990,0.048228,0.075356,0.071111,0.041584,-0.108512,-0.088827,-0.103406,-0.310096,0.017778,-0.032541,0.022207,-0.098424,0.048228,-0.022207,-0.024606,-0.071111,-0.147697,-0.093564,0.084214,-0.079723,0.119093,0.346021,-0.147697,0.141730,0.075356,0.003937,0.024606,-0.098424,0.055363,-0.017778,0.153787,0.098424,0.113741,-0.153787,0.010396,-0.166336,0.160000,0.153787,0.166336,0.113741,-0.301423,0.066990,-0.206936,0.098424,0.015748,-0.024606,0.079723,0.029773,0.166336,0.098424,0.012057,0.119093,-0.113741,-0.172795,0.035433,0.098424,0.098424,2,-0.334542,-0.837881,-1.916608,-1.383681,1.457171,-0.461323,-0.016240,-1.049677,0.825472,1.410159,-0.139847,-1.072263,0.670371,-0.539945,-1.448749,-0.253278,-0.354578,0.501832,-1.527078,1.427212,-1.878000,0.954008,-1.077908,-1.806593,-1.278679,-1.146900,0.564343,1.982011,0.381858,-1.659997,0.782154,1.039914,-1.025376,-0.533642,0.041057,-1.361093,-2.497034,1.829852,1.842156,1.100137,-0.019785,0.028245,0.514011,-0.849560,1.301562,0.810635,0.367888,-1.379126,-1.509584,-0.501385,-0.394432,2.093703,0.244210,0.700669,-0.382930,-0.318673,-1.489088,-0.418283,2.031929,-1.444578,0.575801,-1.498129,-0.107056,0.670296,-4.656284,-6.461437,-0.315830,-623675.031840,572465.913263,0.035550,0.044450,0.044300,0.130100,0.178950,0.142050,pair_00080,0.625044,-623430.509669,572271.288123,2,2
