sample_id,disturbance_type,disturbance_year,years_since_disturbance,lon,lat,NBR_2024,embedding_A00,embedding_A01,embedding_A02,embedding_A03,embedding_A04,embedding_A05,embedding_A06,embedding_A07,embedding_A08,embedding_A09,embedding_A10,embedding_A11,embedding_A12,embedding_A13,embedding_A14,embedding_A15,embedding_A16,embedding_A17,embedding_A18,embedding_A19,embedding_A20,embedding_A21,embedding_A22,embedding_A23,embedding_A24,embedding_A25,embedding_A26,embedding_A27,embedding_A28,embedding_A29,embedding_A30,embedding_A31,embedding_A32,embedding_A33,embedding_A34,embedding_A35,embedding_A36,embedding_A37,embedding_A38,embedding_A39,embedding_A40,embedding_A41,embedding_A42,embedding_A43,embedding_A44,embedding_A45,embedding_A46,embedding_A47,embedding_A48,embedding_A49,embedding_A50,embedding_A51,embedding_A52,embedding_A53,embedding_A54,embedding_A55,embedding_A56,embedding_A57,embedding_A58,embedding_A59,embedding_A60,embedding_A61,embedding_A62,embedding_A63,spatial_fold,std_A00,std_A01,std_A02,std_A03,std_A04,std_A05,std_A06,std_A07,std_A08,std_A09,std_A10,std_A11,std_A12,std_A13,std_A14,std_A15,std_A16,std_A17,std_A18,std_A19,std_A20,std_A21,std_A22,std_A23,std_A24,std_A25,std_A26,std_A27,std_A28,std_A29,std_A30,std_A31,std_A32,std_A33,std_A34,std_A35,std_A36,std_A37,std_A38,std_A39,std_A40,std_A41,std_A42,std_A43,std_A44,std_A45,std_A46,std_A47,std_A48,std_A49,std_A50,std_A51,std_A52,std_A53,std_A54,std_A55,std_A56,std_A57,std_A58,std_A59,std_A60,std_A61,std_A62,std_A63,PC1,PC2,PC3,x_m,y_m,B2,B3,B4,B8,B11,B12,pair_id,pair_distance_km,pair_midpoint_x_m,pair_midpoint_y_m,fold_5km,fold_10km
wildfire_2005_1604,wildfire,2005,19,-77.023574,48.793207,0.636182,0.066990,-0.098424,0.044844,-0.147697,-0.051734,-0.244152,-0.027128,0.124567,-0.007443,0.029773,0.015748,-0.044844,-0.141730,-0.066990,-0.276140,0.079723,-0.041584,-0.075356,0.022207,-0.038447,0.041584,-0.048228,-0.035433,-0.124567,-0.041584,0.147697,-0.088827,0.017778,0.336855,-0.113741,0.088827,-0.022207,0.032541,0.027128,-0.108512,0.199862,0.267958,0.062991,-0.098424,0.055363,-0.147697,0.035433,-0.206936,0.192910,0.093564,0.119093,0.055363,-0.214133,0.186082,-0.199862,0.062991,-0.088827,0.010396,0.051734,0.012057,0.214133,0.221453,0.029773,-0.075356,-0.027128,-0.206936,0.088827,0.059116,0.098424,0,0.410714,0.171957,0.503217,0.004364,-0.255814,-0.966391,1.340343,-0.148974,-1.119057,-0.015572,-0.480199,0.073265,-0.496325,0.612058,-0.769530,0.369654,-0.649904,-0.894836,0.323030,-0.151948,-0.205451,0.461965,-0.265547,-0.835428,-0.444444,0.158229,0.418955,-0.123024,0.140058,-0.878431,-0.466065,-1.685700,-0.607496,-0.480630,-0.288124,0.948395,1.533767,0.424115,-0.857916,-0.347748,0.092135,0.429244,-0.403621,0.065229,0.233257,-0.124491,-0.813383,0.453839,0.614997,-0.336620,-1.438528,-0.347036,1.301828,-0.201650,-0.804530,0.960542,0.706062,0.001647,-0.938096,1.112059,-0.916311,-0.011221,-0.961490,0.670296,-1.011552,2.906279,-1.046170,-621894.111281,569608.492377,0.030700,0.053800,0.030700,0.280150,0.142100,0.063850,pair_00314,0.049402,-621915.450606,569596.052039,4,4
probable_harvest_2005_1001,probable_harvest,2005,19,-77.024113,48.792938,0.615812,0.088827,-0.098424,0.017778,-0.166336,-0.075356,-0.228897,-0.017778,0.075356,-0.029773,0.029773,0.008858,-0.051734,-0.147697,-0.084214,-0.251965,0.113741,-0.048228,-0.113741,0.015748,0.003014,0.035433,-0.038447,-0.055363,-0.124567,-0.062991,0.093564,-0.062991,-0.024606,0.336855,-0.084214,0.041584,0.003014,0.012057,0.008858,-0.103406,0.206936,0.267958,0.032541,-0.130165,0.055363,-0.147697,0.088827,-0.228897,0.179377,0.103406,0.130165,0.113741,-0.251965,0.186082,-0.221453,0.098424,-0.113741,-0.012057,0.015748,-0.004983,0.186082,0.199862,0.008858,-0.048228,-0.003014,-0.206936,0.062991,0.055363,0.093564,0,1.051310,0.171957,0.076132,-0.263862,-0.982650,-0.626941,1.658554,-0.729604,-1.643473,-0.015572,-0.570960,-0.050696,-0.627917,0.067191,-0.285955,0.711741,-0.866878,-1.444345,0.223967,0.603448,-0.366739,0.665701,-0.719349,-0.835428,-0.788011,-0.954672,0.831542,-1.003638,0.140058,-0.198808,-1.580753,-0.981096,-0.906752,-0.864644,-0.121526,1.061461,1.533767,-0.047321,-1.293303,-0.347748,0.092135,1.284446,-0.899977,-0.310946,0.407853,0.094679,0.367888,-0.340575,0.614997,-0.839511,-0.394432,-0.928507,0.623391,-1.361775,-1.210027,0.209806,0.320813,-0.494104,-0.523740,1.823850,-0.916311,-0.730693,-1.043055,0.552522,-2.946636,3.852219,-2.577717,-621936.789930,569583.611702,0.035700,0.063500,0.040900,0.322200,0.161250,0.076050,pair_00314,0.049402,-621915.450606,569596.052039,4,4
wildfire_2005_1302,wildfire,2005,19,-76.966441,48.844142,0.601834,0.079723,-0.088827,0.062991,-0.108512,-0.071111,-0.119093,-0.084214,0.236463,0.084214,-0.013841,0.079723,0.003937,-0.055363,-0.055363,-0.103406,-0.088827,-0.010396,0.013841,0.179377,-0.135886,0.066990,-0.160000,0.055363,-0.088827,0.059116,0.236463,-0.192910,0.022207,0.284444,-0.041584,0.166336,0.066990,0.221453,0.084214,-0.113741,0.062991,0.135886,-0.006151,0.024606,0.135886,-0.199862,-0.066990,-0.135886,0.206936,0.013841,0.048228,-0.044844,-0.135886,0.251965,-0.093564,0.124567,-0.119093,-0.044844,0.093564,0.084214,0.172795,0.214133,0.103406,-0.119093,-0.071111,-0.179377,0.141730,0.124567,0.119093,2,0.784245,0.430634,0.789558,0.568257,-0.852047,1.816272,-0.602419,1.171234,1.033505,-1.519804,0.362577,0.950949,1.408373,0.979842,2.685629,-1.325315,0.368670,0.382068,2.733548,-1.927242,0.460665,-1.866269,1.801772,0.665229,1.171700,1.983133,-1.243185,-0.031001,-1.242585,0.782398,1.362721,0.806192,2.152308,0.719250,-0.458736,-1.239178,-0.329340,-0.646378,0.829629,1.649387,-0.866535,-1.211207,1.202236,0.455083,-1.180964,-1.527180,-2.841086,2.096920,1.790321,2.139149,0.375951,-1.053415,-0.367312,1.146870,0.912612,-0.145806,0.575451,1.746983,-1.606141,-0.186233,0.288133,1.461982,0.461230,1.171210,8.592401,0.078004,3.581441,-617079.647156,574712.132630,0.027100,0.042300,0.027100,0.250200,0.124750,0.060800,pair_00315,0.245847,-617036.220075,574827.129344,0,0
probable_harvest_2005_1987,probable_harvest,2005,19,-76.965632,48.846298,0.572010,0.051734,-0.093564,0.059116,-0.066990,-0.044844,-0.153787,-0.032541,0.292872,0.093564,0.007443,0.192910,-0.029773,-0.059116,-0.079723,-0.153787,-0.075356,-0.059116,0.044844,0.113741,-0.113741,0.135886,-0.088827,0.022207,-0.098424,0.135886,0.124567,-0.192910,0.098424,0.251965,-0.041584,0.153787,0.108512,0.113741,0.130165,-0.093564,0.024606,0.088827,-0.062991,0.012057,0.059116,-0.244152,-0.071111,-0.119093,0.199862,-0.019931,0.066990,0.066990,-0.244152,0.244152,-0.098424,0.066990,-0.098424,-0.075356,0.032541,0.098424,0.228897,0.221453,0.075356,-0.093564,-0.044844,-0.179377,0.098424,0.160000,0.071111,2,-0.036800,0.302954,0.728407,1.165790,-0.043820,1.044299,1.156116,1.836782,1.253095,-0.785722,1.853642,0.344428,1.325619,0.209246,1.677875,-1.189841,-1.222475,0.825902,1.726885,-1.523766,2.267082,-0.383734,1.046837,0.262299,2.403800,-0.317283,-1.243185,1.552569,-2.099434,0.782398,1.066632,1.966210,0.578743,1.685102,0.199627,-1.852682,-0.993185,-1.526392,0.657500,-0.254681,-1.680499,-1.277219,1.581802,0.258446,-1.780044,-1.155808,-0.578125,-0.176525,1.650951,2.025963,-1.320705,-0.571010,-1.289243,-0.820383,1.250770,1.355666,0.706062,1.082093,-1.216213,0.589111,0.288133,0.256011,1.231424,0.008374,8.527417,-1.502831,-2.865671,-616992.792993,574942.126057,0.023800,0.040500,0.024100,0.239650,0.143900,0.068350,pair_00315,0.245847,-617036.220075,574827.129344,0,0
wildfire_2005_0493,wildfire,2005,19,-77.045403,48.782697,0.510101,0.059116,-0.071111,-0.006151,-0.192910,-0.048228,-0.228897,-0.022207,0.059116,-0.038447,0.029773,-0.059116,-0.084214,-0.179377,-0.071111,-0.276140,0.172795,-0.024606,-0.093564,0.017778,0.012057,0.035433,-0.017778,-0.071111,-0.124567,-0.051734,0.113741,-0.038447,-0.027128,0.346021,-0.108512,0.055363,0.019931,-0.032541,0.017778,-0.124567,0.206936,0.221453,0.071111,-0.098424,0.075356,-0.093564,0.088827,-0.251965,0.153787,0.153787,0.153787,0.098424,-0.259900,0.141730,-0.214133,0.113741,-0.119093,-0.019931,0.019931,-0.019931,0.179377,0.153787,0.008858,0.012057,-0.035433,-0.186082,0.079723,0.048228,0.062991,2,0.179739,0.908193,-0.301450,-0.646282,-0.147925,-0.626941,1.507823,-0.921212,-1.847172,-0.015572,-1.466409,-0.635081,-1.326578,0.481679,-0.769530,1.305599,-0.095414,-1.155500,0.255101,0.768201,-0.366739,1.096239,-1.077908,-0.835428,-0.607342,-0.539863,1.223501,-1.056040,0.381858,-0.758081,-1.255635,-0.508496,-1.558285,-0.677162,-0.812004,1.061461,0.877731,0.549832,-0.857916,0.148103,1.086980,1.284446,-1.421359,-1.022259,1.301562,0.562242,0.057944,-0.507208,-0.176234,-0.669015,0.056922,-1.053415,0.385473,-1.226923,-1.565752,0.030354,-0.501270,-0.494104,0.397053,0.866927,-0.004913,-0.264749,-1.198164,-0.188413,-5.101355,2.781302,-1.108699,-623617.818646,568643.350446,0.037250,0.062650,0.047900,0.301300,0.195250,0.097000,pair_00316,0.164538,-623543.959347,568679.585587,4,4
probable_harvest_2005_0110,probable_harvest,2005,19,-77.043516,48.783506,0.630664,0.084214,-0.093564,0.024606,-0.141730,-0.119093,-0.153787,0.019931,0.141730,-0.041584,-0.000246,0.098424,-0.035433,-0.124567,-0.041584,-0.244152,0.027128,-0.000984,-0.113741,0.008858,0.017778,0.071111,-0.130165,-0.024606,-0.153787,0.024606,0.130165,-0.066990,0.007443,0.318893,-0.048228,0.051734,0.012057,0.075356,0.059116,-0.119093,0.166336,0.221453,-0.017778,-0.103406,0.048228,-0.276140,-0.004983,-0.214133,0.166336,0.051734,0.103406,0.119093,-0.236463,0.192910,-0.135886,0.103406,-0.135886,-0.093564,0.032541,0.079723,0.199862,0.251965,0.007443,-0.022207,-0.066990,-0.221453,0.062991,0.130165,0.075356,2,0.915973,0.302954,0.183874,0.090232,-2.328431,1.044299,2.941865,0.053521,-1.920850,-1.050925,0.608927,0.242604,-0.117827,1.415735,-0.129686,-0.159250,0.676050,-1.444345,0.118301,0.872432,0.568727,-1.244809,-0.019037,-2.062298,0.617847,-0.202199,0.767689,-0.337746,-0.333806,0.629483,-1.341269,-0.728470,0.017976,0.191717,-0.633363,0.412562,0.877731,-0.826381,-0.926262,-0.524729,-2.268362,-0.218069,-0.566292,-0.673442,-0.508773,-0.434982,0.476181,-0.015059,0.736810,1.153426,-0.247606,-1.445369,-1.839427,-0.820383,0.805748,0.578588,1.250459,-0.527640,-0.126296,-0.064575,-1.550794,-0.730693,0.582910,0.111241,1.629065,3.067307,-2.860834,-623470.100048,568715.820729,0.029250,0.047600,0.029300,0.249600,0.139800,0.067450,pair_00316,0.164538,-623543.959347,568679.585587,4,4
wildfire_2005_0263,wildfire,2005,19,-77.013872,48.806413,0.500799,0.113741,-0.098424,0.075356,-0.119093,-0.017778,-0.147697,-0.066990,0.228897,0.079723,0.041584,0.108512,0.010396,-0.130165,-0.038447,-0.206936,-0.051734,-0.027128,0.022207,0.093564,-0.071111,0.079723,-0.108512,0.032541,-0.098424,0.038447,0.166336,-0.172795,0.044844,0.318893,-0.035433,0.119093,0.044844,0.108512,0.075356,-0.113741,0.119093,0.179377,-0.032541,-0.019931,0.135886,-0.192910,-0.032541,-0.147697,0.199862,0.007443,0.079723,0.051734,-0.276140,0.206936,-0.214133,0.108512,-0.059116,0.006151,0.051734,0.059116,0.199862,0.214133,0.088827,-0.044844,-0.066990,-0.192910,0.135886,0.113741,0.071111,3,1.782131,0.171957,0.984658,0.415997,0.789012,1.179805,-0.016240,1.081962,0.928044,0.391780,0.741826,1.067162,-0.241280,1.514979,0.614749,-0.952298,-0.177784,0.501832,1.417433,-0.747075,0.794530,-0.793770,1.282141,0.262299,0.839980,0.541421,-0.921956,0.439341,-0.333806,0.923986,0.248032,0.187515,0.502357,0.533062,-0.458736,-0.342519,0.284175,-1.054956,0.218738,1.649387,-0.738787,-0.659464,0.935288,0.258446,-1.294451,-0.903762,-0.886824,-0.848225,0.987019,-0.669015,-0.097155,0.346421,1.173575,-0.201650,0.315345,0.578588,0.575451,1.401415,-0.472063,-0.064575,-0.303335,1.299244,0.225893,0.008374,4.752393,0.120305,1.189879,-621016.076626,570975.672096,0.032850,0.048750,0.036200,0.235500,0.152100,0.078100,pair_00317,0.427497,-620854.146522,570836.147710,2,2
probable_harvest_2005_1270,probable_harvest,2005,19,-77.009021,48.804257,0.471143,0.062991,-0.124567,-0.027128,-0.192910,-0.038447,-0.236463,-0.024606,0.059116,-0.029773,0.038447,-0.027128,-0.079723,-0.160000,-0.119093,-0.259900,0.135886,-0.035433,-0.079723,-0.012057,0.013841,0.006151,-0.035433,-0.088827,-0.119093,-0.035433,0.103406,-0.059116,-0.027128,0.355309,-0.103406,0.029773,0.044844,-0.002215,0.010396,-0.098424,0.214133,0.192910,0.059116,-0.093564,0.075356,-0.103406,0.093564,-0.251965,0.186082,0.147697,0.130165,0.113741,-0.267958,0.130165,-0.221453,0.113741,-0.098424,-0.027128,0.059116,-0.027128,0.186082,0.141730,-0.015748,-0.006151,-0.004983,-0.199862,0.055363,0.093564,0.079723,3,0.293422,-0.532774,-0.632441,-0.646282,0.153031,-0.795297,1.426176,-0.921212,-1.643473,0.283577,-1.045021,-0.554285,-0.899242,-1.036163,-0.444686,0.934438,-0.449002,-0.957360,-0.202473,0.800703,-1.134466,0.728488,-1.481288,-0.605551,-0.345718,-0.752326,0.893430,-1.056040,0.626904,-0.640563,-1.859425,0.187515,-1.115242,-0.832319,0.041057,1.176493,0.475085,0.364114,-0.791258,0.148103,0.906099,1.360311,-1.421359,-0.124568,1.193531,0.094679,0.367888,-0.676425,-0.382546,-0.839511,0.056922,-0.571010,0.168002,0.036324,-1.737027,0.209806,-0.716395,-1.077340,0.118936,1.765745,-0.607134,-0.943108,-0.212690,0.217088,-4.914763,2.228336,-1.911909,-620692.216419,570696.623323,0.036500,0.059700,0.044200,0.269000,0.185700,0.095300,pair_00317,0.427497,-620854.146522,570836.147710,2,2
wildfire_2005_0032,wildfire,2005,19,-76.997433,48.837135,0.391775,0.029773,-0.093564,-0.002215,-0.228897,-0.044844,-0.214133,-0.062991,0.055363,-0.003937,0.024606,0.000984,-0.098424,-0.141730,-0.079723,-0.267958,0.186082,0.000984,-0.113741,-0.032541,-0.038447,0.038447,-0.059116,-0.029773,-0.130165,-0.098424,0.166336,-0.038447,-0.055363,0.318893,-0.088827,0.103406,0.015748,0.075356,-0.022207,-0.088827,0.214133,0.179377,0.108512,-0.108512,0.027128,-0.062991,0.032541,-0.221453,0.179377,0.103406,0.130165,0.135886,-0.206936,0.124567,-0.267958,0.166336,-0.088827,-0.035433,0.113741,0.000984,0.186082,0.141730,-0.044844,0.029773,-0.038447,-0.179377,0.103406,0.075356,0.084214,4,-0.681005,0.302954,-0.239329,-1.164143,-0.043820,-0.298442,0.119837,-0.965485,-1.036711,-0.193789,-0.674686,-0.890749,-0.496325,0.209246,-0.605877,1.439217,0.740339,-1.444345,-0.516642,-0.151948,-0.287708,0.235164,-0.136690,-1.070470,-1.356672,0.541421,1.223501,-1.642689,-0.333806,-0.304999,-0.122079,-0.625357,0.017976,-1.517596,0.354181,1.176493,0.284175,1.128888,-0.996295,-1.048042,1.648842,0.382937,-0.731744,-0.310946,0.407853,0.094679,0.815999,0.604972,-0.482410,-1.922660,1.606752,-0.347036,-0.082927,1.797333,-1.068030,0.209806,-0.716395,-1.767018,0.667653,0.777953,0.288133,0.394766,-0.608484,0.325918,-4.540874,2.579010,1.761871,-619419.782633,574209.757721,0.044500,0.063100,0.054550,0.254850,0.211850,0.112400,pair_00318,0.252654,-619531.799382,574268.159082,0,0
probable_harvest_2005_0562,probable_harvest,2005,19,-77.000667,48.837943,0.517561,-0.003014,-0.147697,0.038447,-0.192910,-0.055363,-0.228897,-0.055363,0.103406,-0.013841,0.055363,0.015748,-0.160000,-0.119093,-0.062991,-0.310096,0.166336,0.008858,-0.093564,-0.048228,-0.035433,0.022207,-0.051734,-0.032541,-0.135886,-0.088827,0.141730,-0.051734,-0.007443,0.259900,-0.147697,0.084214,0.013841,0.019931,0.004983,-0.066990,0.192910,0.179377,0.093564,-0.147697,0.035433,-0.135886,-0.006151,-0.186082,0.172795,0.059116,0.147697,0.113741,-0.192910,0.124567,-0.292872,0.130165,-0.019931,-0.022207,0.130165,0.029773,0.206936,0.192910,0.027128,-0.002215,0.004983,-0.179377,0.071111,0.048228,0.108512,1,-1.642801,-1.156253,0.402270,-0.646282,-0.367489,-0.626941,0.379430,-0.398645,-1.269303,0.867023,-0.480199,-1.998646,0.002912,0.738544,-1.448749,1.240646,0.997494,-1.155500,-0.757222,-0.097031,-0.713506,0.388927,-0.199718,-1.310679,-1.202660,0.035557,1.011313,-0.647047,-1.890091,-1.659997,-0.574921,-0.678632,-0.791722,-0.946101,1.066739,0.837296,0.284175,0.897456,-1.533778,-0.842074,0.309192,-0.236789,0.067708,-0.493904,-0.377826,0.441699,0.367888,0.899486,-0.482410,-2.502919,0.540904,1.260980,0.316700,2.326826,-0.382930,0.767919,0.196787,-0.061051,0.179069,2.059903,0.288133,-0.504573,-1.198164,0.914790,-3.654583,1.420450,0.195004,-619643.816132,574326.560443,0.039150,0.065850,0.048400,0.300800,0.184850,0.096150,pair_00318,0.252654,-619531.799382,574268.159082,0,0
wildfire_2005_1881,wildfire,2005,19,-77.008751,48.837943,0.655851,-0.041584,-0.024606,0.093564,0.000554,-0.013841,-0.228897,-0.035433,0.318893,0.172795,0.044844,0.221453,-0.075356,-0.093564,-0.103406,-0.244152,0.019931,-0.012057,-0.019931,-0.044844,-0.130165,0.141730,-0.055363,0.013841,-0.093564,0.147697,0.147697,-0.153787,0.084214,0.214133,0.008858,0.071111,0.124567,0.103406,0.088827,-0.027128,0.001538,0.119093,-0.071111,-0.027128,-0.024606,-0.113741,-0.048228,-0.103406,0.147697,-0.013841,0.044844,0.135886,-0.267958,0.244152,-0.108512,0.059116,0.003014,-0.108512,0.075356,0.066990,0.228897,0.310096,-0.015748,-0.071111,-0.062991,-0.153787,0.051734,0.093564,0.079723,1,-2.774219,2.161784,1.271970,2.137775,0.910151,-0.626941,1.057722,2.143790,3.113833,0.504226,2.229650,-0.475703,0.565911,-0.539945,-0.129686,-0.231627,0.314426,-0.101394,-0.705332,-1.823011,2.420305,0.313327,0.856352,0.466347,2.593353,0.158229,-0.618409,1.257327,-3.097469,1.943421,-0.884073,2.414751,0.427767,0.816223,2.367408,-2.221374,-0.566241,-1.652109,0.120016,-2.331153,0.716174,-0.910704,1.936342,-1.191538,-1.672014,-1.594148,0.815999,-0.676425,1.650951,1.790994,-1.552726,1.796507,-2.291098,0.559867,0.502723,1.355666,2.287668,-1.077340,-0.873265,0.053452,1.406544,-1.044177,-0.212690,0.217088,5.494465,0.516142,-4.358500,-620230.309262,574396.593536,0.026300,0.045800,0.022700,0.381900,0.175800,0.076900,pair_00319,0.062814,-620217.012950,574425.047081,2,2
probable_harvest_2005_0331,probable_harvest,2005,19,-77.008482,48.838482,0.632991,-0.000984,-0.019931,0.124567,-0.035433,-0.006151,-0.192910,-0.012057,0.327812,0.135886,0.038447,0.192910,-0.079723,-0.103406,-0.051734,-0.251965,0.008858,-0.000984,-0.022207,-0.017778,-0.124567,0.130165,-0.051734,0.010396,-0.124567,0.141730,0.124567,-0.153787,0.098424,0.221453,-0.024606,0.084214,0.124567,0.062991,0.098424,-0.062991,0.027128,0.124567,-0.055363,-0.059116,0.003937,-0.153787,-0.055363,-0.130165,0.141730,0.006151,0.062991,0.108512,-0.276140,0.228897,-0.124567,0.066990,-0.002215,-0.098424,0.071111,0.062991,0.244152,0.301423,0.013841,-0.038447,-0.066990,-0.186082,0.062991,0.108512,0.075356,1,-1.583253,2.287806,1.761176,1.619914,1.146752,0.173776,1.853249,2.249029,2.247030,0.283577,1.853642,-0.554285,0.348851,1.094653,-0.285955,-0.342975,0.676050,-0.133978,-0.290214,-1.721021,2.117085,0.388927,0.777917,-0.835428,2.497589,-0.317283,-0.618409,1.552569,-2.904353,1.173182,-0.574921,2.414751,-0.162656,1.017927,1.197207,-1.812372,-0.489010,-1.408295,-0.318745,-1.623230,-0.019785,-1.024994,1.331538,-1.357397,-1.317367,-1.234953,0.262084,-0.848225,1.378793,1.417050,-1.320705,1.674470,-1.986267,0.423032,0.407570,1.763961,2.132910,-0.375998,-0.374346,-0.064575,-0.004913,-0.730693,0.112236,0.111241,5.310006,0.659838,-3.806560,-620203.716637,574453.500626,0.024200,0.049600,0.024500,0.360800,0.184800,0.084100,pair_00319,0.062814,-620217.012950,574425.047081,2,2
wildfire_2005_0392,wildfire,2005,19,-77.025191,48.793477,0.632627,0.066990,-0.093564,0.044844,-0.108512,-0.088827,-0.244152,-0.044844,0.147697,0.006151,0.032541,0.075356,-0.051734,-0.130165,-0.108512,-0.267958,0.038447,-0.044844,-0.071111,0.008858,-0.022207,0.059116,-0.071111,-0.013841,-0.108512,-0.038447,0.172795,-0.103406,-0.007443,0.318893,-0.075356,0.088827,-0.008858,0.075356,0.032541,-0.103406,0.179377,0.267958,0.017778,-0.088827,0.029773,-0.160000,0.022207,-0.214133,0.199862,0.059116,0.113741,0.113741,-0.236463,0.199862,-0.192910,0.075356,-0.075356,-0.024606,0.044844,0.027128,0.186082,0.251965,0.029773,-0.075356,-0.038447,-0.192910,0.088827,0.062991,0.084214,2,0.410714,0.302954,0.503217,0.568257,-1.397173,-0.966391,0.737417,0.123922,-0.799785,0.079901,0.305041,-0.050696,-0.241280,-0.701459,-0.605877,-0.045428,-0.756382,-0.834073,0.118301,0.143934,0.254217,-0.014702,0.226072,-0.161295,-0.394094,0.674210,0.186137,-0.647047,-0.333806,0.005079,-0.466065,-1.312776,0.017976,-0.366848,-0.121526,0.620996,1.533767,-0.275896,-0.726288,-0.982438,-0.133966,0.217414,-0.566292,0.258446,-0.377826,-0.230423,0.367888,-0.015059,0.860817,-0.174721,-1.074182,-0.032612,0.244210,-0.423760,-0.445877,0.209806,1.250459,0.001647,-0.938096,0.777953,-0.303335,-0.011221,-0.877250,0.325918,0.115608,2.940790,-1.762752,-622007.979574,569652.221134,0.033550,0.056800,0.035800,0.314250,0.153350,0.071050,pair_00320,0.084025,-621982.151688,569619.085392,4,4
probable_harvest_2005_0773,probable_harvest,2005,19,-77.024382,48.792938,0.613272,0.088827,-0.103406,0.010396,-0.160000,-0.079723,-0.221453,-0.024606,0.079723,-0.024606,0.029773,0.010396,-0.048228,-0.147697,-0.088827,-0.244152,0.108512,-0.048228,-0.103406,0.006151,0.012057,0.044844,-0.051734,-0.055363,-0.119093,-0.059116,0.108512,-0.062991,-0.032541,0.336855,-0.066990,0.038447,0.004983,0.019931,0.006151,-0.103406,0.206936,0.276140,0.015748,-0.124567,0.044844,-0.153787,0.079723,-0.244152,0.179377,0.098424,0.130165,0.124567,-0.259900,0.186082,-0.214133,0.103406,-0.119093,-0.015748,0.012057,0.001538,0.179377,0.199862,0.007443,-0.038447,-0.010396,-0.206936,0.062991,0.066990,0.079723,0,1.051310,0.037643,-0.040346,-0.172683,-1.117039,-0.461323,1.426176,-0.678073,-1.522121,-0.015572,-0.550701,0.012392,-0.627917,-0.078755,-0.129686,0.659160,-0.866878,-1.296400,0.076789,0.768201,-0.119969,0.388927,-0.719349,-0.605551,-0.725813,-0.647359,0.831542,-1.168513,0.140058,0.197639,-1.654775,-0.926103,-0.791722,-0.921535,-0.121526,1.061461,1.649180,-0.307325,-1.216519,-0.608642,-0.019785,1.138628,-1.244784,-0.310946,0.319464,0.094679,0.586964,-0.507208,0.614997,-0.669015,-0.247606,-1.053415,0.511867,-1.480762,-1.054855,0.030354,0.320813,-0.527640,-0.374346,1.605955,-0.916311,-0.730693,-0.790335,0.217088,-2.740260,3.844659,-2.585766,-621956.323801,569585.949649,0.035800,0.061150,0.039750,0.316800,0.163450,0.076050,pair_00320,0.084025,-621982.151688,569619.085392,4,4
wildfire_2005_0731,wildfire,2005,19,-77.034892,48.770300,0.637134,0.035433,-0.066990,0.066990,-0.024606,0.007443,-0.206936,-0.048228,0.327812,0.093564,0.051734,0.228897,-0.051734,-0.093564,-0.075356,-0.236463,-0.032541,-0.075356,-0.001538,0.015748,-0.062991,0.160000,-0.022207,-0.027128,-0.093564,0.160000,0.051734,-0.147697,0.098424,0.199862,0.000554,0.130165,0.098424,0.019931,0.098424,-0.088827,0.075356,0.135886,-0.179377,-0.008858,0.035433,-0.221453,-0.038447,-0.088827,0.160000,-0.035433,0.093564,0.166336,-0.310096,0.192910,-0.135886,0.010396,-0.088827,-0.075356,-0.010396,0.035433,0.228897,0.251965,0.066990,-0.108512,-0.008858,-0.160000,0.066990,0.038447,0.041584,4,-0.514991,1.019291,0.852650,1.775715,1.565061,-0.138299,0.622275,2.249029,1.253095,0.741848,2.327704,-0.050696,0.565911,0.347408,0.024123,-0.759294,-1.752857,0.161912,0.223967,-0.599134,2.899328,1.003981,-0.076463,0.466347,2.790805,-1.814640,-0.521156,1.552569,-3.473964,1.752277,0.509288,1.684369,-0.791722,1.017927,0.354181,-1.041559,-0.329340,-3.328326,0.370617,-0.842074,-1.263342,-0.754048,2.265855,-0.849560,-2.055032,-0.629800,1.432152,-1.561260,0.736810,1.153426,-2.988358,-0.347036,-1.289243,-2.204600,-0.248252,1.355666,1.250459,0.883793,-1.444532,1.651350,1.135007,-0.619346,-1.410769,-0.707217,5.656405,-0.672502,-6.906477,-623017.681516,567189.288418,0.024700,0.044000,0.024200,0.318450,0.160200,0.068500,pair_00321,0.275684,-622963.367722,567062.598124,4,4
