sample_id,disturbance_type,disturbance_year,years_since_disturbance,lon,lat,NBR_2024,embedding_A00,embedding_A01,embedding_A02,embedding_A03,embedding_A04,embedding_A05,embedding_A06,embedding_A07,embedding_A08,embedding_A09,embedding_A10,embedding_A11,embedding_A12,embedding_A13,embedding_A14,embedding_A15,embedding_A16,embedding_A17,embedding_A18,embedding_A19,embedding_A20,embedding_A21,embedding_A22,embedding_A23,embedding_A24,embedding_A25,embedding_A26,embedding_A27,embedding_A28,embedding_A29,embedding_A30,embedding_A31,embedding_A32,embedding_A33,embedding_A34,embedding_A35,embedding_A36,embedding_A37,embedding_A38,embedding_A39,embedding_A40,embedding_A41,embedding_A42,embedding_A43,embedding_A44,embedding_A45,embedding_A46,embedding_A47,embedding_A48,embedding_A49,embedding_A50,embedding_A51,embedding_A52,embedding_A53,embedding_A54,embedding_A55,embedding_A56,embedding_A57,embedding_A58,embedding_A59,embedding_A60,embedding_A61,embedding_A62,embedding_A63,spatial_fold,std_A00,std_A01,std_A02,std_A03,std_A04,std_A05,std_A06,std_A07,std_A08,std_A09,std_A10,std_A11,std_A12,std_A13,std_A14,std_A15,std_A16,std_A17,std_A18,std_A19,std_A20,std_A21,std_A22,std_A23,std_A24,std_A25,std_A26,std_A27,std_A28,std_A29,std_A30,std_A31,std_A32,std_A33,std_A34,std_A35,std_A36,std_A37,std_A38,std_A39,std_A40,std_A41,std_A42,std_A43,std_A44,std_A45,std_A46,std_A47,std_A48,std_A49,std_A50,std_A51,std_A52,std_A53,std_A54,std_A55,std_A56,std_A57,std_A58,std_A59,std_A60,std_A61,std_A62,std_A63,PC1,PC2,PC3
probable_harvest_2012_0369,probable_harvest,2012,12,-76.834658,48.851149,0.402522,0.029773,-0.062991,-0.024606,-0.179377,-0.013841,-0.214133,-0.071111,0.051734,0.048228,0.055363,-0.079723,-0.079723,-0.192910,-0.088827,-0.292872,0.186082,0.003937,-0.012057,-0.055363,-0.017778,-0.010396,0.008858,-0.051734,-0.113741,-0.084214,0.113741,-0.098424,-0.002215,0.364721,-0.113741,0.113741,0.024606,-0.007443,0.003014,-0.075356,0.172795,0.130165,0.141730,-0.088827,0.055363,-0.084214,0.113741,-0.251965,0.153787,0.179377,0.166336,0.088827,-0.267958,0.088827,-0.228897,0.119093,-0.062991,-0.000062,0.079723,0.004983,0.153787,0.108512,0.017778,0.055363,-0.041584,-0.206936,0.055363,0.071111,0.048228,0,-0.681005,1.127074,-0.592644,-0.451531,0.910151,-0.298442,-0.156504,-1.008307,0.188371,0.867023,-1.737880,-0.554285,-1.625035,-0.078755,-1.104218,1.439217,0.836772,0.011325,-0.866662,0.224629,-1.568329,1.651068,-0.636712,-0.380840,-1.128615,-0.539863,0.265708,-0.538408,0.875196,-0.878431,0.121759,-0.377887,-1.191629,-0.987476,0.793759,0.515796,-0.410043,1.643182,-0.726288,-0.347748,1.258817,1.683475,-1.421359,-1.022259,1.755510,0.810635,-0.136237,-0.676425,-1.120005,-1.012872,0.214624,0.255970,0.985843,0.700669,-0.972877,-0.654528,-1.309085,-0.282680,1.058520,0.685348,-0.916311,-0.943108,-0.700747,-0.546209,-6.264331,0.748273,1.381860
probable_harvest_2012_0370,probable_harvest,2012,12,-76.835736,48.853844,0.052363,-0.002215,-0.088827,-0.079723,-0.276140,0.007443,-0.199862,-0.103406,0.022207,0.079723,0.032541,-0.088827,-0.088827,-0.135886,-0.075356,-0.284444,0.153787,0.017778,0.098424,-0.071111,-0.015748,0.001538,0.044844,-0.055363,-0.098424,-0.135886,0.041584,-0.093564,0.032541,0.383914,-0.172795,0.166336,0.006151,0.019931,0.022207,-0.113741,0.098424,0.019931,0.192910,0.048228,0.093564,-0.119093,0.071111,-0.199862,0.147697,0.153787,0.206936,0.071111,-0.214133,0.041584,-0.221453,0.160000,-0.007443,-0.003014,0.071111,0.029773,0.153787,0.059116,0.006151,0.103406,-0.075356,-0.186082,0.038447,0.098424,0.024606,0,-1.619342,0.430634,-1.462345,-1.844002,1.565061,0.019107,-1.255588,-1.356685,0.928044,0.079901,-1.857814,-0.718090,-0.367446,0.347408,-0.935643,1.114451,1.288802,1.592925,-1.108186,0.261614,-1.255432,2.400665,-0.719349,0.262299,-1.957913,-2.023309,0.343313,0.183720,1.381516,-2.237677,1.362721,-0.893450,-0.791722,-0.584068,-0.458736,-0.672867,-1.965090,2.435576,1.153638,0.599709,0.617820,1.000693,-0.243730,-1.191538,1.301562,1.614259,-0.494726,0.453839,-1.962814,-0.839511,1.420047,1.552433,0.896624,0.423032,-0.382930,-0.654528,-2.190438,-0.558260,1.792336,-0.311523,-0.004913,-1.414191,-0.107056,-1.118681,-6.682172,-4.415187,3.354371
probable_harvest_2012_0371,probable_harvest,2012,12,-76.843821,48.849532,0.488498,0.029773,-0.084214,-0.004983,-0.113741,-0.055363,-0.259900,-0.024606,0.130165,0.022207,0.051734,0.041584,-0.048228,-0.147697,-0.153787,-0.251965,0.093564,-0.022207,-0.029773,-0.066990,-0.008858,0.032541,-0.066990,-0.059116,-0.108512,0.024606,0.153787,-0.113741,0.017778,0.364721,-0.066990,0.055363,0.055363,0.051734,0.048228,-0.059116,0.130165,0.172795,0.044844,-0.071111,-0.029773,-0.135886,0.055363,-0.267958,0.172795,0.130165,0.153787,0.160000,-0.292872,0.135886,-0.153787,0.103406,-0.051734,-0.079723,0.075356,0.051734,0.172795,0.199862,-0.048228,0.048228,-0.084214,-0.206936,0.038447,0.160000,0.044844,2,-0.681005,0.554998,-0.283008,0.493013,-0.367489,-1.316790,1.426176,-0.082927,-0.422725,0.741848,-0.139847,0.012392,-0.627917,-2.133679,-0.285955,0.508840,-0.017062,-0.242294,-1.044975,0.387140,-0.442544,0.071150,-0.804787,-0.161295,0.617847,0.283430,0.021102,-0.123024,0.875196,0.197639,-1.255635,0.481386,-0.327112,-0.037140,1.323661,-0.165547,0.191323,0.143158,-0.483281,-2.459311,0.309192,0.748467,-1.782850,-0.493904,0.882533,0.562242,1.303942,-1.199576,-0.280487,0.736500,-0.247606,0.518708,-1.421213,0.559867,0.139678,-0.145806,0.320813,-1.847213,0.949528,-0.572997,-0.916311,-1.414191,1.231424,-0.628203,-2.685992,1.271716,-2.930799
probable_harvest_2012_0372,probable_harvest,2012,12,-76.876160,48.836596,0.523773,0.032541,-0.124567,0.019931,-0.071111,-0.071111,-0.186082,0.032541,0.236463,0.038447,-0.003014,0.236463,-0.048228,-0.055363,-0.141730,-0.199862,-0.008858,-0.044844,-0.048228,-0.027128,-0.022207,0.062991,-0.098424,-0.035433,-0.119093,0.119093,0.088827,-0.113741,0.084214,0.236463,-0.032541,0.071111,0.124567,0.066990,0.103406,-0.066990,0.098424,0.130165,-0.055363,-0.088827,-0.017778,-0.179377,-0.055363,-0.147697,0.206936,0.035433,0.113741,0.160000,-0.318893,0.186082,-0.147697,0.062991,-0.075356,-0.119093,0.038447,0.075356,0.236463,0.251965,-0.035433,-0.022207,-0.055363,-0.214133,0.071111,0.186082,0.048228,1,-0.599803,-0.532774,0.110105,1.106479,-0.852047,0.325707,3.371032,1.171234,-0.041332,-1.146398,2.427378,0.012392,1.408373,-1.752272,0.756253,-0.521132,-0.756382,-0.506481,-0.433618,0.143934,0.355828,-0.583626,-0.265547,-0.605551,2.134278,-1.052050,0.021102,1.257327,-2.508385,0.990533,-0.884073,2.414751,-0.104243,1.122658,1.066739,-0.672867,-0.410043,-1.408295,-0.726288,-2.161800,-0.490076,-1.024994,0.935288,0.455083,-0.797946,-0.230423,1.303942,-1.745978,0.614997,0.878341,-1.438528,-0.032612,-2.610800,-0.630004,0.701812,1.558167,1.250459,-1.543930,-0.126296,0.278610,-1.230864,-0.504573,1.798372,-0.546209,3.850827,0.251719,-6.666702
probable_harvest_2012_0373,probable_harvest,2012,12,-76.827651,48.853844,0.363331,0.059116,-0.124567,0.024606,-0.192910,-0.010396,-0.206936,-0.066990,0.084214,0.013841,0.027128,0.001538,-0.066990,-0.153787,-0.098424,-0.292872,0.141730,-0.003014,-0.003937,-0.035433,0.007443,0.019931,-0.008858,-0.066990,-0.130165,-0.051734,0.055363,-0.079723,0.062991,0.336855,-0.098424,0.084214,0.013841,-0.075356,0.071111,-0.084214,0.192910,0.124567,0.075356,-0.119093,0.084214,-0.130165,0.075356,-0.214133,0.199862,0.135886,0.206936,0.103406,-0.310096,0.062991,-0.244152,0.130165,-0.059116,-0.032541,0.048228,-0.012057,0.160000,0.135886,0.012057,0.041584,-0.041584,-0.206936,0.055363,0.113741,0.035433,0,0.179739,-0.532774,0.183874,-0.646282,1.016148,-0.138299,-0.016240,-0.625091,-0.619200,-0.106802,-0.667393,-0.325179,-0.762223,-0.382323,-1.104218,0.993205,0.609753,0.127568,-0.560984,0.684143,-0.773183,1.282036,-0.984067,-1.070470,-0.607342,-1.740025,0.564343,0.816381,0.140058,-0.525876,-0.574921,-0.678632,-2.183756,0.443847,0.504722,0.837296,-0.489010,0.615547,-1.141424,0.367803,0.414329,1.068675,-0.566292,0.258446,0.984017,1.614259,0.158769,-1.561260,-1.580916,-1.368191,0.540904,0.346421,0.004434,-0.314688,-1.378374,-0.488247,-0.820665,-0.418283,0.848053,0.685348,-0.916311,-0.943108,0.225893,-0.856298,-4.759303,-0.119042,-0.990892
probable_harvest_2012_0374,probable_harvest,2012,12,-76.829538,48.851418,0.417062,0.079723,-0.172795,-0.022207,-0.141730,-0.055363,-0.135886,-0.024606,0.186082,0.048228,0.012057,0.147697,-0.035433,-0.075356,-0.088827,-0.179377,-0.119093,-0.071111,0.084214,0.113741,-0.041584,0.084214,-0.108512,-0.017778,-0.113741,0.084214,0.153787,-0.192910,0.088827,0.327812,-0.079723,0.166336,0.051734,0.071111,0.108512,-0.124567,0.038447,0.084214,-0.027128,0.071111,0.071111,-0.251965,-0.113741,-0.147697,0.221453,0.010396,0.093564,0.084214,-0.236463,0.147697,-0.119093,0.079723,-0.113741,-0.019931,0.027128,0.108512,0.228897,0.160000,0.103406,-0.044844,-0.027128,-0.179377,0.130165,0.199862,0.079723,0,0.784245,-1.832794,-0.554789,0.090232,-0.367489,1.442604,1.426176,0.576814,0.188371,-0.626600,1.258027,0.242604,0.967471,-0.078755,1.165999,-1.629667,-1.614234,1.389501,1.726885,-0.209107,0.912269,-0.793770,0.136432,-0.380840,1.574502,0.283430,-1.243185,1.353185,-0.098497,-0.095448,1.362721,0.379992,-0.044032,1.229975,-0.812004,-1.631467,-1.058268,-0.971145,1.467521,0.042830,-1.824073,-1.960002,0.935288,0.858616,-1.242073,-0.629800,-0.229594,-0.015059,-0.069785,1.544563,-0.945483,-0.928507,0.385473,-0.994898,1.490848,1.355666,-0.390415,1.746983,-0.472063,1.112059,0.288133,1.139933,2.097892,0.217088,6.149600,-3.813986,-1.563663
probable_harvest_2012_0375,probable_harvest,2012,12,-76.834388,48.850879,0.382099,0.010396,-0.055363,-0.062991,-0.199862,-0.003014,-0.228897,-0.084214,0.032541,0.066990,0.038447,-0.093564,-0.093564,-0.186082,-0.093564,-0.292872,0.206936,-0.000246,-0.007443,-0.062991,-0.038447,-0.006151,0.012057,-0.071111,-0.108512,-0.084214,0.113741,-0.075356,0.001538,0.383914,-0.130165,0.130165,0.019931,0.004983,-0.002215,-0.084214,0.153787,0.093564,0.172795,-0.041584,0.055363,-0.062991,0.108512,-0.236463,0.160000,0.179377,0.172795,0.088827,-0.236463,0.071111,-0.221453,0.124567,-0.066990,-0.017778,0.088827,0.008858,0.160000,0.093564,-0.008858,0.059116,-0.044844,-0.199862,0.051734,0.084214,0.051734,0,-1.249421,1.332689,-1.198328,-0.746313,1.243284,-0.626941,-0.602419,-1.234752,0.628996,0.283577,-1.920212,-0.803313,-1.474450,-0.228593,-1.104218,1.648923,0.700159,0.077372,-0.983650,-0.151948,-1.457041,1.717699,-1.077908,-0.161295,-1.128615,-0.539863,0.634090,-0.460444,1.381516,-1.256471,0.509288,-0.508496,-1.010098,-1.097379,0.504722,0.211994,-0.926367,2.124143,-0.078270,-0.347748,1.648842,1.599728,-1.070990,-0.849560,1.755510,0.938484,-0.136237,-0.015059,-1.436058,-0.839511,0.375951,0.162647,0.450529,0.994170,-0.880652,-0.488247,-1.575796,-0.914034,1.115835,0.589111,-0.607134,-1.044177,-0.415936,-0.461232,-6.739536,-0.247366,1.976277
probable_harvest_2012_0376,probable_harvest,2012,12,-76.827651,48.851688,0.194129,0.066990,-0.172795,-0.051734,-0.206936,-0.041584,-0.199862,-0.027128,0.098424,0.055363,0.008858,0.108512,-0.075356,-0.119093,-0.147697,-0.236463,-0.024606,-0.066990,0.071111,-0.019931,-0.000554,0.029773,-0.075356,-0.059116,-0.098424,0.017778,0.113741,-0.147697,0.075356,0.364721,-0.093564,0.119093,0.055363,0.017778,0.066990,-0.135886,0.084214,0.062991,0.044844,0.051734,0.075356,-0.179377,-0.044844,-0.199862,0.214133,0.066990,0.160000,0.124567,-0.318893,0.093564,-0.228897,0.108512,-0.038447,0.007443,0.029773,0.035433,0.206936,0.135886,0.038447,0.044844,-0.051734,-0.166336,0.098424,0.166336,0.029773,0,0.410714,-1.832794,-1.020700,-0.848115,0.056498,0.019107,1.340343,-0.457434,0.355953,-0.736924,0.741826,-0.475703,0.002912,-1.941030,0.024123,-0.679495,-1.479630,1.201928,-0.323234,0.538444,-0.515123,-0.103116,-0.804787,0.262299,0.508261,-0.539863,-0.521156,1.073280,0.875196,-0.414022,0.248032,0.481386,-0.823176,0.357217,-1.181330,-0.899982,-1.357649,0.143158,1.201733,0.148103,-0.490076,-0.856515,-0.243730,0.655140,-0.238150,0.685221,0.586964,-1.745978,-1.035504,-1.012872,-0.097155,0.828826,1.212608,-0.909624,-0.248252,0.767919,-0.820665,0.207238,0.897851,0.385742,0.858092,0.256011,1.369149,-0.993453,-0.482456,-4.198259,-1.592355
probable_harvest_2012_0377,probable_harvest,2012,12,-76.842473,48.854922,0.391537,-0.002215,-0.088827,0.108512,-0.130165,-0.002215,-0.135886,-0.130165,0.084214,0.032541,0.029773,-0.029773,-0.079723,-0.206936,-0.024606,-0.327812,0.084214,0.066990,0.044844,-0.013841,-0.041584,0.032541,-0.048228,0.022207,-0.166336,-0.093564,0.214133,-0.147697,0.003937,0.318893,-0.103406,0.153787,0.027128,0.041584,0.032541,-0.055363,0.153787,0.160000,0.130165,-0.130165,0.130165,-0.124567,0.002215,-0.192910,0.179377,0.119093,0.179377,0.038447,-0.206936,0.130165,-0.267958,0.141730,-0.000554,0.000246,0.098424,0.113741,0.098424,0.172795,0.135886,0.017778,-0.032541,-0.147697,0.075356,0.055363,0.027128,0,-1.619342,0.430634,1.507837,0.256655,1.267891,1.442604,-2.166258,-0.625091,-0.180020,-0.015572,-1.079867,-0.554285,-1.934345,1.952818,-1.803124,0.414812,2.896019,0.825902,-0.229833,-0.209107,-0.442544,0.461965,1.046837,-2.589207,-1.278679,1.524061,-0.521156,-0.410598,-0.333806,-0.640563,1.066632,-0.307426,-0.475392,-0.366848,1.446101,0.211994,0.010827,1.464132,-1.293303,1.507498,0.517205,-0.102794,-0.086621,-0.310946,0.686114,1.068769,-1.155690,0.604972,-0.382546,-1.922660,0.881685,1.713235,0.995137,1.303537,1.615278,-2.136244,-0.162120,2.516855,0.484434,0.952269,1.672705,-0.386374,-1.043055,-1.057558,-2.036911,-0.009896,6.055809
probable_harvest_2012_0378,probable_harvest,2012,12,-76.837622,48.849801,0.035925,0.024606,-0.103406,-0.103406,-0.251965,0.003937,-0.206936,-0.108512,-0.008858,0.059116,0.048228,-0.048228,-0.062991,-0.160000,-0.103406,-0.276140,0.172795,-0.001538,-0.003014,-0.098424,0.013841,0.051734,-0.041584,-0.062991,-0.135886,-0.124567,0.124567,-0.071111,-0.024606,0.364721,-0.135886,0.147697,-0.006151,0.071111,-0.038447,-0.071111,0.141730,0.075356,0.124567,0.035433,0.059116,-0.119093,0.066990,-0.236463,0.160000,0.130165,0.172795,0.166336,-0.206936,0.041584,-0.186082,0.186082,-0.035433,-0.093564,0.113741,0.044844,0.108512,0.098424,-0.017778,0.113741,-0.113741,-0.192910,0.015748,0.044844,0.041584,2,-0.832583,0.037643,-1.836044,-1.496106,1.457171,-0.138299,-1.429348,-1.723208,0.444078,0.620915,-1.322975,-0.253238,-0.899242,-0.539945,-0.769530,1.305599,0.657969,0.140777,-1.527078,0.800703,0.060673,0.600352,-0.893026,-1.310679,-1.776258,-0.317283,0.701872,-1.003638,0.875196,-1.388148,0.922941,-1.237160,-0.044032,-1.858941,0.932256,0.019291,-1.183227,1.377464,0.978133,-0.254681,0.617820,0.934680,-1.070990,-0.849560,0.882533,0.938484,1.432152,0.604972,-1.962814,-0.015687,2.188618,0.899176,-1.839427,1.797333,-0.024277,-1.866243,-1.489088,-1.125457,1.950186,-1.444578,-0.303335,-2.046298,-1.271707,-0.707217,-6.757325,-1.958956,2.598088
probable_harvest_2012_0379,probable_harvest,2012,12,-76.838161,48.851149,-0.020766,0.015748,-0.119093,-0.024606,-0.267958,0.048228,-0.088827,-0.130165,-0.079723,-0.035433,0.075356,0.008858,-0.098424,-0.147697,-0.044844,-0.364721,0.119093,0.066990,0.044844,-0.075356,0.035433,0.032541,-0.038447,-0.022207,-0.199862,-0.199862,0.113741,-0.079723,-0.008858,0.267958,-0.119093,0.186082,-0.024606,0.088827,-0.066990,-0.084214,0.166336,0.022207,0.124567,-0.041584,0.172795,-0.130165,0.010396,-0.147697,0.141730,0.093564,0.214133,0.135886,-0.192910,0.079723,-0.284444,0.221453,0.015748,-0.017778,0.071111,0.062991,0.013841,0.051734,0.041584,0.119093,-0.048228,-0.166336,0.035433,0.013841,-0.003014,0,-1.092430,-0.385195,-0.592644,-1.726266,2.819988,2.489696,-2.166258,-2.559315,-1.776383,1.556551,-0.570960,-0.890749,-0.627917,1.312600,-2.541406,0.765560,2.896019,0.825902,-1.173284,1.194092,-0.442544,0.665701,0.035587,-3.996880,-2.984663,-0.539863,0.564343,-0.676443,-1.677501,-1.001612,1.828625,-1.752724,0.214784,-2.458881,0.504722,0.412562,-1.932982,1.377464,-0.078270,2.564805,0.414329,0.028245,0.935288,-1.357397,0.233257,1.756720,0.815999,0.899486,-1.282421,-2.306634,3.230901,2.093703,0.450529,0.423032,0.407570,-4.399976,-2.322147,0.281601,2.031929,0.489242,0.858092,-1.498129,-1.945626,-1.788057,-7.075952,-3.665595,5.681739
probable_harvest_2012_0380,probable_harvest,2012,12,-76.841395,48.852496,0.149432,0.006151,-0.124567,-0.044844,-0.214133,0.027128,-0.179377,-0.119093,0.029773,0.059116,0.051734,-0.006151,-0.093564,-0.172795,-0.059116,-0.346021,0.103406,0.035433,0.027128,-0.098424,0.024606,0.029773,-0.029773,-0.048228,-0.166336,-0.119093,0.119093,-0.093564,0.019931,0.364721,-0.135886,0.160000,0.007443,0.038447,0.027128,-0.093564,0.147697,0.062991,0.147697,0.002215,0.108512,-0.147697,-0.000984,-0.186082,0.179377,0.124567,0.166336,0.103406,-0.244152,0.038447,-0.236463,0.147697,-0.027128,-0.008858,0.119093,0.051734,0.141730,0.084214,0.015748,0.088827,-0.088827,-0.160000,0.059116,0.098424,0.066990,0,-1.373931,-0.532774,-0.911987,-0.951688,2.170757,0.474900,-1.789429,-1.267413,0.444078,0.741848,-0.768688,-0.803313,-1.181419,0.861139,-2.167344,0.607816,1.865391,0.572282,-1.527078,0.996837,-0.515123,0.846373,-0.556877,-2.589207,-1.688391,-0.429838,0.343313,-0.078291,0.875196,-1.388148,1.213225,-0.857361,-0.521224,-0.480630,0.199627,0.114659,-1.357649,1.735565,0.522496,0.970453,0.092135,-0.154028,0.067708,-0.310946,0.783232,0.810635,0.158769,-0.176525,-2.018782,-1.189099,1.057514,1.093000,0.720045,1.969865,0.139678,-0.977213,-1.742628,-0.330797,1.569654,-0.709182,1.135007,-0.838614,-0.107056,-0.091510,-5.157746,-3.488070,3.901033
probable_harvest_2012_0381,probable_harvest,2012,12,-76.843282,48.854652,0.642709,0.066990,-0.079723,0.084214,-0.066990,-0.035433,-0.276140,-0.093564,0.192910,0.079723,0.059116,-0.066990,0.010396,-0.147697,-0.079723,-0.244152,0.075356,-0.012057,0.000062,0.010396,-0.071111,0.044844,-0.055363,0.017778,-0.098424,-0.038447,0.179377,-0.179377,0.012057,0.355309,-0.059116,0.119093,0.010396,0.051734,0.029773,-0.098424,0.141730,0.244152,0.062991,-0.066990,0.059116,-0.130165,0.088827,-0.276140,0.186082,0.130165,0.108512,0.024606,-0.244152,0.153787,-0.166336,0.066990,-0.032541,-0.038447,0.059116,0.055363,0.147697,0.186082,0.071111,-0.075356,-0.071111,-0.186082,0.071111,0.029773,0.093564,0,0.410714,0.676046,1.124432,1.165790,0.245778,-1.678139,-0.920629,0.657377,0.928044,0.996442,-1.570135,1.067162,-0.627917,0.209246,-0.129686,0.325734,0.314426,0.184808,0.141887,-0.747075,-0.119969,0.313327,0.945992,0.262299,-0.394094,0.809529,-1.027068,-0.241888,0.626904,0.378872,0.248032,-0.774871,-0.327112,-0.425032,0.041057,0.019291,1.197939,0.424115,-0.426748,-0.254681,0.414329,1.284446,-1.967767,-0.124568,0.882533,-0.333920,-1.435760,-0.176525,0.038858,0.444221,-1.320705,0.966656,-0.174004,0.036324,0.226048,-0.817517,0.074957,0.981485,-0.938096,-0.186233,-0.004913,-0.504573,-1.599307,0.552522,-0.110910,2.244136,1.250316
probable_harvest_2012_0382,probable_harvest,2012,12,-76.844899,48.849262,0.361451,0.024606,-0.119093,-0.038447,-0.160000,-0.035433,-0.192910,-0.022207,0.141730,0.044844,0.010396,0.098424,-0.051734,-0.141730,-0.088827,-0.284444,0.051734,-0.004983,-0.041584,-0.071111,0.004983,0.022207,-0.108512,-0.035433,-0.147697,-0.004983,0.141730,-0.098424,0.035433,0.346021,-0.088827,0.108512,0.059116,0.066990,0.062991,-0.108512,0.135886,0.084214,0.103406,-0.038447,0.017778,-0.166336,-0.010396,-0.199862,0.206936,0.135886,0.135886,0.135886,-0.276140,0.093564,-0.179377,0.088827,-0.062991,-0.079723,0.103406,0.088827,0.206936,0.141730,-0.027128,0.075356,-0.093564,-0.214133,0.084214,0.206936,0.062991,2,-0.832583,-0.385195,-0.811040,-0.172683,0.245778,0.173776,1.507823,0.053521,0.108914,-0.683884,0.608927,-0.050696,-0.496325,-0.078755,-0.935643,0.088190,0.545464,-0.411374,-1.108186,0.639313,-0.713506,-0.793770,-0.265547,-1.806593,0.142975,0.035557,0.265708,0.243791,0.381858,-0.304999,-0.001611,0.586218,-0.104243,0.273174,-0.288124,-0.074111,-1.058268,1.049840,-0.035238,-1.279948,-0.250409,-0.304772,-0.243730,0.455083,0.984017,0.207917,0.815999,-0.848225,-1.035504,0.140481,-0.677208,0.255970,-1.421213,1.464169,1.022403,0.767919,-0.716395,-1.347087,1.363885,-0.848998,-1.230864,-0.139698,2.251663,-0.188413,-1.001289,-1.120955,-0.592799
probable_harvest_2012_0383,probable_harvest,2012,12,-76.833580,48.851688,0.584385,0.048228,-0.088827,0.000554,-0.130165,-0.066990,-0.199862,-0.075356,0.084214,0.019931,0.055363,-0.032541,-0.015748,-0.166336,-0.098424,-0.259900,0.130165,-0.000246,-0.055363,-0.044844,0.006151,0.000984,-0.066990,-0.032541,-0.119093,-0.066990,0.141730,-0.119093,-0.029773,0.355309,-0.093564,0.071111,0.044844,0.071111,0.000984,-0.059116,0.179377,0.192910,0.093564,-0.119093,0.051734,-0.153787,0.088827,-0.267958,0.172795,0.160000,0.141730,0.119093,-0.251965,0.141730,-0.206936,0.147697,-0.075356,-0.059116,0.079723,0.051734,0.130165,0.172795,0.022207,0.006151,-0.059116,-0.221453,0.044844,0.108512,0.062991,0,-0.139657,0.430634,-0.195649,0.256655,-0.725229,0.019107,-0.300955,-0.625091,-0.476178,0.867023,-1.116333,0.596777,-1.038974,-0.382323,-0.444686,0.876908,0.700159,-0.608633,-0.705332,0.660607,-1.269947,0.071150,-0.199718,-0.605551,-0.852183,0.035557,-0.064363,-1.110998,0.626904,-0.414022,-0.884073,0.187515,-0.044032,-1.030144,1.323661,0.620996,0.475085,0.897456,-1.141424,-0.437764,-0.019785,1.284446,-1.782850,-0.493904,1.411775,0.323590,0.476181,-0.340575,-0.176234,-0.501385,1.057514,-0.032612,-0.798538,0.700669,0.139678,-1.286727,-0.162120,-0.177698,0.306853,0.167847,-1.550794,-1.236036,0.112236,-0.188413,-3.627625,2.408813,0.678369
probable_harvest_2012_0384,probable_harvest,2012,12,-76.836544,48.850610,0.265745,0.027128,-0.093564,-0.066990,-0.199862,-0.051734,-0.221453,-0.084214,0.027128,0.055363,0.027128,-0.010396,-0.048228,-0.179377,-0.113741,-0.267958,0.160000,-0.003014,-0.079723,-0.088827,0.000984,0.035433,-0.044844,-0.048228,-0.124567,-0.113741,0.141730,-0.066990,-0.055363,0.355309,-0.098424,0.119093,0.024606,0.062991,-0.035433,-0.075356,0.179377,0.135886,0.093564,-0.022207,0.022207,-0.113741,0.084214,-0.251965,0.172795,0.147697,0.135886,0.166336,-0.228897,0.093564,-0.236463,0.160000,-0.079723,-0.079723,0.108512,0.038447,0.130165,0.135886,-0.019931,0.051734,-0.062991,-0.199862,0.079723,0.079723,0.062991,0,-0.758598,0.302954,-1.261421,-0.746313,-0.255814,-0.461323,-0.602419,-1.298622,0.355953,-0.106802,-0.824603,0.012392,-1.326578,-0.866865,-0.605877,1.176930,0.609753,-0.957360,-1.379900,0.566463,-0.366739,0.532440,-0.556877,-0.835428,-1.602500,0.035557,0.767689,-1.642689,0.626904,-0.525876,0.248032,-0.377887,-0.162656,-1.795585,0.793759,0.620996,-0.329340,0.897456,0.187518,-1.170098,0.716174,1.210552,-1.421359,-0.493904,1.193531,0.207917,1.432152,0.143824,-1.035504,-1.189099,1.420047,-0.134548,-1.421213,1.628768,-0.176522,-1.286727,-0.820665,-1.176491,1.003085,0.053452,-0.607134,-0.264749,-0.513547,-0.188413,-5.349031,1.223128,1.550159
probable_harvest_2012_0385,probable_harvest,2012,12,-76.833310,48.851149,0.189577,0.044844,-0.113741,-0.075356,-0.221453,-0.019931,-0.206936,-0.098424,0.012057,0.051734,0.041584,-0.041584,-0.044844,-0.141730,-0.108512,-0.244152,0.124567,-0.000246,0.029773,-0.062991,-0.003014,0.032541,-0.027128,-0.059116,-0.108512,-0.098424,0.119093,-0.075356,-0.017778,0.413626,-0.119093,0.130165,0.041584,0.048228,-0.000984,-0.119093,0.153787,0.093564,0.098424,0.015748,0.079723,-0.113741,0.059116,-0.244152,0.186082,0.141730,0.160000,0.141730,-0.259900,0.084214,-0.236463,0.166336,-0.066990,-0.015748,0.066990,0.015748,0.153787,0.098424,0.000000,0.062991,-0.075356,-0.186082,0.075356,0.103406,0.041584,0,-0.238904,-0.240933,-1.393429,-1.057030,0.722764,-0.138299,-1.086015,-1.476440,0.270718,0.391780,-1.235456,0.073265,-0.496325,-0.701459,-0.129686,0.820615,0.700159,0.610149,-0.983650,0.493613,-0.442544,0.901472,-0.804787,-0.161295,-1.356672,-0.429838,0.634090,-0.861768,2.165338,-1.001612,0.509288,0.096432,-0.378336,-1.071520,-0.633363,0.211994,-0.926367,0.972695,0.708126,0.256427,0.716174,0.808568,-1.244784,-0.124568,1.087683,0.685221,0.934250,-0.507208,-1.202310,-1.189099,1.606752,0.162647,0.511867,0.290163,-0.716697,-0.654528,-1.489088,-0.704069,1.175029,-0.311523,-0.004913,-0.386374,0.001253,-0.707217,-5.207066,-1.668652,2.278228
