sample_id,disturbance_type,disturbance_year,years_since_disturbance,lon,lat,NBR_2024,embedding_A00,embedding_A01,embedding_A02,embedding_A03,embedding_A04,embedding_A05,embedding_A06,embedding_A07,embedding_A08,embedding_A09,embedding_A10,embedding_A11,embedding_A12,embedding_A13,embedding_A14,embedding_A15,embedding_A16,embedding_A17,embedding_A18,embedding_A19,embedding_A20,embedding_A21,embedding_A22,embedding_A23,embedding_A24,embedding_A25,embedding_A26,embedding_A27,embedding_A28,embedding_A29,embedding_A30,embedding_A31,embedding_A32,embedding_A33,embedding_A34,embedding_A35,embedding_A36,embedding_A37,embedding_A38,embedding_A39,embedding_A40,embedding_A41,embedding_A42,embedding_A43,embedding_A44,embedding_A45,embedding_A46,embedding_A47,embedding_A48,embedding_A49,embedding_A50,embedding_A51,embedding_A52,embedding_A53,embedding_A54,embedding_A55,embedding_A56,embedding_A57,embedding_A58,embedding_A59,embedding_A60,embedding_A61,embedding_A62,embedding_A63,spatial_fold,std_A00,std_A01,std_A02,std_A03,std_A04,std_A05,std_A06,std_A07,std_A08,std_A09,std_A10,std_A11,std_A12,std_A13,std_A14,std_A15,std_A16,std_A17,std_A18,std_A19,std_A20,std_A21,std_A22,std_A23,std_A24,std_A25,std_A26,std_A27,std_A28,std_A29,std_A30,std_A31,std_A32,std_A33,std_A34,std_A35,std_A36,std_A37,std_A38,std_A39,std_A40,std_A41,std_A42,std_A43,std_A44,std_A45,std_A46,std_A47,std_A48,std_A49,std_A50,std_A51,std_A52,std_A53,std_A54,std_A55,std_A56,std_A57,std_A58,std_A59,std_A60,std_A61,std_A62,std_A63,PC1,PC2,PC3
wildfire_2005_0509,wildfire,2005,19,-77.026538,48.795633,0.633659,0.059116,-0.084214,0.032541,-0.160000,-0.059116,-0.236463,-0.048228,0.141730,0.027128,0.000554,0.013841,-0.055363,-0.147697,-0.041584,-0.236463,0.088827,-0.008858,-0.093564,0.022207,-0.055363,0.059116,-0.088827,0.010396,-0.130165,-0.055363,0.179377,-0.075356,-0.008858,0.346021,-0.103406,0.130165,-0.007443,0.093564,0.015748,-0.130165,0.186082,0.221453,0.093564,-0.071111,0.066990,-0.119093,0.032541,-0.214133,0.206936,0.103406,0.093564,0.059116,-0.199862,0.179377,-0.206936,0.098424,-0.088827,-0.015748,0.084214,0.017778,0.228897,0.199862,0.007443,-0.038447,-0.048228,-0.192910,0.108512,0.055363,0.119093,2,0.179739,0.554998,0.309087,-0.172683,-0.482950,-0.795297,0.622275,0.053521,-0.307151,-1.023344,-0.505320,-0.115996,-0.627917,1.415735,0.024123,0.461207,0.418896,-1.155500,0.323030,-0.460159,0.254217,-0.383734,0.777917,-1.070470,-0.665590,0.809529,0.634090,-0.676443,0.381858,-0.640563,0.509288,-1.273249,0.283981,-0.719831,-0.994660,0.728163,0.877731,0.897456,-0.483281,-0.059392,0.617820,0.382937,-0.566292,0.455083,0.407853,-0.629800,-0.737453,0.753521,0.495380,-0.501385,-0.394432,-0.347036,0.511867,0.845436,-0.668388,1.355666,0.320813,-0.527640,-0.374346,0.489242,-0.303335,0.536947,-1.043055,1.171210,-0.301139,2.929674,1.715371
wildfire_2005_0510,wildfire,2005,19,-77.030311,48.798058,0.480880,0.062991,-0.079723,0.012057,-0.214133,-0.051734,-0.221453,-0.048228,0.048228,-0.015748,0.022207,-0.079723,-0.055363,-0.166336,-0.062991,-0.259900,0.192910,-0.010396,-0.062991,0.012057,0.000984,0.044844,-0.003937,-0.048228,-0.093564,-0.093564,0.108512,-0.055363,-0.024606,0.364721,-0.103406,0.079723,-0.006151,-0.022207,0.008858,-0.119093,0.221453,0.206936,0.075356,-0.113741,0.055363,-0.071111,0.088827,-0.244152,0.166336,0.147697,0.172795,0.113741,-0.251965,0.119093,-0.251965,0.147697,-0.119093,0.008858,0.017778,-0.027128,0.153787,0.098424,0.012057,0.010396,-0.032541,-0.179377,0.084214,0.055363,0.029773,2,0.293422,0.676046,-0.014138,-0.951688,-0.255814,-0.461323,0.622275,-1.049677,-1.314088,-0.276532,-1.737880,-0.115996,-1.038974,0.738544,-0.444686,1.507882,0.368670,-0.717831,0.167360,0.566463,-0.119969,1.384545,-0.556877,0.466347,-1.278679,-0.647359,0.953354,-1.003638,0.875196,-0.640563,-0.680874,-1.237160,-1.407309,-0.864644,-0.633363,1.293491,0.672937,0.615547,-1.068015,-0.347748,1.499615,1.284446,-1.244784,-0.673442,1.193531,0.938484,0.367888,-0.340575,-0.580080,-1.550149,1.057514,-1.053415,1.255359,-1.296332,-1.737027,-0.654528,-1.489088,-0.418283,0.371684,0.952269,0.288133,-0.139698,-1.043055,-0.993453,-5.760909,2.500452,0.565914
wildfire_2005_0511,wildfire,2005,19,-77.044325,48.797789,0.486763,0.093564,-0.113741,-0.038447,-0.166336,-0.055363,-0.244152,-0.071111,0.075356,0.024606,0.029773,-0.003937,-0.032541,-0.153787,-0.093564,-0.236463,0.055363,-0.066990,-0.008858,0.000554,0.010396,0.044844,-0.055363,-0.032541,-0.108512,-0.059116,0.141730,-0.084214,0.003014,0.383914,-0.084214,0.113741,0.012057,0.019931,0.035433,-0.135886,0.179377,0.214133,0.059116,-0.017778,0.062991,-0.160000,0.051734,-0.244152,0.199862,0.119093,0.153787,0.124567,-0.292872,0.108512,-0.206936,0.113741,-0.088827,-0.007443,0.019931,0.027128,0.192910,0.153787,0.035433,0.022207,-0.088827,-0.166336,0.088827,0.088827,0.048228,2,1.190256,-0.240933,-0.811040,-0.263862,-0.367489,-0.966391,-0.156504,-0.729604,-0.366383,-0.015572,-0.739515,0.294623,-0.762223,-0.228593,0.024123,0.124688,-1.479630,0.057118,-0.009065,0.737940,-0.119969,0.313327,-0.199718,-0.161295,-0.725813,0.035557,0.492631,-0.429769,1.381516,-0.198808,0.121759,-0.728470,-0.791722,-0.306079,-1.181330,0.620996,0.774466,0.364114,0.248270,-0.158562,-0.133966,0.690337,-1.244784,0.258446,0.686114,0.562242,0.586964,-1.199576,-0.768834,-0.501385,0.056922,-0.347036,0.762796,-1.226923,-0.445877,0.392551,-0.501270,0.135792,0.552084,-0.709182,0.858092,-0.011221,-0.315650,-0.546209,-2.513479,-0.070820,-0.272808
wildfire_2005_0512,wildfire,2005,19,-77.039474,48.804526,0.542122,0.059116,-0.084214,-0.001538,-0.153787,-0.048228,-0.251965,-0.032541,0.093564,0.024606,0.041584,-0.008858,-0.048228,-0.160000,-0.103406,-0.267958,0.130165,-0.024606,-0.088827,-0.024606,0.007443,0.024606,-0.041584,-0.051734,-0.119093,-0.041584,0.130165,-0.066990,0.001538,0.355309,-0.093564,0.055363,0.019931,-0.003014,0.003014,-0.103406,0.199862,0.214133,0.038447,-0.088827,0.062991,-0.103406,0.075356,-0.244152,0.172795,0.130165,0.147697,0.130165,-0.276140,0.135886,-0.228897,0.119093,-0.088827,-0.006151,0.044844,-0.013841,0.192910,0.153787,0.002215,-0.001538,-0.062991,-0.199862,0.079723,0.075356,0.066990,0,0.179739,0.554998,-0.228651,-0.083274,-0.147925,-1.140222,1.156116,-0.514771,-0.366383,0.391780,-0.804344,0.012392,-0.899242,-0.539945,-0.605877,0.876908,-0.095414,-1.087692,-0.394937,0.684143,-0.650604,0.600352,-0.636712,-0.605551,-0.444444,-0.202199,0.767689,-0.460444,0.626904,-0.414022,-1.255635,-0.508496,-1.126925,-0.987476,-0.121526,0.948395,0.774466,0.044109,-0.726288,-0.158562,0.906099,1.068675,-1.244784,-0.493904,0.882533,0.441699,0.700237,-0.848225,-0.280487,-1.012872,0.214624,-0.347036,0.801829,-0.423760,-1.420827,0.392551,-0.501270,-0.651578,0.189405,0.053452,-0.607134,-0.264749,-0.608484,-0.091510,-4.113879,2.277076,-1.189809
wildfire_2005_0513,wildfire,2005,19,-77.046211,48.807760,0.545087,0.012057,-0.084214,0.055363,-0.075356,-0.027128,-0.284444,-0.084214,0.206936,0.124567,0.041584,0.103406,-0.059116,-0.141730,-0.088827,-0.284444,0.024606,-0.041584,0.007443,-0.035433,-0.079723,0.075356,-0.032541,-0.003014,-0.108512,0.013841,0.147697,-0.147697,0.055363,0.327812,-0.071111,0.108512,0.059116,0.051734,0.071111,-0.059116,0.093564,0.179377,0.041584,-0.035433,0.024606,-0.124567,-0.006151,-0.179377,0.221453,0.062991,0.088827,0.124567,-0.276140,0.206936,-0.172795,0.066990,0.001538,-0.051734,0.084214,0.051734,0.186082,0.267958,0.010396,-0.022207,-0.084214,-0.186082,0.075356,0.084214,0.075356,0,-1.200700,0.554998,0.669198,1.045398,0.501306,-1.862920,-0.602419,0.822856,1.981210,0.391780,0.674566,-0.183510,-0.496325,-0.078755,-0.935643,-0.184613,-0.649904,0.290483,-0.560984,-0.903983,0.680016,0.788712,0.472581,-0.161295,0.445077,0.158229,-0.521156,0.657897,-0.098497,0.102775,-0.001611,0.586218,-0.327112,0.443847,1.323661,-0.750538,0.284175,0.092681,0.006107,-1.110596,0.517205,-0.236789,0.219257,0.858616,-0.309079,-0.723556,0.586964,-0.848225,0.987019,0.293784,-1.320705,1.762050,-0.575490,0.845436,0.139678,0.209806,1.535829,-0.457651,-0.126296,-0.572997,-0.004913,-0.386374,-0.415936,0.111241,1.237272,0.368495,-1.208696
wildfire_2005_0514,wildfire,2005,19,-76.988000,48.826086,0.599200,0.071111,-0.071111,0.055363,-0.088827,-0.010396,-0.259900,-0.098424,0.206936,0.093564,0.048228,0.059116,0.048228,-0.153787,-0.079723,-0.228897,0.071111,-0.010396,-0.022207,-0.038447,-0.006151,0.108512,-0.079723,0.024606,-0.079723,0.019931,0.113741,-0.160000,0.006151,0.327812,-0.013841,0.055363,0.062991,0.098424,0.029773,-0.088827,0.160000,0.206936,-0.035433,-0.051734,0.075356,-0.153787,0.051734,-0.214133,0.186082,0.062991,0.119093,0.160000,-0.327812,0.147697,-0.192910,0.153787,-0.024606,-0.044844,0.029773,0.022207,0.179377,0.206936,0.015748,-0.002215,-0.108512,-0.186082,0.113741,0.075356,-0.012057,4,0.531616,0.908193,0.669198,0.851532,1.016148,-1.316790,-1.086015,0.822856,1.253095,0.620915,0.091106,1.747838,-0.762223,0.209246,0.175471,0.283050,0.368670,-0.133978,-0.607213,0.436454,1.549354,-0.194092,1.101461,1.047496,0.542815,-0.539863,-0.717627,-0.364586,-0.098497,1.420961,-1.255635,0.694486,0.354975,-0.425032,0.354181,0.311295,0.672937,-1.099719,-0.217493,0.148103,-0.019785,0.690337,-0.566292,-0.124568,-0.309079,-0.124491,1.303942,-1.933279,-0.069785,-0.174721,1.236968,1.151865,-0.367312,-0.909624,-0.562988,0.030354,0.447035,-0.330797,0.179069,-1.290236,-0.004913,0.682555,-0.608484,-2.007207,0.175904,1.756606,-0.206914
wildfire_2005_0515,wildfire,2005,19,-76.991504,48.820965,0.360358,-0.024606,-0.113741,-0.010396,-0.135886,-0.024606,-0.214133,-0.113741,0.186082,0.124567,-0.000984,0.172795,-0.019931,-0.093564,-0.103406,-0.267958,-0.008858,0.003014,-0.007443,-0.166336,0.017778,0.088827,-0.141730,0.013841,-0.135886,0.008858,0.172795,-0.098424,0.051734,0.284444,-0.055363,0.103406,0.124567,0.160000,0.048228,-0.093564,0.079723,0.079723,0.071111,0.024606,0.044844,-0.186082,-0.071111,-0.147697,0.166336,0.071111,0.088827,0.172795,-0.284444,0.108512,-0.153787,0.141730,0.017778,-0.079723,0.084214,0.103406,0.192910,0.206936,-0.048228,0.071111,-0.103406,-0.172795,0.084214,0.147697,0.051734,1,-2.276179,-0.240933,-0.368425,0.174329,0.578911,-0.298442,-1.607295,0.576814,1.981210,-1.076384,1.588654,0.521515,0.565911,-0.539945,-0.605877,-0.521132,0.806637,0.077372,-2.568649,0.872432,1.033235,-1.485705,0.856352,-1.310679,0.365109,0.674210,0.265708,0.582488,-1.242585,0.465241,-0.122079,2.414751,1.254540,-0.037140,0.199627,-0.971754,-1.121615,0.549832,0.829629,-0.608642,-0.613301,-1.277219,0.935288,-0.673442,-0.165038,-0.723556,1.562851,-1.022609,-0.768834,0.736500,0.881685,2.141082,-1.421213,0.845436,1.369345,0.392551,0.447035,-1.847213,1.299054,-1.139525,0.575801,-0.139698,0.963995,-0.461232,1.273705,-2.830415,0.435218
wildfire_2005_0516,wildfire,2005,19,-77.046211,48.781080,0.533359,-0.008858,-0.135886,-0.015748,-0.079723,-0.113741,-0.206936,-0.071111,0.135886,0.019931,-0.035433,0.108512,-0.079723,-0.071111,-0.075356,-0.214133,-0.041584,-0.051734,-0.041584,0.041584,-0.075356,0.084214,-0.113741,-0.013841,-0.108512,0.015748,0.214133,-0.079723,0.032541,0.318893,-0.098424,0.166336,-0.003014,0.141730,0.075356,-0.135886,0.079723,0.179377,0.055363,0.019931,0.051734,-0.221453,-0.084214,-0.130165,0.236463,0.032541,0.113741,0.071111,-0.119093,0.221453,-0.113741,0.041584,-0.141730,-0.041584,0.088827,0.113741,0.244152,0.251965,0.041584,-0.093564,-0.048228,-0.166336,0.108512,0.124567,0.166336,2,-1.814228,-0.837881,-0.452871,0.982546,-2.163758,-0.138299,-0.156504,-0.015429,-0.476178,-2.264494,0.741826,-0.554285,1.061078,0.347408,0.470784,-0.850229,-0.981392,-0.411374,0.620217,-0.824408,0.912269,-0.902685,0.226072,-0.161295,0.475682,1.524061,0.564343,0.183720,-0.333806,-0.525876,1.362721,-1.149514,0.987636,0.533062,-1.181330,-0.971754,0.284175,0.306018,0.765503,-0.437764,-1.263342,-1.487079,1.331538,1.275828,-0.849233,-0.230423,-0.494726,2.449563,1.246007,1.669211,-2.069336,-1.581763,-0.268800,0.994170,1.615278,1.763961,1.250459,0.281601,-1.216213,0.489242,0.858092,0.536947,0.461230,2.316155,4.943413,-0.527044,0.004317
wildfire_2005_0517,wildfire,2005,19,-77.036509,48.797519,0.526428,0.071111,-0.079723,0.004983,-0.153787,-0.044844,-0.228897,-0.048228,0.141730,0.007443,0.044844,0.017778,-0.010396,-0.172795,-0.071111,-0.244152,0.103406,-0.013841,-0.041584,0.006151,-0.013841,0.051734,-0.075356,-0.013841,-0.124567,-0.022207,0.141730,-0.098424,0.000554,0.364721,-0.088827,0.055363,0.029773,0.055363,0.055363,-0.119093,0.186082,0.244152,0.044844,-0.084214,0.075356,-0.124567,0.038447,-0.221453,0.186082,0.108512,0.113741,0.108512,-0.267958,0.166336,-0.186082,0.130165,-0.108512,-0.008858,0.051734,-0.000246,0.199862,0.166336,0.010396,0.019931,-0.079723,-0.214133,0.098424,0.108512,0.041584,2,0.531616,0.676046,-0.125763,-0.083274,-0.043820,-0.626941,0.622275,0.053521,-0.769446,0.504226,-0.453457,0.693067,-1.181419,0.481679,-0.129686,0.607816,0.256165,-0.411374,0.076789,0.296358,0.060673,-0.103116,0.226072,-0.835428,-0.133458,0.035557,0.265708,-0.480893,0.875196,-0.304999,-1.255635,-0.233529,-0.274091,0.112845,-0.633363,0.728163,1.197939,0.143158,-0.663005,0.148103,0.517205,0.477522,-0.731744,-0.124568,0.498424,-0.230423,0.262084,-0.676425,0.262730,-0.015687,0.540904,-0.806470,0.720045,-0.201650,-1.097308,0.578588,-0.277365,-0.457651,0.517320,-0.440444,-1.230864,0.256011,0.112236,-0.707217,-1.631936,2.393967,0.060653
wildfire_2005_0518,wildfire,2005,19,-77.034084,48.779194,0.258885,0.051734,-0.147697,-0.017778,-0.221453,-0.051734,-0.199862,-0.075356,0.071111,0.008858,0.038447,0.032541,-0.055363,-0.147697,-0.079723,-0.284444,0.059116,-0.038447,-0.004983,-0.019931,-0.007443,0.048228,-0.055363,-0.062991,-0.124567,-0.079723,0.119093,-0.075356,0.027128,0.374256,-0.130165,0.103406,0.001538,0.027128,0.048228,-0.088827,0.179377,0.179377,0.051734,-0.044844,0.059116,-0.166336,-0.029773,-0.199862,0.214133,0.093564,0.160000,0.119093,-0.244152,0.108512,-0.244152,0.141730,-0.059116,-0.019931,0.041584,0.024606,0.179377,0.179377,0.007443,0.027128,-0.084214,-0.179377,0.098424,0.108512,0.044844,2,-0.036800,-1.156253,-0.484902,-1.057030,-0.255814,0.019107,-0.300955,-0.779683,-0.736219,0.283577,-0.258970,-0.115996,-0.627917,0.209246,-0.935643,0.162423,-0.547444,0.112597,-0.323234,0.412918,-0.031261,0.313327,-0.893026,-0.835428,-1.056545,-0.429838,0.634090,0.071247,1.126733,-1.256471,-0.122079,-1.022341,-0.686578,-0.037140,0.354181,0.620996,0.284175,0.249827,-0.122990,-0.254681,-0.250409,-0.615127,-0.243730,0.655140,0.233257,0.685221,0.476181,-0.176525,-0.768834,-1.368191,0.881685,0.346421,0.385473,-0.528865,-0.505897,0.030354,-0.044679,-0.527640,0.627251,-0.572997,0.288133,0.256011,0.112236,-0.628203,-2.868195,-0.810292,0.170004
wildfire_2005_0519,wildfire,2005,19,-77.007135,48.819887,0.554817,0.066990,-0.075356,-0.007443,-0.236463,-0.032541,-0.206936,-0.062991,0.079723,-0.002215,0.024606,-0.055363,-0.075356,-0.160000,-0.071111,-0.276140,0.166336,-0.038447,-0.088827,-0.032541,0.019931,0.032541,-0.032541,-0.059116,-0.130165,-0.079723,0.079723,-0.055363,-0.048228,0.364721,-0.098424,0.084214,-0.027128,-0.015748,0.003937,-0.084214,0.221453,0.186082,0.119093,-0.103406,0.048228,-0.147697,0.079723,-0.244152,0.172795,0.119093,0.147697,0.124567,-0.214133,0.108512,-0.199862,0.160000,-0.088827,-0.084214,0.041584,-0.007443,0.153787,0.147697,-0.041584,-0.017778,-0.041584,-0.221453,0.032541,0.051734,0.098424,3,0.410714,0.793777,-0.321834,-1.273027,0.334740,-0.138299,0.119837,-0.678073,-0.996260,-0.193789,-1.416977,-0.475703,-0.899242,0.481679,-0.769530,1.240646,-0.547444,-1.087692,-0.516642,0.911659,-0.442544,0.788712,-0.804787,-1.070470,-1.056545,-1.239220,0.953354,-1.494429,0.875196,-0.525876,-0.574921,-1.823184,-1.312949,-0.968082,0.504722,1.293491,0.378762,1.292701,-0.926262,-0.524729,0.092135,1.138628,-1.244784,-0.493904,0.686114,0.441699,0.586964,0.453839,-0.768834,-0.336620,1.420047,-0.347036,-1.556900,-0.528865,-1.268583,-0.654528,-0.609930,-1.689739,-0.058645,0.685348,-1.550794,-1.578641,-1.121947,0.670296,-5.393862,2.551819,-0.604427
wildfire_2005_0520,wildfire,2005,19,-76.972909,48.841986,0.602703,0.002215,-0.041584,0.153787,-0.062991,-0.055363,-0.214133,-0.098424,0.259900,0.119093,-0.010396,0.119093,-0.041584,-0.119093,-0.075356,-0.251965,0.062991,0.035433,0.001538,-0.038447,-0.135886,0.084214,-0.075356,0.027128,-0.093564,0.038447,0.179377,-0.179377,0.029773,0.292872,-0.035433,0.098424,0.059116,0.130165,0.103406,-0.084214,0.093564,0.199862,0.062991,-0.119093,0.044844,-0.108512,-0.004983,-0.153787,0.199862,0.015748,0.075356,0.055363,-0.214133,0.228897,-0.166336,0.130165,0.006151,-0.051734,0.084214,0.048228,0.206936,0.276140,0.003014,-0.038447,-0.062991,-0.179377,0.093564,0.103406,0.051734,2,-1.489419,1.704123,2.222234,1.223330,-0.367489,-0.298442,-1.086015,1.447760,1.852634,-1.400993,0.881208,0.131925,0.002912,0.347408,-0.285955,0.201395,1.865391,0.205943,-0.607213,-1.927242,0.912269,-0.103116,1.158886,0.466347,0.839980,0.809529,-1.027068,0.126206,-1.020259,0.923986,-0.239644,0.586218,0.818687,1.122658,0.504722,-0.750538,0.573143,0.424115,-1.141424,-0.608642,0.812267,-0.218069,0.797643,0.258446,-1.147137,-0.990213,-0.813383,0.453839,1.378793,0.444221,0.540904,1.869729,-0.575490,0.845436,0.056237,0.767919,1.681806,-0.632622,-0.374346,0.053452,0.288133,0.120682,0.001253,-0.461232,3.536592,2.247531,1.589182
wildfire_2005_0521,wildfire,2005,19,-76.999858,48.833093,0.496666,0.062991,-0.119093,0.066990,-0.179377,-0.044844,-0.228897,-0.088827,0.186082,0.051734,0.035433,0.008858,-0.044844,-0.108512,-0.044844,-0.228897,0.022207,-0.024606,0.066990,0.059116,-0.084214,0.066990,-0.059116,-0.001538,-0.098424,-0.013841,0.172795,-0.153787,0.044844,0.346021,-0.088827,0.147697,0.000246,0.079723,0.075356,-0.160000,0.130165,0.221453,0.071111,-0.017778,0.113741,-0.153787,-0.013841,-0.186082,0.206936,0.038447,0.108512,0.051734,-0.192910,0.147697,-0.236463,0.113741,-0.062991,0.055363,0.055363,0.044844,0.251965,0.166336,0.062991,-0.029773,-0.041584,-0.166336,0.130165,0.088827,0.075356,4,0.293422,-0.385195,0.852650,-0.451531,-0.043820,-0.626941,-0.759431,0.576814,0.270718,0.179617,-0.570960,0.073265,0.236251,1.312600,0.175471,-0.208738,-0.095414,1.142926,0.889101,-0.985799,0.460665,0.235164,0.506196,0.262299,0.000810,0.674210,-0.618409,0.439341,0.381858,-0.304999,0.922941,-1.058431,0.081781,0.533062,-1.968154,-0.165547,0.877731,0.549832,0.248270,1.100137,-0.019785,-0.359946,0.067708,0.455083,-0.744476,-0.333920,-0.886824,0.899486,-0.069785,-1.189099,0.056922,0.255970,2.660559,-0.084646,-0.024277,1.973048,-0.277365,0.789017,-0.241864,0.685348,0.858092,1.139933,-0.315650,0.111241,1.673455,-0.623641,2.483980
wildfire_2005_0522,wildfire,2005,19,-77.024382,48.802909,0.537881,0.059116,-0.048228,0.024606,-0.228897,-0.088827,-0.221453,-0.059116,0.059116,-0.044844,0.027128,-0.059116,-0.075356,-0.147697,-0.098424,-0.228897,0.172795,-0.035433,-0.113741,-0.001538,0.017778,0.071111,-0.015748,-0.055363,-0.084214,-0.093564,0.113741,-0.051734,-0.093564,0.346021,-0.071111,0.059116,-0.035433,0.032541,-0.035433,-0.098424,0.228897,0.244152,0.084214,-0.124567,0.012057,-0.130165,0.098424,-0.276140,0.172795,0.098424,0.172795,0.124567,-0.179377,0.153787,-0.206936,0.153787,-0.113741,-0.035433,0.022207,-0.027128,0.130165,0.135886,-0.013841,-0.048228,-0.015748,-0.206936,0.035433,0.027128,0.071111,3,0.179739,1.525039,0.183874,-1.164143,-1.397173,-0.461323,0.251727,-0.921212,-1.997418,-0.106802,-1.466409,-0.475703,-0.627917,-0.382323,0.175471,1.305599,-0.449002,-1.444345,-0.041143,0.872432,0.568727,1.138524,-0.719349,0.858945,-1.278679,-0.539863,1.011313,-2.436391,0.381858,0.102775,-1.167099,-2.055188,-0.607496,-1.795585,0.041057,1.412456,1.197939,0.752692,-1.216519,-1.421838,0.414329,1.438146,-1.967767,-0.493904,0.319464,0.938484,0.586964,1.183667,0.038858,-0.501385,1.236968,-0.928507,-0.082927,-1.153547,-1.737027,-1.286727,-0.820665,-1.032140,-0.523740,1.447981,-0.916311,-1.498129,-1.656804,0.008374,-5.394649,4.429612,-0.770253
wildfire_2005_0523,wildfire,2005,19,-76.980994,48.837943,0.657357,0.015748,-0.059116,0.048228,-0.051734,-0.006151,-0.327812,-0.135886,0.267958,0.059116,0.029773,0.055363,0.038447,-0.130165,-0.055363,-0.267958,0.153787,0.010396,-0.088827,-0.221453,0.135886,0.119093,-0.051734,-0.015748,-0.088827,0.041584,0.015748,-0.035433,0.015748,0.186082,0.004983,0.108512,0.066990,0.066990,0.019931,-0.113741,0.206936,0.166336,-0.055363,-0.084214,0.027128,-0.172795,0.135886,-0.192910,0.098424,0.066990,0.199862,0.206936,-0.318893,0.038447,-0.153787,0.084214,-0.075356,-0.062991,0.015748,0.027128,0.166336,0.141730,-0.044844,0.003937,-0.071111,-0.135886,0.103406,-0.098424,0.002215,4,-1.092430,1.231539,0.556603,1.385327,1.146752,-2.827887,-2.360953,1.542838,0.444078,-0.015572,0.041674,1.571858,-0.241280,0.979842,-0.605877,1.114451,1.047719,-1.087692,-3.413981,3.024304,1.826768,0.388927,0.182652,0.665229,0.890331,-2.554466,1.271636,-0.165202,-3.837475,1.854221,-0.001611,0.806192,-0.104243,-0.631908,-0.458736,1.061461,0.100207,-1.408295,-0.663005,-1.048042,-0.369112,2.038167,-0.086621,-2.561156,-0.238150,1.474234,2.253689,-1.745978,-2.018782,0.736500,-0.813158,-0.032612,-0.915638,-1.361775,-0.445877,-0.318673,-0.716395,-1.767018,0.273028,-0.186233,2.188895,0.394766,-4.385911,-1.661338,-2.852476,1.510814,-2.943229
wildfire_2005_0524,wildfire,2005,19,-77.018723,48.822852,0.505574,0.093564,-0.130165,0.027128,-0.166336,-0.035433,-0.199862,-0.059116,0.130165,0.055363,0.044844,0.017778,-0.004983,-0.135886,-0.059116,-0.221453,0.062991,-0.035433,-0.035433,0.032541,-0.048228,0.075356,-0.079723,-0.012057,-0.113741,-0.062991,0.179377,-0.108512,0.017778,0.364721,-0.108512,0.119093,0.019931,0.084214,0.029773,-0.103406,0.179377,0.221453,0.024606,-0.055363,0.098424,-0.124567,0.008858,-0.192910,0.228897,0.084214,0.103406,0.079723,-0.221453,0.160000,-0.244152,0.113741,-0.079723,0.015748,0.062991,0.019931,0.221453,0.179377,0.044844,-0.029773,-0.051734,-0.206936,0.135886,0.084214,0.093564,3,1.190256,-0.683669,0.223670,-0.263862,0.245778,0.019107,0.251727,-0.082927,0.355953,0.504226,-0.453457,0.790465,-0.367446,0.861139,0.324358,0.201395,-0.449002,-0.323311,0.481530,-0.330150,0.680016,-0.194092,0.266690,-0.380840,-0.788011,0.809529,0.104602,-0.123024,0.875196,-0.758081,0.248032,-0.508496,0.147384,-0.425032,-0.121526,0.620996,0.877731,-0.170180,-0.267275,0.720239,0.517205,0.003613,-0.086621,1.065512,0.067392,-0.434982,-0.320461,0.300123,0.149696,-1.368191,0.056922,-0.134548,1.463537,0.161260,-0.617152,1.156458,-0.044679,0.358880,-0.241864,0.385742,-0.916311,1.299244,-0.415936,0.552522,0.317501,1.351522,1.500191
wildfire_2005_0525,wildfire,2005,19,-77.047828,48.770839,0.325494,0.071111,-0.124567,-0.010396,-0.236463,-0.062991,-0.206936,-0.027128,0.051734,-0.013841,0.032541,0.015748,-0.093564,-0.093564,-0.093564,-0.267958,0.088827,-0.062991,-0.041584,-0.015748,-0.029773,0.027128,-0.041584,-0.103406,-0.130165,-0.051734,0.108512,-0.051734,0.048228,0.355309,-0.124567,0.103406,0.027128,0.002215,0.017778,-0.075356,0.166336,0.153787,0.071111,-0.066990,0.035433,-0.166336,-0.024606,-0.214133,0.206936,0.119093,0.172795,0.113741,-0.244152,0.124567,-0.206936,0.124567,-0.079723,-0.055363,0.038447,0.010396,0.221453,0.199862,-0.041584,0.022207,-0.079723,-0.192910,0.108512,0.113741,0.108512,4,0.531616,-0.532774,-0.368425,-1.273027,-0.602197,-0.138299,1.340343,-1.008307,-1.269303,0.079901,-0.480199,-0.803313,0.565911,-0.228593,-0.605877,0.461207,-1.349043,-0.411374,-0.259080,0.006080,-0.584477,0.600352,-1.813235,-1.070470,-0.607342,-0.647359,1.011313,0.509637,0.626904,-1.127626,-0.122079,-0.307426,-1.050538,-0.677162,0.793759,0.412562,-0.076818,0.549832,-0.426748,-0.842074,-0.250409,-0.532366,-0.566292,0.455083,0.686114,0.938484,0.367888,-0.176525,-0.482410,-0.501385,0.375951,-0.134548,-0.685155,-0.630004,-0.844055,1.156458,0.320813,-1.689739,0.552084,-0.440444,-0.303335,0.536947,0.225893,0.914790,-2.945623,-0.249611,-2.200901
