disturbance_type,event_id,disturbance_year,observation_year,years_since_disturbance,supported_site_reference_pairs,blue_gap_median,blue_gap_mean,blue_gap_sd,dist_blue_median,ref_blue_median,green_gap_median,green_gap_mean,green_gap_sd,dist_green_median,ref_green_median,red_gap_median,red_gap_mean,red_gap_sd,dist_red_median,ref_red_median,nir_gap_median,nir_gap_mean,nir_gap_sd,dist_nir_median,ref_nir_median,swir1_gap_median,swir1_gap_mean,swir1_gap_sd,dist_swir1_median,ref_swir1_median,swir2_gap_median,swir2_gap_mean,swir2_gap_sd,dist_swir2_median,ref_swir2_median,nbr_gap_median,nbr_gap_mean,nbr_gap_sd,dist_nbr_median,ref_nbr_median,ndvi_gap_median,ndvi_gap_mean,ndvi_gap_sd,dist_ndvi_median,ref_ndvi_median
fire_total,fire_20031080204_2003,2003,2025,22,4,-0.001897,-0.001633,0.003283,0.022255,0.020887,-0.006971,-0.004740,0.007785,0.058816,0.049982,-0.008814,-0.010234,0.003554,0.039140,0.029398,-0.112874,-0.102097,0.034823,0.306206,0.193257,-0.039353,-0.034086,0.027357,0.152468,0.103751,-0.020928,-0.019381,0.010678,0.070229,0.049301,-0.050555,-0.045239,0.019684,0.626449,0.576520,-0.033156,-0.028510,0.025214,0.769217,0.741059
fire_total,fire_20031080377_2003,2003,2001,-2,1,0.006064,0.006064,,0.016741,0.022805,0.015428,0.015428,,0.027232,0.042660,0.009446,0.009446,,0.016164,0.025610,0.103937,0.103937,,0.176351,0.280288,0.039875,0.039875,,0.078217,0.118092,0.007632,0.007632,,0.038961,0.046593,0.089598,0.089598,,0.638842,0.728440,0.003111,0.003111,,0.829447,0.832558
fire_total,fire_20031080377_2003,2003,2002,-1,10,0.001588,0.000184,0.008669,0.022269,0.023761,0.000660,0.002767,0.014560,0.036348,0.044159,0.002695,0.002116,0.006302,0.026641,0.028285,0.096360,0.103504,0.061699,0.183700,0.284591,0.032422,0.040766,0.038203,0.086330,0.125614,0.012650,0.013410,0.017672,0.039546,0.048730,0.020193,0.027478,0.054283,0.676140,0.701719,0.065787,0.064980,0.048870,0.738445,0.824295
fire_total,fire_20031080377_2003,2003,2004,1,8,-0.009178,-0.008267,0.003638,0.034354,0.026545,-0.003156,-0.004759,0.009268,0.051907,0.049493,-0.021161,-0.021894,0.003614,0.052711,0.030333,0.083497,0.094464,0.082682,0.185447,0.271556,-0.090014,-0.088581,0.039943,0.211235,0.116910,-0.105147,-0.098127,0.026185,0.150295,0.047280,0.573435,0.579979,0.167167,0.134835,0.720993,0.257939,0.254740,0.090685,0.558948,0.804893
fire_total,fire_20031080377_2003,2003,2005,2,10,-0.010925,-0.011094,0.003581,0.030973,0.021141,-0.020075,-0.020075,0.009474,0.059112,0.040584,-0.028938,-0.029618,0.005202,0.053495,0.026503,0.015813,0.017809,0.076717,0.261230,0.262757,-0.126899,-0.123582,0.037857,0.235284,0.107010,-0.103359,-0.105090,0.024500,0.146693,0.042378,0.406793,0.464655,0.154713,0.283512,0.703280,0.190729,0.194581,0.078786,0.649312,0.824219
fire_total,fire_20031080377_2003,2003,2006,3,6,-0.013165,-0.013365,0.002806,0.036417,0.023974,-0.019215,-0.019066,0.008907,0.060493,0.040770,-0.028730,-0.028659,0.004456,0.056877,0.026847,-0.004365,0.006944,0.074181,0.256912,0.234239,-0.139116,-0.122034,0.047110,0.240343,0.099537,-0.101990,-0.096578,0.022693,0.144767,0.039992,0.455685,0.423983,0.084034,0.241512,0.699578,0.191113,0.188688,0.042233,0.610032,0.803997
fire_total,fire_20031080377_2003,2003,2007,4,5,-0.005981,-0.007216,0.002819,0.029309,0.023328,-0.012073,-0.015084,0.007764,0.061113,0.045217,-0.018439,-0.020859,0.005553,0.048036,0.029075,0.018136,0.014709,0.056639,0.281828,0.282900,-0.100046,-0.102107,0.034337,0.223321,0.123950,-0.082638,-0.079651,0.019348,0.127388,0.044750,0.351347,0.346736,0.095934,0.363406,0.714753,0.111896,0.127025,0.048294,0.686753,0.794546
fire_total,fire_20031080377_2003,2003,2008,5,10,-0.010505,-0.010162,0.005904,0.028092,0.016672,-0.014966,-0.016706,0.008826,0.051921,0.034961,-0.020598,-0.022744,0.008338,0.042591,0.021100,-0.028710,-0.022502,0.059837,0.258467,0.226140,-0.124740,-0.112000,0.042793,0.210589,0.085010,-0.073673,-0.073414,0.019742,0.111135,0.034410,0.291921,0.300855,0.105447,0.445516,0.737480,0.115874,0.105045,0.043501,0.728758,0.836461
fire_total,fire_20031080377_2003,2003,2009,6,1,-0.006971,-0.006971,,0.029735,0.022764,-0.003684,-0.003684,,0.047802,0.044118,-0.015675,-0.015675,,0.044832,0.029157,-0.007274,-0.007274,,0.233648,0.226374,-0.119199,-0.119199,,0.206010,0.086811,-0.089540,-0.089540,,0.122217,0.032677,0.443825,0.443825,,0.304210,0.748035,0.093933,0.093933,,0.678020,0.771953
fire_total,fire_20031080377_2003,2003,2010,7,10,-0.009096,-0.009830,0.006703,0.032512,0.021836,-0.012553,-0.015059,0.009335,0.055914,0.040157,-0.020213,-0.021330,0.010560,0.052395,0.027742,-0.034485,-0.025513,0.053640,0.257147,0.216461,-0.107889,-0.105431,0.044473,0.221891,0.095935,-0.067513,-0.065757,0.021378,0.110036,0.037950,0.285973,0.272698,0.083670,0.422893,0.710740,0.118238,0.103437,0.050574,0.666912,0.781426
fire_total,fire_20031080377_2003,2003,2012,9,8,-0.006560,-0.007152,0.005152,0.020056,0.014864,-0.011399,-0.015508,0.009315,0.044193,0.029371,-0.015125,-0.015658,0.006801,0.034272,0.019326,-0.050903,-0.055772,0.095910,0.306096,0.234363,-0.096958,-0.089162,0.052210,0.194474,0.091589,-0.057523,-0.055490,0.028123,0.089506,0.035785,0.222308,0.217055,0.122514,0.535907,0.736650,0.075902,0.067366,0.056472,0.786920,0.859765
fire_total,fire_20031080377_2003,2003,2013,10,10,-0.005466,-0.005276,0.003130,0.020062,0.015408,-0.011447,-0.012284,0.005056,0.042873,0.030539,-0.016830,-0.016197,0.004317,0.033929,0.017690,-0.062205,-0.059998,0.069658,0.295076,0.212473,-0.081021,-0.082770,0.038936,0.177513,0.085347,-0.044839,-0.047071,0.019732,0.084144,0.033275,0.159496,0.189468,0.099040,0.548736,0.737836,0.061215,0.063914,0.045570,0.792588,0.849459
fire_total,fire_20031080377_2003,2003,2014,11,10,-0.013867,-0.012447,0.005551,0.028291,0.016342,-0.011364,-0.012745,0.006665,0.050587,0.038693,-0.015647,-0.015277,0.005236,0.037215,0.020757,-0.096794,-0.076119,0.072287,0.331245,0.227192,-0.073006,-0.070604,0.040335,0.166390,0.087072,-0.036706,-0.036754,0.018880,0.077303,0.037366,0.096484,0.116672,0.076590,0.600805,0.728268,0.051196,0.054143,0.044727,0.784501,0.834110
fire_total,fire_20031080377_2003,2003,2015,12,7,-0.012691,-0.009766,0.006072,0.026737,0.014624,-0.009638,-0.010198,0.006177,0.045382,0.035524,-0.009845,-0.009839,0.005922,0.030560,0.018735,-0.070565,-0.065682,0.059811,0.313095,0.228505,-0.066536,-0.055707,0.037529,0.155355,0.088475,-0.030168,-0.027510,0.018192,0.068730,0.037270,0.051567,0.082483,0.072886,0.655997,0.712550,0.016904,0.025670,0.032984,0.830889,0.834476
fire_total,fire_20031080377_2003,2003,2016,13,5,-0.007562,-0.005662,0.004579,0.021815,0.013318,-0.011536,-0.015103,0.013029,0.045987,0.031550,-0.012760,-0.012884,0.007556,0.029625,0.016865,-0.036218,-0.042993,0.105602,0.342492,0.220888,-0.050063,-0.038068,0.063284,0.160580,0.076870,-0.029232,-0.022646,0.027011,0.071452,0.030450,0.096811,0.075460,0.079078,0.642561,0.747620,0.046336,0.054584,0.032490,0.826035,0.867758
fire_total,fire_20031080377_2003,2003,2017,14,10,-0.008278,-0.008436,0.004283,0.024654,0.015483,-0.016162,-0.015695,0.008681,0.050497,0.035236,-0.019498,-0.018259,0.009312,0.037847,0.019395,-0.078183,-0.065791,0.070009,0.304405,0.225776,-0.069761,-0.066108,0.045479,0.160312,0.086316,-0.038054,-0.036904,0.022676,0.075474,0.035558,0.140439,0.117553,0.105321,0.567724,0.720444,0.082002,0.065883,0.063715,0.752814,0.848679
fire_total,fire_20031080377_2003,2003,2018,15,10,-0.007644,-0.008302,0.004069,0.027741,0.019636,-0.010312,-0.009123,0.005802,0.049714,0.041711,-0.013083,-0.012013,0.004938,0.037923,0.022984,-0.036252,-0.034620,0.061286,0.281498,0.235146,-0.050442,-0.045783,0.042725,0.147979,0.087444,-0.025691,-0.025066,0.020787,0.066434,0.036995,0.091352,0.084809,0.071415,0.600552,0.724131,0.067074,0.050869,0.042390,0.757691,0.823543
fire_total,fire_20031080377_2003,2003,2019,16,10,-0.004771,-0.003472,0.004928,0.020563,0.015043,-0.010284,-0.008885,0.008122,0.044227,0.034087,-0.010415,-0.007795,0.006797,0.030127,0.019657,-0.065196,-0.044424,0.075292,0.280988,0.220475,-0.038796,-0.036098,0.043287,0.130544,0.083945,-0.018047,-0.018851,0.019578,0.060274,0.035235,0.054420,0.048559,0.073072,0.640300,0.716939,0.026506,0.018051,0.045765,0.802839,0.829346
fire_total,fire_20031080377_2003,2003,2020,17,2,-0.029687,-0.029687,0.045599,0.025439,-0.004248,-0.003122,-0.003122,0.005211,0.048401,0.045279,-0.009769,-0.009769,0.005397,0.032781,0.023012,0.092909,0.092909,0.013943,0.312738,0.405647,0.030518,0.030518,0.043042,0.140993,0.171511,0.011846,0.011846,0.022391,0.058603,0.070449,0.018321,0.018321,0.092387,0.685002,0.703324,0.082717,0.082717,0.034389,0.809083,0.891800
fire_total,fire_20031080377_2003,2003,2022,19,10,-0.003156,-0.003412,0.003728,0.017586,0.012767,-0.007542,-0.006901,0.007686,0.038398,0.029666,-0.004593,-0.005271,0.004228,0.022592,0.017016,-0.060149,-0.035948,0.083636,0.262894,0.198269,-0.021154,-0.014729,0.042132,0.105078,0.073116,-0.008505,-0.006673,0.017235,0.042516,0.032546,0.017923,0.000802,0.064976,0.712431,0.720271,0.016894,0.010579,0.038319,0.829436,0.851530
fire_total,fire_20031080377_2003,2003,2023,20,10,-0.001664,-0.002360,0.004775,0.017834,0.015325,-0.006744,-0.006999,0.007298,0.038933,0.031406,-0.002056,-0.005257,0.006078,0.024104,0.020316,-0.035674,-0.031554,0.072513,0.248016,0.197038,-0.022240,-0.016436,0.037396,0.109671,0.080198,-0.008883,-0.007080,0.016933,0.047301,0.037187,0.000447,-0.006305,0.065560,0.672136,0.677507,0.013630,0.007354,0.044895,0.814720,0.824186
fire_total,fire_20031080377_2003,2003,2024,21,10,-0.001980,-0.001693,0.004787,0.019051,0.016363,-0.002262,-0.002939,0.006433,0.039649,0.035853,-0.002008,-0.003320,0.005780,0.024633,0.020990,-0.036733,-0.027653,0.075447,0.253991,0.189358,-0.019079,-0.010247,0.037282,0.112435,0.086729,-0.005088,-0.003590,0.016442,0.046648,0.040632,-0.010844,-0.017797,0.069094,0.664899,0.657163,-0.002639,-0.001629,0.046859,0.808069,0.816021
fire_total,fire_20031080377_2003,2003,2025,22,10,-0.002372,-0.002185,0.005110,0.018412,0.014156,-0.003396,-0.004258,0.008205,0.039043,0.032581,-0.004214,-0.003655,0.005682,0.023169,0.019979,-0.053048,-0.024394,0.077804,0.251715,0.189228,-0.012168,-0.006320,0.038456,0.104184,0.088241,-0.006593,-0.003515,0.018451,0.045218,0.039958,0.000247,-0.007141,0.063275,0.676538,0.673896,0.007990,0.003750,0.042732,0.821231,0.829578
fire_total,fire_20051080583_2005,2005,2002,-3,10,-0.001623,0.000172,0.003382,0.019643,0.020440,0.000585,-0.000565,0.007327,0.036417,0.039580,0.000302,0.000129,0.005880,0.023836,0.024799,-0.000172,0.012475,0.056131,0.240825,0.246621,0.010498,0.011777,0.023690,0.111313,0.117887,0.005266,0.008282,0.010371,0.042124,0.050394,-0.014204,-0.031379,0.055963,0.712108,0.671320,0.001172,0.005002,0.047179,0.820034,0.808845
fire_total,fire_20051080583_2005,2005,2004,-1,8,0.005542,0.007116,0.015133,0.013359,0.018838,0.009267,0.012712,0.015026,0.030430,0.042385,0.004518,0.007975,0.016224,0.019195,0.023073,0.065086,0.050810,0.070166,0.212315,0.260178,0.022158,0.035331,0.031366,0.081785,0.108357,0.010635,0.017746,0.019458,0.033385,0.045348,-0.046589,-0.038738,0.107352,0.744843,0.722152,0.005790,-0.008241,0.103914,0.834480,0.859071
fire_total,fire_20051080583_2005,2005,2005,0,10,0.000296,0.000026,0.003740,0.021581,0.021691,0.008339,0.008424,0.010967,0.029976,0.039862,-0.002241,-0.005456,0.012121,0.029817,0.027728,0.159521,0.178566,0.061510,0.068483,0.255772,0.007267,0.007283,0.026137,0.111650,0.123262,-0.038301,-0.040662,0.037062,0.089864,0.050064,0.905926,0.817224,0.294486,-0.219013,0.695258,0.391536,0.374631,0.123496,0.403409,0.804766
fire_total,fire_20051080583_2005,2005,2006,1,7,-0.011811,-0.013206,0.008291,0.035730,0.018707,-0.006559,-0.009099,0.007275,0.050057,0.035977,-0.031529,-0.032415,0.010832,0.061539,0.023176,0.111636,0.125178,0.033341,0.124981,0.232107,-0.088495,-0.082775,0.019374,0.201528,0.111809,-0.110907,-0.112108,0.018105,0.159961,0.046427,0.849169,0.782144,0.106645,-0.158346,0.669897,0.466317,0.450591,0.092915,0.342187,0.817823
fire_total,fire_20051080583_2005,2005,2007,2,10,-0.017710,-0.020274,0.007023,0.043471,0.024345,-0.020906,-0.020648,0.008196,0.065334,0.046634,-0.033592,-0.035677,0.011152,0.065953,0.030822,0.047912,0.052819,0.040552,0.202132,0.248306,-0.098422,-0.099751,0.024590,0.218427,0.121998,-0.109636,-0.102263,0.027358,0.158621,0.054031,0.530366,0.534523,0.167904,0.131579,0.658398,0.282051,0.290218,0.104806,0.476853,0.774490
fire_total,fire_20051080583_2005,2005,2008,3,7,-0.011302,-0.012664,0.003710,0.034465,0.021952,-0.018205,-0.019032,0.004537,0.058445,0.036472,-0.028009,-0.028541,0.002769,0.056740,0.024262,-0.007040,-0.002628,0.040866,0.234885,0.218935,-0.097405,-0.095233,0.021693,0.208279,0.109980,-0.076780,-0.077542,0.016056,0.127209,0.047734,0.374439,0.366583,0.112343,0.331802,0.652009,0.154221,0.165596,0.058830,0.621546,0.769215
fire_total,fire_20051080583_2005,2005,2010,5,7,-0.020254,-0.018101,0.004197,0.036266,0.019147,-0.023719,-0.024968,0.005578,0.061772,0.037077,-0.027142,-0.028290,0.006069,0.055819,0.024950,-0.010519,-0.025475,0.041133,0.267968,0.239698,-0.094380,-0.098949,0.019289,0.212253,0.109375,-0.060019,-0.062449,0.013681,0.116745,0.050497,0.286811,0.258473,0.089049,0.391931,0.666005,0.152024,0.152662,0.045190,0.664804,0.801663
fire_total,fire_20051080583_2005,2005,2011,6,5,-0.002131,-0.006179,0.020153,0.026462,0.028690,-0.006572,-0.012773,0.025455,0.054815,0.051158,-0.002805,-0.013596,0.026309,0.038026,0.033227,-0.048867,-0.043912,0.066978,0.344170,0.268201,-0.097983,-0.091020,0.024445,0.216323,0.118340,-0.048373,-0.053996,0.020773,0.099255,0.050882,0.160123,0.179714,0.093577,0.545013,0.714035,-0.004298,0.047583,0.126560,0.799782,0.799267
fire_total,fire_20051080583_2005,2005,2012,7,2,-0.016733,-0.016733,0.001576,0.035743,0.019010,-0.027019,-0.027019,0.006048,0.059449,0.032430,-0.028091,-0.028091,0.002820,0.047623,0.019533,-0.070359,-0.070359,0.066601,0.356119,0.285760,-0.123929,-0.123929,0.027048,0.237704,0.113775,-0.064791,-0.064791,0.005172,0.110984,0.046193,0.192510,0.192510,0.028568,0.524725,0.717234,0.102082,0.102082,0.045269,0.764039,0.866121
fire_total,fire_20051080583_2005,2005,2013,8,8,-0.011550,-0.016156,0.011487,0.031907,0.018708,-0.010697,-0.015216,0.014350,0.052725,0.041292,-0.017909,-0.022127,0.017568,0.038755,0.020598,-0.069712,-0.060596,0.058802,0.337116,0.274485,-0.087450,-0.083949,0.015750,0.201218,0.117542,-0.044757,-0.049913,0.019696,0.093838,0.047665,0.135343,0.170090,0.115209,0.539427,0.688059,0.057330,0.089662,0.111886,0.782238,0.838807
fire_total,fire_20051080583_2005,2005,2014,9,10,-0.011247,-0.011583,0.003802,0.029591,0.018110,-0.015607,-0.016167,0.002027,0.057441,0.040075,-0.011612,-0.014428,0.008981,0.033282,0.021726,-0.095501,-0.086006,0.052139,0.358160,0.252568,-0.075570,-0.075358,0.020013,0.186113,0.110248,-0.041546,-0.041235,0.012971,0.084316,0.045527,0.102447,0.108615,0.089027,0.609762,0.692599,0.022660,0.034561,0.070666,0.828684,0.834912
fire_total,fire_20051080583_2005,2005,2015,10,7,-0.010546,-0.010817,0.003743,0.029597,0.018900,-0.014987,-0.014381,0.004562,0.053399,0.037792,-0.014630,-0.016638,0.009836,0.034740,0.021196,-0.048840,-0.063370,0.050321,0.334270,0.244207,-0.079007,-0.081400,0.016059,0.190569,0.108234,-0.041470,-0.043366,0.011496,0.085257,0.043787,0.097575,0.131696,0.084664,0.609923,0.722177,0.024107,0.057410,0.076548,0.822101,0.830946
fire_total,fire_20051080583_2005,2005,2016,11,8,-0.008690,-0.008998,0.005107,0.024950,0.016639,-0.015875,-0.016969,0.007846,0.051859,0.034864,-0.010106,-0.016354,0.011600,0.031591,0.017738,-0.087519,-0.090480,0.058743,0.375520,0.268724,-0.083076,-0.078732,0.019790,0.187667,0.111767,-0.038671,-0.039877,0.011715,0.081098,0.046545,0.084401,0.095718,0.067299,0.662380,0.738804,0.021647,0.047405,0.065040,0.851446,0.879630
fire_total,fire_20051080583_2005,2005,2017,12,5,-0.004290,-0.006432,0.005722,0.023025,0.017305,-0.010504,-0.009037,0.006290,0.051020,0.040350,-0.004730,-0.007153,0.009458,0.029432,0.026022,-0.086927,-0.091363,0.035140,0.369195,0.258783,-0.065134,-0.057819,0.020087,0.174193,0.119124,-0.026014,-0.024673,0.015113,0.074601,0.051721,0.002680,0.022958,0.081249,0.679370,0.651804,-0.010622,-0.009444,0.055519,0.856049,0.811705
fire_total,fire_20051080583_2005,2005,2018,13,5,-0.009845,-0.010048,0.002083,0.028470,0.016590,-0.013503,-0.015884,0.005652,0.052725,0.039112,-0.011550,-0.015367,0.009192,0.036115,0.020522,-0.108350,-0.091196,0.090602,0.352942,0.244592,-0.070840,-0.071275,0.016738,0.180683,0.109843,-0.032834,-0.033765,0.003129,0.079043,0.044228,0.055285,0.076428,0.059096,0.617484,0.741342,0.020808,0.041199,0.061535,0.801912,0.871577
fire_total,fire_20051080583_2005,2005,2019,14,10,-0.004847,-0.005915,0.003558,0.024675,0.018845,-0.013193,-0.013540,0.007619,0.054568,0.039979,-0.005349,-0.009255,0.011933,0.029398,0.023540,-0.116030,-0.118464,0.044533,0.379054,0.256149,-0.070262,-0.068498,0.023349,0.180635,0.110462,-0.029508,-0.029994,0.015302,0.076416,0.046675,0.028274,0.028005,0.080489,0.689626,0.697936,-0.028411,-0.006438,0.063415,0.859411,0.820753
fire_total,fire_20051080583_2005,2005,2020,15,3,-0.008676,-0.008374,0.002092,0.021567,0.012891,-0.008607,-0.011165,0.006237,0.038617,0.029969,-0.003465,-0.005972,0.004790,0.023781,0.020316,-0.135424,-0.121225,0.066231,0.385791,0.259154,-0.064749,-0.064479,0.009813,0.162271,0.100066,-0.026812,-0.027472,0.003119,0.067575,0.038714,0.013436,0.034627,0.067213,0.717371,0.730807,-0.028198,-0.017206,0.052400,0.890554,0.845502
fire_total,fire_20051080616_2005,2005,2002,-3,10,-0.006173,-0.006339,0.002716,0.024345,0.018776,-0.008141,-0.008232,0.005097,0.044605,0.037532,-0.008869,-0.011396,0.008999,0.030918,0.022131,-0.042426,-0.045631,0.024690,0.228828,0.183968,-0.046421,-0.049609,0.014560,0.129010,0.082535,-0.024921,-0.027357,0.008109,0.060844,0.034203,0.076870,0.086626,0.042859,0.609097,0.692321,0.025341,0.025243,0.024268,0.756305,0.779482
fire_total,fire_20051080616_2005,2005,2003,-2,3,-0.000385,-0.000747,0.004431,0.026710,0.026325,-0.011743,-0.012907,0.002064,0.051570,0.039855,-0.010808,-0.012916,0.009931,0.037903,0.030780,-0.054450,-0.062136,0.016632,0.216707,0.165942,-0.042997,-0.047424,0.010055,0.123868,0.064935,-0.025135,-0.025061,0.009158,0.062597,0.028800,0.052806,0.083750,0.058464,0.637174,0.695588,0.013380,0.009977,0.034361,0.700434,0.708125
fire_total,fire_20051080616_2005,2005,2004,-1,9,-0.005513,-0.006404,0.003743,0.028415,0.023025,-0.010629,-0.012403,0.006293,0.051460,0.039649,-0.008016,-0.010754,0.009516,0.036046,0.028209,-0.033426,-0.044637,0.027579,0.235270,0.195203,-0.037895,-0.036716,0.011732,0.117529,0.077021,-0.019690,-0.020168,0.007118,0.054306,0.033365,0.053737,0.066376,0.043107,0.639216,0.708188,0.019632,0.013457,0.033603,0.753667,0.751617
fire_total,fire_20051080616_2005,2005,2005,0,10,-0.009901,-0.010044,0.003139,0.030045,0.019697,-0.007219,-0.009776,0.007601,0.042839,0.034644,-0.027556,-0.029861,0.008392,0.051418,0.024056,0.082308,0.061071,0.060850,0.099784,0.176406,-0.085057,-0.087759,0.013714,0.165241,0.075908,-0.115535,-0.110815,0.026430,0.146184,0.031337,0.912251,0.824297,0.257882,-0.190682,0.708727,0.431057,0.408778,0.100216,0.335562,0.763529
fire_total,fire_20051080616_2005,2005,2007,2,10,-0.005617,-0.006728,0.004246,0.030148,0.024565,-0.004551,-0.006339,0.007593,0.048937,0.044970,-0.021416,-0.021989,0.005983,0.052078,0.030313,0.046000,0.031452,0.054050,0.164052,0.199369,-0.110028,-0.103572,0.015353,0.193332,0.084556,-0.102637,-0.097189,0.022267,0.138552,0.035757,0.593982,0.572763,0.207706,0.100470,0.698137,0.224707,0.224337,0.081451,0.509586,0.726866
fire_total,fire_20051080616_2005,2005,2008,3,9,-0.007892,-0.008657,0.003555,0.031137,0.023795,-0.006738,-0.009700,0.007948,0.049728,0.043059,-0.018398,-0.020002,0.004820,0.048435,0.030037,-0.008126,-0.013438,0.042846,0.183735,0.175471,-0.099220,-0.096172,0.021293,0.178180,0.078176,-0.078279,-0.074276,0.020968,0.111988,0.033709,0.449436,0.406560,0.174079,0.278257,0.691365,0.125031,0.133164,0.045901,0.587187,0.707610
fire_total,fire_20051080616_2005,2005,2010,5,1,0.015289,0.015289,,0.032348,0.047637,0.003933,0.003933,,0.062707,0.066640,-0.003163,-0.003163,,0.063010,0.059847,-0.085223,-0.085223,,0.298768,0.213545,-0.027775,-0.027775,,0.154310,0.126535,-0.014355,-0.014355,,0.076980,0.062625,-0.043782,-0.043782,,0.590257,0.546475,-0.089391,-0.089391,,0.651929,0.562538
fire_total,fire_20051080616_2005,2005,2011,6,10,-0.016844,-0.024402,0.027322,0.033997,0.018350,-0.016432,-0.028187,0.031620,0.051466,0.036403,-0.023897,-0.035137,0.030926,0.046276,0.024758,-0.059778,-0.070841,0.035977,0.252052,0.184374,-0.109753,-0.112399,0.035022,0.191593,0.079895,-0.065635,-0.070463,0.029795,0.100328,0.032251,0.252931,0.266166,0.133510,0.459627,0.707186,0.085759,0.129566,0.121156,0.690220,0.769459
fire_total,fire_20051080616_2005,2005,2012,7,9,-0.017531,-0.016081,0.016040,0.044008,0.026779,-0.023802,-0.024674,0.015533,0.059944,0.037628,-0.026304,-0.029636,0.019368,0.053839,0.026380,-0.085347,-0.085614,0.023127,0.265657,0.180449,-0.111348,-0.120076,0.019290,0.210726,0.088970,-0.069533,-0.073420,0.019118,0.106859,0.036032,0.210165,0.242220,0.098761,0.423790,0.665599,0.063591,0.081254,0.097270,0.659529,0.741645
fire_total,fire_20051080616_2005,2005,2013,8,10,-0.016713,-0.018634,0.014640,0.036459,0.022173,-0.031343,-0.032411,0.016145,0.074670,0.039697,-0.032251,-0.035379,0.014593,0.059133,0.025891,-0.090750,-0.094852,0.024716,0.267975,0.178874,-0.112097,-0.107331,0.041492,0.190136,0.077826,-0.059511,-0.062736,0.027714,0.094965,0.033888,0.210696,0.204619,0.106716,0.472235,0.666320,0.124004,0.114705,0.076806,0.632975,0.746842
fire_total,fire_20051080616_2005,2005,2014,9,10,-0.011859,-0.011477,0.003010,0.032086,0.021086,-0.017208,-0.017157,0.003214,0.055296,0.037930,-0.020996,-0.021521,0.004418,0.045478,0.024634,-0.090977,-0.099569,0.016102,0.270030,0.167702,-0.104665,-0.100774,0.023396,0.183095,0.076746,-0.057640,-0.055923,0.015448,0.091713,0.034809,0.198500,0.187143,0.091273,0.486965,0.671105,0.045963,0.052231,0.035584,0.714165,0.760710
fire_total,fire_20051080616_2005,2005,2015,10,10,-0.010477,-0.011516,0.003401,0.028559,0.017511,-0.017037,-0.018231,0.003917,0.049962,0.033550,-0.027610,-0.027005,0.004445,0.046950,0.020763,-0.090303,-0.094148,0.022216,0.265898,0.172371,-0.110303,-0.110663,0.019378,0.188912,0.076169,-0.060479,-0.061589,0.011883,0.094326,0.033372,0.216067,0.197074,0.077868,0.473332,0.680588,0.085293,0.083998,0.021742,0.701620,0.781702
fire_total,fire_20051080616_2005,2005,2016,11,10,-0.011853,-0.013197,0.007536,0.033860,0.022090,-0.015854,-0.017718,0.007022,0.058872,0.042302,-0.022069,-0.024142,0.004849,0.052051,0.027383,-0.109959,-0.109340,0.019390,0.305780,0.197169,-0.096635,-0.095708,0.018975,0.186622,0.088392,-0.052622,-0.053430,0.015810,0.096229,0.042329,0.120807,0.111618,0.064807,0.547579,0.647404,0.049845,0.053270,0.032471,0.709356,0.752169
fire_total,fire_20051080616_2005,2005,2017,12,6,-0.018563,-0.018744,0.001721,0.033626,0.014747,-0.021243,-0.020781,0.002043,0.056795,0.035716,-0.028297,-0.027614,0.003174,0.047390,0.019367,-0.121867,-0.119222,0.027648,0.282598,0.160731,-0.121082,-0.113889,0.017369,0.188349,0.067122,-0.059799,-0.057848,0.011236,0.089589,0.029584,0.176748,0.179731,0.051809,0.527026,0.703774,0.086862,0.087709,0.024196,0.706124,0.794963
fire_total,fire_20051080616_2005,2005,2018,13,9,-0.017462,-0.017327,0.004583,0.031825,0.015160,-0.021973,-0.021766,0.002644,0.054815,0.033062,-0.024586,-0.025091,0.003530,0.043568,0.018982,-0.132632,-0.131731,0.018808,0.298988,0.166108,-0.092922,-0.097841,0.025117,0.166135,0.070242,-0.045128,-0.048978,0.015266,0.074037,0.030120,0.101722,0.118415,0.081834,0.594082,0.695398,0.045061,0.053693,0.029131,0.738705,0.790761
fire_total,fire_20051080616_2005,2005,2019,14,10,-0.016926,-0.016435,0.003557,0.036438,0.019203,-0.022894,-0.023598,0.005419,0.060907,0.038562,-0.025569,-0.027610,0.007525,0.050443,0.024365,-0.115768,-0.118433,0.021848,0.300232,0.182285,-0.098133,-0.098043,0.021495,0.189414,0.090544,-0.052601,-0.053565,0.013283,0.090207,0.039140,0.121133,0.111785,0.068335,0.543952,0.645982,0.062557,0.048839,0.034948,0.717551,0.757198
fire_total,fire_20051080616_2005,2005,2020,15,1,-0.009198,-0.009198,,0.029817,0.020619,-0.018714,-0.018714,,0.055613,0.036899,-0.025259,-0.025259,,0.047404,0.022145,-0.157039,-0.157039,,0.317688,0.160649,-0.083847,-0.083847,,0.159782,0.075935,-0.039476,-0.039476,,0.072016,0.032540,0.015231,0.015231,,0.619560,0.634791,-0.019746,-0.019746,,0.752656,0.732910
